,Team,Possession,Playing TimeMP,Playing TimeStarts,Playing TimeMin,Playing Time90s,PerformanceGls,PerformanceAst,PerformanceG+A,PerformanceG-PK,PerformancePK,PerformancePKatt,PerformanceCrdY,PerformanceCrdR,ExpectedxG,ExpectednpxG,ExpectedxAG,ExpectednpxG+xAG,ProgressionPrgC,ProgressionPrgP,Per 90 MinutesGls,Per 90 MinutesAst,Per 90 MinutesG+A,Per 90 MinutesG-PK,Per 90 MinutesG+A-PK,Per 90 MinutesxG,Per 90 MinutesxAG,Per 90 MinutesxG+xAG,Per 90 MinutesnpxG,Per 90 MinutesnpxG+xAG
0,vs Arsenal,44.1,27,297,2430,27.0,23,17,40,21,2,2,65,1,22.9,21.3,16.1,37.4,461,696,0.85,0.63,1.48,0.78,1.41,0.85,0.6,1.44,0.79,1.38
1,vs Aston Villa,48.2,28,308,2520,28.0,45,32,77,44,1,2,76,2,39.3,37.7,28.6,66.3,483,923,1.61,1.14,2.75,1.57,2.71,1.4,1.02,2.42,1.35,2.37
2,vs Bournemouth,53.1,27,297,2430,27.0,32,24,56,29,3,3,70,2,36.4,34.1,27.4,61.4,496,948,1.19,0.89,2.07,1.07,1.96,1.35,1.01,2.36,1.26,2.28
3,vs Brentford,52.0,27,297,2430,27.0,41,31,72,40,1,1,56,2,42.3,41.5,32.2,73.7,620,1172,1.52,1.15,2.67,1.48,2.63,1.57,1.19,2.76,1.54,2.73
4,vs Brighton,47.8,27,297,2430,27.0,37,23,60,31,6,6,68,3,38.4,33.7,29.3,63.0,418,879,1.37,0.85,2.22,1.15,2.0,1.42,1.08,2.51,1.25,2.33
5,vs Chelsea,41.8,27,297,2430,27.0,36,26,62,31,5,6,72,2,38.7,33.9,28.5,62.4,422,813,1.33,0.96,2.3,1.15,2.11,1.43,1.06,2.49,1.26,2.31
6,vs Crystal Palace,56.5,27,297,2430,27.0,31,24,55,30,1,2,54,2,33.9,32.3,26.6,58.9,487,1105,1.15,0.89,2.04,1.11,2.0,1.26,0.99,2.24,1.2,2.18
7,vs Everton,59.5,27,297,2430,27.0,34,26,60,34,0,2,32,2,34.0,32.4,25.8,58.2,502,1157,1.26,0.96,2.22,1.26,2.22,1.26,0.95,2.22,1.2,2.15
8,vs Fulham,47.3,27,297,2430,27.0,34,28,62,33,1,1,55,3,30.6,29.8,23.2,53.0,419,964,1.26,1.04,2.3,1.22,2.26,1.13,0.86,1.99,1.1,1.96
9,vs Ipswich Town,59.2,27,297,2430,27.0,56,36,92,51,5,5,44,2,52.7,48.7,38.4,87.1,574,1162,2.07,1.33,3.41,1.89,3.22,1.95,1.42,3.37,1.81,3.23
10,vs Leicester City,54.3,27,297,2430,27.0,58,44,102,57,1,1,45,2,50.8,50.1,39.0,89.0,509,1294,2.15,1.63,3.78,2.11,3.74,1.88,1.44,3.33,1.85,3.3
11,vs Liverpool,43.4,28,308,2520,28.0,26,21,47,26,0,1,68,1,24.8,23.8,18.9,42.7,498,865,0.93,0.75,1.68,0.93,1.68,0.88,0.67,1.56,0.85,1.53
12,vs Manchester City,39.6,27,297,2430,27.0,36,29,65,33,3,3,58,1,36.6,34.3,29.4,63.6,420,661,1.33,1.07,2.41,1.22,2.3,1.36,1.09,2.44,1.27,2.36
13,vs Manchester Utd,46.4,27,297,2430,27.0,38,25,63,35,3,4,54,1,41.6,38.6,29.2,67.8,479,847,1.41,0.93,2.33,1.3,2.22,1.54,1.08,2.62,1.43,2.51
14,vs Newcastle Utd,49.6,27,297,2430,27.0,37,34,71,37,0,0,73,1,34.7,34.7,28.2,62.9,498,984,1.37,1.26,2.63,1.37,2.63,1.28,1.05,2.33,1.28,2.33
15,vs Nott'ham Forest,59.9,27,297,2430,27.0,33,25,58,31,2,2,73,2,32.7,31.1,23.1,54.2,710,1433,1.22,0.93,2.15,1.15,2.07,1.21,0.86,2.07,1.15,2.01
16,vs Southampton,49.1,27,297,2430,27.0,65,46,111,61,4,4,44,1,63.3,60.4,47.7,108.1,555,1069,2.41,1.7,4.11,2.26,3.96,2.35,1.77,4.11,2.24,4.0
17,vs Tottenham,42.9,27,297,2430,27.0,37,26,63,35,2,2,64,3,45.3,43.7,33.6,77.3,467,893,1.37,0.96,2.33,1.3,2.26,1.68,1.24,2.92,1.62,2.86
18,vs West Ham,53.1,27,297,2430,27.0,44,34,78,41,3,3,40,1,44.8,42.5,36.2,78.7,618,1215,1.63,1.26,2.89,1.52,2.78,1.66,1.34,3.0,1.57,2.92
19,vs Wolves,52.6,27,297,2430,27.0,53,38,91,47,6,7,67,3,43.7,38.1,31.4,69.5,573,1122,1.96,1.41,3.37,1.74,3.15,1.62,1.16,2.78,1.41,2.57
