Unnamed: 0,Team,Possession,Playing TimeMP,Playing TimeStarts,Playing TimeMin,Playing Time90s,PerformanceGls,PerformanceAst,PerformanceG+A,PerformanceG-PK,PerformancePK,PerformancePKatt,PerformanceCrdY,PerformanceCrdR,ExpectedxG,ExpectednpxG,ExpectedxAG,ExpectednpxG+xAG,ProgressionPrgC,ProgressionPrgP,Per 90 MinutesGls,Per 90 MinutesAst,Per 90 MinutesG+A,Per 90 MinutesG-PK,Per 90 MinutesG+A-PK,Per 90 MinutesxG,Per 90 MinutesxAG,Per 90 MinutesxG+xAG,Per 90 MinutesnpxG,Per 90 MinutesnpxG+xAG
0,Arsenal,49.1,1,88,720,8.0,0,0,25,14,0,0,22,3,0.7,13.5,0.4,23.3,158,319,1.75,1.37,3.12,1.75,3.12,1.69,1.22,2.91,1.69,2.91
1,Aston Villa,51.6,1,88,720,8.0,2,2,27,14,0,0,19,1,1.7,11.4,1.4,20.9,153,279,1.75,1.62,3.38,1.75,3.38,1.43,1.19,2.61,1.43,2.61
2,Bournemouth,44.9,1,88,720,8.0,2,1,18,9,1,2,20,0,1.8,12.3,0.7,22.7,147,328,1.25,1.0,2.25,1.13,2.12,1.74,1.3,3.04,1.54,2.84
3,Brentford,46.3,1,88,720,8.0,1,1,22,13,1,1,14,0,0.8,11.3,0.7,18.6,121,247,1.75,1.0,2.75,1.62,2.62,1.51,0.92,2.42,1.41,2.33
4,Brighton,56.3,1,88,720,8.0,1,1,23,14,0,0,17,0,1.0,11.8,0.7,19.7,175,378,1.75,1.13,2.87,1.75,2.87,1.48,0.98,2.46,1.48,2.46
5,Chelsea,55.8,1,88,720,8.0,1,1,31,16,1,1,30,0,1.3,14.6,1.1,27.9,183,302,2.12,1.75,3.87,2.0,3.75,1.92,1.66,3.58,1.82,3.49
6,Crystal Palace,48.6,1,88,720,8.0,0,0,6,3,1,1,18,0,1.1,8.4,1.0,15.6,116,311,0.5,0.25,0.75,0.37,0.62,1.15,0.89,2.05,1.06,1.95
7,Everton,38.3,1,88,720,8.0,2,1,15,9,0,0,13,1,1.7,8.5,0.8,14.8,102,220,1.13,0.75,1.87,1.13,1.87,1.06,0.79,1.85,1.06,1.85
8,Fulham,49.6,1,88,720,8.0,1,1,21,10,1,2,24,1,1.8,11.0,1.0,21.0,164,300,1.37,1.25,2.62,1.25,2.5,1.57,1.25,2.82,1.37,2.62
9,Ipswich Town,42.1,1,88,720,8.0,0,0,10,6,0,0,21,0,1.2,6.2,1.1,12.0,105,227,0.75,0.5,1.25,0.75,1.25,0.78,0.71,1.49,0.78,1.49
10,Leicester City,44.3,1,88,720,8.0,3,2,22,11,1,1,22,0,3.0,7.5,2.4,14.2,109,224,1.5,1.25,2.75,1.37,2.62,1.02,0.84,1.86,0.94,1.78
11,Liverpool,57.9,1,88,720,8.0,2,1,27,13,2,2,18,0,1.9,14.1,1.0,26.2,177,355,1.87,1.5,3.38,1.62,3.12,1.96,1.51,3.47,1.76,3.27
12,Manchester City,65.3,1,88,720,8.0,2,2,32,18,1,1,18,0,1.6,14.6,1.5,27.4,318,476,2.37,1.62,4.0,2.25,3.87,1.93,1.6,3.53,1.83,3.43
13,Manchester Utd,52.4,1,88,720,8.0,2,2,14,7,0,0,26,1,1.3,12.3,1.2,23.3,130,323,0.87,0.87,1.75,0.87,1.75,1.54,1.37,2.91,1.54,2.91
14,Newcastle Utd,49.5,1,88,720,8.0,0,0,15,7,1,2,19,1,2.0,10.8,1.7,20.4,144,307,1.0,0.87,1.87,0.87,1.75,1.55,1.2,2.75,1.35,2.55
15,Nott'ham Forest,41.3,1,88,720,8.0,1,0,12,7,1,1,25,2,1.5,8.9,1.4,15.7,148,221,1.0,0.5,1.5,0.87,1.37,1.21,0.86,2.06,1.11,1.97
16,Southampton,55.5,1,88,720,8.0,2,1,10,6,0,1,26,2,2.1,9.5,1.5,17.4,161,279,0.75,0.5,1.25,0.75,1.25,1.29,0.99,2.28,1.19,2.18
17,Tottenham,61.6,1,88,720,8.0,3,3,29,16,0,0,19,0,1.9,16.7,1.6,28.5,219,448,2.0,1.62,3.62,2.0,3.62,2.08,1.48,3.56,2.08,3.56
18,West Ham,45.5,1,88,720,8.0,1,0,14,9,1,1,19,1,0.8,10.5,0.7,17.4,151,277,1.25,0.5,1.75,1.13,1.62,1.41,0.87,2.28,1.32,2.18
19,Wolves,44.4,1,88,720,8.0,1,1,18,10,0,0,26,0,0.8,7.4,0.8,13.1,109,202,1.25,1.0,2.25,1.25,2.25,0.92,0.72,1.64,0.92,1.64
