Unnamed: 0,Team,Possession,Playing TimeMP,Playing TimeStarts,Playing TimeMin,Playing Time90s,PerformanceGls,PerformanceAst,PerformanceG+A,PerformanceG-PK,PerformancePK,PerformancePKatt,PerformanceCrdY,PerformanceCrdR,ExpectedxG,ExpectednpxG,ExpectedxAG,ExpectednpxG+xAG,ProgressionPrgC,ProgressionPrgP,Per 90 MinutesGls,Per 90 MinutesAst,Per 90 MinutesG+A,Per 90 MinutesG-PK,Per 90 MinutesG+A-PK,Per 90 MinutesxG,Per 90 MinutesxAG,Per 90 MinutesxG+xAG,Per 90 MinutesnpxG,Per 90 MinutesnpxG+xAG
0,Arsenal,54.6,1,187,1530,17.0,5,4,60,31,2,2,39,3,2.5,27.8,1.7,50.1,352,770,1.94,1.59,3.53,1.82,3.41,1.72,1.31,3.03,1.64,2.94
1,Aston Villa,50.1,1,187,1530,17.0,2,2,45,24,1,2,41,1,1.6,25.5,1.2,45.6,308,587,1.47,1.18,2.65,1.41,2.59,1.59,1.18,2.78,1.5,2.68
2,Bournemouth,45.0,1,187,1530,17.0,3,2,45,22,5,6,41,0,1.6,29.3,0.7,52.0,317,686,1.59,1.06,2.65,1.29,2.35,2.0,1.34,3.34,1.72,3.06
3,Brentford,47.9,1,187,1530,17.0,0,0,52,30,2,2,28,1,0.7,24.5,0.4,43.6,258,643,1.88,1.18,3.06,1.76,2.94,1.54,1.12,2.66,1.44,2.56
4,Brighton,53.4,1,187,1530,17.0,1,0,43,26,0,0,37,1,0.9,23.9,0.7,40.7,376,734,1.53,1.0,2.53,1.53,2.53,1.4,0.99,2.4,1.4,2.4
5,Chelsea,57.6,1,187,1530,17.0,0,0,65,34,3,3,53,1,1.1,33.0,0.8,59.2,389,683,2.18,1.65,3.82,2.0,3.65,2.08,1.54,3.62,1.94,3.48
6,Crystal Palace,43.4,1,187,1530,17.0,1,1,31,16,1,1,41,1,1.6,22.7,1.1,41.3,242,560,1.0,0.82,1.82,0.94,1.76,1.38,1.1,2.48,1.33,2.43
7,Everton,39.0,1,176,1440,16.0,0,0,19,12,0,0,30,1,1.0,15.8,0.6,28.1,218,432,0.75,0.44,1.19,0.75,1.19,0.99,0.76,1.75,0.99,1.75
8,Fulham,51.2,1,187,1530,17.0,0,0,44,22,1,2,42,2,0.9,21.2,0.7,39.4,354,695,1.35,1.24,2.59,1.29,2.53,1.34,1.07,2.41,1.25,2.32
9,Ipswich Town,42.9,1,187,1530,17.0,0,0,27,15,0,0,46,2,0.7,15.9,0.5,28.3,239,450,0.88,0.71,1.59,0.88,1.59,0.94,0.73,1.67,0.94,1.67
10,Leicester City,46.6,1,187,1530,17.0,0,0,38,19,2,2,43,0,0.8,15.8,0.7,29.6,266,506,1.24,1.0,2.24,1.12,2.12,1.01,0.81,1.82,0.93,1.74
11,Liverpool,56.4,1,176,1440,16.0,6,4,65,33,4,4,36,1,5.6,33.1,4.0,59.0,327,705,2.31,1.75,4.06,2.06,3.81,2.26,1.62,3.88,2.07,3.69
12,Manchester City,62.3,1,187,1530,17.0,1,0,49,28,1,1,38,1,1.0,29.9,0.7,55.7,569,938,1.71,1.18,2.88,1.65,2.82,1.81,1.52,3.32,1.76,3.28
13,Manchester Utd,54.2,1,187,1530,17.0,0,0,37,18,2,2,40,1,2.3,23.8,1.9,44.1,289,630,1.18,1.0,2.18,1.06,2.06,1.49,1.2,2.69,1.4,2.6
14,Newcastle Utd,50.5,1,187,1530,17.0,4,3,48,25,1,2,36,1,2.3,26.0,2.2,47.9,309,679,1.53,1.29,2.82,1.47,2.76,1.62,1.29,2.91,1.53,2.82
15,Nott'ham Forest,40.6,1,187,1530,17.0,2,1,37,21,2,2,43,2,0.9,19.1,0.7,33.6,309,481,1.35,0.82,2.18,1.24,2.06,1.21,0.85,2.07,1.12,1.98
16,Southampton,52.4,1,187,1530,17.0,0,0,18,11,0,2,52,3,0.2,15.4,0.1,28.3,316,531,0.65,0.41,1.06,0.65,1.06,1.01,0.76,1.77,0.9,1.66
17,Tottenham,57.8,1,187,1530,17.0,3,2,67,37,0,0,36,0,1.2,31.8,1.1,57.1,424,824,2.18,1.76,3.94,2.18,3.94,1.87,1.48,3.36,1.87,3.36
18,West Ham,46.9,1,187,1530,17.0,1,0,32,18,3,3,44,2,1.3,22.4,0.7,38.6,301,582,1.24,0.65,1.88,1.06,1.71,1.45,0.95,2.4,1.32,2.27
19,Wolves,46.6,1,187,1530,17.0,3,3,51,27,0,0,42,1,1.2,17.9,1.1,33.2,243,492,1.59,1.41,3.0,1.59,3.0,1.05,0.9,1.95,1.05,1.95
