Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,7,15,FUL (A),3
2,Gabriel,G.Jesus,Arsenal,FWD,68,1,16,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,5,2.2,0.0,0.0,0.2,0.00,0.00,0.00,0.00,1265,2615,15,FUL (A),3
3,Gabriel,Gabriel,Arsenal,DEF,62,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,79219,200913,15,FUL (A),3
4,Kai,Havertz,Arsenal,FWD,79,5,73,2024-12-08T14:00:00Z,0,1,0,1,0,0,0,0,0,0,9,9.8,14.8,19.0,4.4,0.34,0.01,0.35,0.16,38362,52918,15,FUL (A),3
5,Karl,Hein,Arsenal,GK,40,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,54,15,FUL (A),3
6,Jurriën,J.Timber,Arsenal,DEF,56,2,90,2024-12-08T14:00:00Z,0,0,0,1,0,0,0,0,0,0,9,9.2,14.2,4.0,2.7,0.00,0.03,0.03,0.16,252312,6080,15,FUL (A),3
7,Jorge Luiz,Jorginho,Arsenal,MID,47,2,73,2024-12-08T14:00:00Z,0,0,0,1,0,0,0,0,0,0,17,10.4,6.7,0.0,1.7,0.00,0.04,0.04,0.16,843,889,15,FUL (A),3
8,Jakub,Kiwior,Arsenal,DEF,48,2,90,2024-12-08T14:00:00Z,0,0,0,1,0,0,0,0,0,0,8,11.4,2.2,0.0,1.4,0.00,0.03,0.03,0.16,2521,434,15,FUL (A),3
9,Gabriel,Martinelli,Arsenal,MID,68,0,30,2024-12-08T14:00:00Z,0,0,0,0,0,0,1,0,0,0,-2,3.4,6.0,12.0,2.1,0.00,0.01,0.01,0.12,11679,28769,15,FUL (A),3
12,Ethan,Nwaneri,Arsenal,MID,45,1,11,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,4,1.4,0.7,0.0,0.2,0.00,0.00,0.00,0.00,4494,4347,15,FUL (A),3
13,Martin,Ødegaard,Arsenal,MID,83,2,78,2024-12-08T14:00:00Z,0,0,0,1,0,0,0,0,0,0,10,10.2,42.7,6.0,5.9,0.00,0.18,0.18,0.16,79388,23348,15,FUL (A),3
15,David,Raya,Arsenal,GK,55,2,90,2024-12-08T14:00:00Z,0,0,0,1,0,0,0,0,1,0,5,11.2,0.0,0.0,1.1,0.00,0.00,0.00,0.16,114838,31914,15,FUL (A),3
16,Declan,Rice,Arsenal,MID,62,2,90,2024-12-08T14:00:00Z,0,0,0,1,0,0,1,0,0,1,21,10.4,46.3,16.0,7.3,0.12,0.60,0.72,0.16,10360,4634,15,FUL (A),3
17,Bukayo,Saka,Arsenal,MID,105,2,90,2024-12-08T14:00:00Z,0,0,0,1,0,0,0,0,0,0,15,9.4,20.3,37.0,6.7,0.09,0.11,0.20,0.16,459958,25339,15,FUL (A),3
18,William,Saliba,Arsenal,DEF,61,9,90,2024-12-08T14:00:00Z,1,0,0,1,0,0,0,0,0,1,21,47.8,3.6,40.0,9.1,1.19,0.01,1.20,0.16,282622,19671,15,FUL (A),3
20,Thomas,Thomas,Arsenal,MID,50,2,90,2024-12-08T14:00:00Z,0,0,0,1,0,0,0,0,0,0,8,6.0,8.5,7.0,2.2,0.25,0.07,0.32,0.16,5884,4691,15,FUL (A),3
21,Kieran,Tierney,Arsenal,DEF,43,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,266,107,15,FUL (A),3
22,Tomiyasu,Tomiyasu,Arsenal,DEF,48,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,16,65,15,FUL (A),3
23,Leandro,Trossard,Arsenal,MID,68,1,59,2024-12-08T14:00:00Z,0,0,0,1,0,0,0,0,0,0,10,9.0,17.8,23.0,5.0,0.02,0.15,0.17,0.04,9299,12074,15,FUL (A),3
24,Benjamin,White,Arsenal,DEF,61,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,90,16519,15,FUL (A),3
25,Oleksandr,Zinchenko,Arsenal,DEF,48,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4379,1439,15,FUL (A),3
73,Norberto,Neto,Arsenal,GK,42,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,399,3439,15,FUL (A),3
186,Raheem,Sterling,Arsenal,MID,67,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,283,1226,15,FUL (A),3
578,Riccardo,Calafiori,Arsenal,DEF,58,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1415,12732,15,FUL (A),3
597,Myles,Lewis-Skelly,Arsenal,MID,45,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,26,378,15,FUL (A),3
633,Mikel,Merino,Arsenal,MID,60,1,16,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,2,3.6,7.8,2.0,1.3,0.00,0.01,0.01,0.00,272,1173,15,FUL (A),3
638,Salah-Eddine,Oulad M'hand,Arsenal,MID,45,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,49,62,15,FUL (A),3
639,Tommy,Setford,Arsenal,GK,45,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,129,172,15,FUL (A),3
657,Maldini,Kacurri,Arsenal,DEF,40,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,306,360,15,FUL (A),3
658,Ayden,Heaven,Arsenal,DEF,40,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,177,247,15,FUL (A),3
659,Ismeal,Kabia,Arsenal,MID,45,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,97,81,15,FUL (A),3
662,Josh,Nichols,Arsenal,DEF,40,0,0,2024-12-08T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,153,193,15,FUL (A),3
