Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2025-02-15T12:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,u,LEI (A),2
2,Gabriel,G.Jesus,Arsenal,FWD,66,0,0,2025-02-15T12:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,12705,25,i,LEI (A),2
3,Gabriel,Gabriel,Arsenal,DEF,63,6,90,2025-02-15T12:30:00Z,0,0,1,0,0,0,0,0,0,0,29,18.4,13.1,2,3.4,0,0.04,0.04,0.22,152520,54767,25,a,LEI (A),2
4,Kai,Havertz,Arsenal,FWD,78,0,0,2025-02-15T12:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60662,111841,25,i,LEI (A),2
5,Karl,Hein,Arsenal,GK,40,0,0,2025-02-15T12:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,u,LEI (A),2
6,Jurriën,J.Timber,Arsenal,DEF,56,6,90,2025-02-15T12:30:00Z,0,0,1,0,0,0,0,0,0,0,25,18,7.6,0,2.6,0,0.03,0.03,0.22,31882,22200,25,a,LEI (A),2
7,Jorge Luiz,Jorginho,Arsenal,MID,47,0,15,2025-02-15T12:30:00Z,0,0,0,0,0,0,1,0,0,0,-1,0.6,0.3,0,0.1,0,0,0,0.05,457,768,25,a,LEI (A),2
8,Jakub,Kiwior,Arsenal,DEF,48,0,0,2025-02-15T12:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,578,25,a,LEI (A),2
9,Gabriel,Martinelli,Arsenal,MID,66,0,0,2025-02-15T12:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16369,104170,25,i,LEI (A),2
12,Ethan,Nwaneri,Arsenal,MID,45,9,90,2025-02-15T12:30:00Z,0,1,1,0,0,0,0,0,0,3,45,43.4,36.5,51,13.1,0.18,0.57,0.75,0.22,82924,4404,25,a,LEI (A),2
13,Martin,Ødegaard,Arsenal,MID,82,3,90,2025-02-15T12:30:00Z,0,0,1,0,0,0,0,0,0,0,16,15.2,39.9,8,6.3,0.05,0.73,0.78,0.22,48508,17211,25,a,LEI (A),2
15,David,Raya,Arsenal,GK,55,7,90,2025-02-15T12:30:00Z,0,0,1,0,0,0,0,0,2,1,30,16.2,0,0,1.6,0,0,0,0.22,64242,73710,25,a,LEI (A),2
16,Declan,Rice,Arsenal,MID,62,3,90,2025-02-15T12:30:00Z,0,0,1,0,0,0,0,0,0,0,12,14.8,13.1,6,3.4,0.12,0.02,0.14,0.22,22448,6773,25,a,LEI (A),2
17,Bukayo,Saka,Arsenal,MID,102,0,0,2025-02-15T12:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,23919,25,i,LEI (A),2
