Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,8,24,u,MCI (H),5
2,Gabriel,G.Jesus,Arsenal,FWD,66,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,68,27766,24,i,MCI (H),5
3,Gabriel,Gabriel,Arsenal,DEF,64,2,90,2025-02-02T16:30:00Z,0,0,0,1,0,0,0,0,0,0,11,15.2,3.0,5.0,2.3,0.05,0.02,0.07,0.81,47399,205051,24,a,MCI (H),5
4,Kai,Havertz,Arsenal,FWD,78,12,89,2025-02-02T16:30:00Z,1,1,0,1,0,0,0,0,0,3,44,55.4,14.7,35.0,10.5,0.49,0.25,0.74,0.81,7003,78644,24,i,MCI (H),5
5,Karl,Hein,Arsenal,GK,40,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,21,24,u,MCI (H),5
6,Jurriën,J.Timber,Arsenal,DEF,56,1,90,2025-02-02T16:30:00Z,0,0,0,1,0,0,1,0,0,0,0,6.0,1.8,15.0,2.3,0.04,0.00,0.04,0.81,11275,64127,24,a,MCI (H),5
7,Jorge Luiz,Jorginho,Arsenal,MID,47,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,610,758,24,a,MCI (H),5
8,Jakub,Kiwior,Arsenal,DEF,48,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,212,644,24,a,MCI (H),5
9,Gabriel,Martinelli,Arsenal,MID,67,5,90,2025-02-02T16:30:00Z,0,1,0,1,0,0,0,0,0,0,15,23.2,22.3,23.0,6.9,0.17,0.06,0.23,0.81,12219,52571,24,i,MCI (H),5
12,Ethan,Nwaneri,Arsenal,MID,45,6,6,2025-02-02T16:30:00Z,1,0,0,0,0,0,0,0,0,0,24,37.6,14.7,7.0,5.9,0.02,0.02,0.04,0.00,17528,2987,24,a,MCI (H),5
13,Martin,Ødegaard,Arsenal,MID,82,6,83,2025-02-02T16:30:00Z,1,0,0,1,0,0,1,0,0,0,29,35.0,2.3,19.0,5.6,0.14,0.04,0.18,0.81,5070,57568,24,a,MCI (H),5
15,David,Raya,Arsenal,GK,55,3,90,2025-02-02T16:30:00Z,0,0,0,1,0,0,0,0,3,0,11,25.8,0.0,0.0,2.6,0.00,0.00,0.00,0.81,23521,271842,24,a,MCI (H),5
16,Declan,Rice,Arsenal,MID,62,10,90,2025-02-02T16:30:00Z,0,2,0,1,0,0,0,0,0,2,39,47.4,48.3,2.0,9.8,0.00,0.20,0.20,0.81,5695,9862,24,a,MCI (H),5
17,Bukayo,Saka,Arsenal,MID,102,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,307,26057,24,i,MCI (H),5
18,William,Saliba,Arsenal,DEF,62,2,90,2025-02-02T16:30:00Z,0,0,0,1,0,0,0,0,0,0,11,14.0,0.8,0.0,1.5,0.00,0.00,0.00,0.81,22156,91159,24,a,MCI (H),5
20,Thomas,Thomas,Arsenal,MID,49,8,90,2025-02-02T16:30:00Z,1,0,0,1,0,0,0,0,0,1,38,53.6,12.8,7.0,7.3,0.05,0.02,0.07,0.81,1503,3757,24,a,MCI (H),5
21,Kieran,Tierney,Arsenal,DEF,43,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,284,198,24,a,MCI (H),5
22,Tomiyasu,Tomiyasu,Arsenal,DEF,48,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,37,46,24,i,MCI (H),5
23,Leandro,Trossard,Arsenal,MID,68,2,83,2025-02-02T16:30:00Z,0,0,0,1,0,0,0,0,0,0,6,6.4,1.8,0.0,0.8,0.00,0.01,0.01,0.81,19266,36158,24,a,MCI (H),5
24,Benjamin,White,Arsenal,DEF,61,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,79,2519,24,a,MCI (H),5
25,Oleksandr,Zinchenko,Arsenal,DEF,48,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,575,1352,24,a,MCI (H),5
73,Norberto,Neto,Arsenal,GK,41,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,910,1506,24,a,MCI (H),5
186,Raheem,Sterling,Arsenal,MID,67,1,1,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,3,0.4,1.8,0.0,0.2,0.00,0.01,0.01,0.00,390,779,24,a,MCI (H),5
578,Riccardo,Calafiori,Arsenal,DEF,58,1,1,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,3,0.0,0.8,0.0,0.1,0.00,0.00,0.00,0.00,6195,2184,24,a,MCI (H),5
597,Myles,Lewis-Skelly,Arsenal,MID,45,7,89,2025-02-02T16:30:00Z,1,0,0,1,0,0,0,0,0,0,31,42.8,2.0,17.0,6.2,0.04,0.02,0.06,0.81,2284,3421,24,a,MCI (H),5
633,Mikel,Merino,Arsenal,MID,60,1,6,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,3,1.4,0.3,0.0,0.2,0.00,0.00,0.00,0.00,223,961,24,a,MCI (H),5
638,Salah-Eddine,Oulad M'hand,Arsenal,MID,45,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,70,52,24,a,MCI (H),5
639,Tommy,Setford,Arsenal,GK,45,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,105,152,24,a,MCI (H),5
657,Maldini,Kacurri,Arsenal,DEF,40,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,310,283,24,u,MCI (H),5
658,Ayden,Heaven,Arsenal,DEF,40,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,193,177,24,a,MCI (H),5
659,Ismeal,Kabia,Arsenal,MID,45,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,87,82,24,a,MCI (H),5
662,Josh,Nichols,Arsenal,DEF,40,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,145,149,24,a,MCI (H),5
665,Nathan,Butler-Oyedeji,Arsenal,FWD,45,0,0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1205,1505,24,a,MCI (H),5
28,Leon,Bailey,Aston Villa,MID,62,1,45,2025-02-01T17:30:00Z,0,0,0,1,0,0,0,0,0,0,1,3.6,3.3,13.0,2.0,0.06,0.02,0.08,0.18,4413,2638,24,a,WOL (A),2
29,Ross,Barkley,Aston Villa,MID,52,0,0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,30,868,24,d,WOL (A),2
30,Enzo,Barrenechea,Aston Villa,MID,49,0,0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,13,24,u,WOL (A),2
31,Emiliano,Buendia,Aston Villa,MID,51,0,0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,222,238,24,u,WOL (A),2
32,Matty,Cash,Aston Villa,DEF,44,0,0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,8508,17031,24,i,WOL (A),2
33,Leander,Dendoncker,Aston Villa,MID,45,0,0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,220,24,u,WOL (A),2
34,Moussa,Diaby,Aston Villa,MID,65,0,0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,8,24,u,WOL (A),2
35,Diego Carlos,Diego Carlos,Aston Villa,DEF,45,0,0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1544,24,u,WOL (A),2
36,Lucas,Digne,Aston Villa,DEF,46,1,45,2025-02-01T17:30:00Z,0,0,0,1,0,0,0,0,0,0,3,8.0,12.3,0.0,2.0,0.00,0.01,0.01,1.44,34293,33813,24,a,WOL (A),2
37,Lewis,Dobbin,Aston Villa,MID,50,0,0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,2,24,u,WOL (A),2
38,Jhon,Duran,Aston Villa,FWD,57,0,0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,8091,40903,24,u,WOL (A),2
39,Joe,Gauci,Aston Villa,GK,40,0,0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,203,1395,24,u,WOL (A),2
40,Kortney,Hause,Aston Villa,DEF,39,0,0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2195,1412,24,a,WOL (A),2
41,Samuel,Iling Jr,Aston Villa,MID,54,0,0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,11,24,u,WOL (A),2
42,Boubacar,Kamara,Aston Villa,MID,50,2,90,2025-02-01T17:30:00Z,0,0,0,2,0,0,0,0,0,0,12,13.0,3.2,1.0,1.7,0.04,0.02,0.06,1.63,605,345,24,a,WOL (A),2
