Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2024-11-30T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,7,13,WHU (A),2
2,Gabriel,G.Jesus,Arsenal,FWD,68,1,16,2024-11-30T17:30:00Z,0,0,0,0,0,0,0,0,0,0,2,0.0,0.7,6.0,0.7,0.05,0.00,0.05,0.74,1427,2426,13,WHU (A),2
3,Gabriel,Gabriel,Arsenal,DEF,62,9,45,2024-11-30T17:30:00Z,1,1,0,2,0,0,0,0,0,0,20,42.2,0.7,35.0,7.8,0.20,0.00,0.20,0.70,193071,75444,13,WHU (A),2
4,Kai,Havertz,Arsenal,FWD,79,6,90,2024-11-30T17:30:00Z,1,0,0,2,0,0,0,0,0,0,28,31.4,4.7,24.0,6.0,0.66,0.01,0.67,1.54,20558,124455,13,WHU (A),2
5,Karl,Hein,Arsenal,GK,40,0,0,2024-11-30T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,91,13,WHU (A),2
6,Jurriën,J.Timber,Arsenal,DEF,55,1,90,2024-11-30T17:30:00Z,0,0,0,2,0,0,0,0,0,0,5,10.6,1.8,44.0,5.6,0.10,0.01,0.11,1.54,97434,8193,13,WHU (A),2
7,Jorge Luiz,Jorginho,Arsenal,MID,47,2,90,2024-11-30T17:30:00Z,0,0,0,2,0,0,0,0,0,0,15,12.2,3.6,2.0,1.8,0.00,0.01,0.01,1.54,456,860,13,WHU (A),2
8,Jakub,Kiwior,Arsenal,DEF,48,1,45,2024-11-30T17:30:00Z,0,0,0,0,0,0,0,0,0,0,3,10.0,0.0,0.0,1.0,0.00,0.00,0.00,0.84,255,488,13,WHU (A),2
9,Gabriel,Martinelli,Arsenal,MID,69,0,0,2024-11-30T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,15443,58373,13,WHU (A),2
12,Ethan,Nwaneri,Arsenal,MID,45,1,5,2024-11-30T17:30:00Z,0,0,0,0,0,0,0,0,0,0,3,0.4,0.0,0.0,0.0,0.00,0.00,0.00,0.48,10796,2531,13,WHU (A),2
13,Martin,Ødegaard,Arsenal,MID,82,8,73,2024-11-30T17:30:00Z,1,0,0,2,0,0,0,0,0,1,38,45.8,23.8,24.0,9.4,0.82,0.33,1.15,0.80,82536,13037,13,WHU (A),2
15,David,Raya,Arsenal,GK,55,2,90,2024-11-30T17:30:00Z,0,0,0,2,0,0,0,0,3,0,6,23.8,0.0,0.0,2.4,0.00,0.00,0.00,1.54,86135,35915,13,WHU (A),2
16,Declan,Rice,Arsenal,MID,62,2,90,2024-11-30T17:30:00Z,0,0,0,2,0,0,0,0,0,0,14,16.8,39.9,2.0,5.9,0.00,0.12,0.12,1.54,4103,7989,13,WHU (A),2
17,Bukayo,Saka,Arsenal,MID,102,18,73,2024-11-30T17:30:00Z,1,3,0,2,0,0,1,0,0,3,57,70.4,64.0,40.0,17.4,0.87,1.11,1.98,0.80,722096,20305,13,WHU (A),2
18,William,Saliba,Arsenal,DEF,60,1,90,2024-11-30T17:30:00Z,0,0,0,2,0,0,0,0,0,0,6,18.6,1.0,0.0,2.0,0.00,0.01,0.01,1.54,112154,28339,13,WHU (A),2
