Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2024-10-19T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,53,8,BOU (A),2
2,Gabriel,G.Jesus,Arsenal,FWD,68,1,10,2024-10-19T16:30:00Z,0,0,0,0,0,0,0,0,0,0,8,1.0,0.4,6.0,0.7,0.00,0.00,0.00,0.00,7657,6317,8,BOU (A),2
3,Gabriel,Gabriel,Arsenal,DEF,62,1,90,2024-10-19T16:30:00Z,0,0,0,2,0,0,0,0,0,0,5,21.6,1.1,5.0,2.8,0.02,0.00,0.02,1.82,194032,65804,8,BOU (A),2
4,Kai,Havertz,Arsenal,FWD,83,2,90,2024-10-19T16:30:00Z,0,0,0,2,0,0,0,0,0,0,4,3.6,3.3,10.0,1.7,0.04,0.02,0.06,1.82,105725,282549,8,BOU (A),2
5,Karl,Hein,Arsenal,GK,40,0,0,2024-10-19T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,142,8,BOU (A),2
6,Jurriën,J.Timber,Arsenal,DEF,55,0,0,2024-10-19T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2736,41171,8,BOU (A),2
7,Jorge Luiz,Jorginho,Arsenal,MID,48,0,0,2024-10-19T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1293,1646,8,BOU (A),2
8,Jakub,Kiwior,Arsenal,DEF,48,0,43,2024-10-19T16:30:00Z,0,0,0,2,0,0,0,0,0,0,-4,3.0,0.2,0.0,0.3,0.00,0.00,0.00,1.69,557,1236,8,BOU (A),2
9,Gabriel,Martinelli,Arsenal,MID,70,1,26,2024-10-19T16:30:00Z,0,0,0,2,0,0,0,0,0,0,-5,2.0,2.7,21.0,2.6,0.42,0.01,0.43,1.03,74381,77765,8,BOU (A),2
12,Ethan,Nwaneri,Arsenal,MID,45,1,9,2024-10-19T16:30:00Z,0,0,0,0,0,0,0,0,0,0,1,0.0,0.7,0.0,0.1,0.00,0.00,0.00,0.00,1958,3461,8,BOU (A),2
13,Martin,Ødegaard,Arsenal,MID,82,0,0,2024-10-19T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,320,25369,8,BOU (A),2
15,David,Raya,Arsenal,GK,57,1,90,2024-10-19T16:30:00Z,0,0,0,2,0,0,0,0,2,0,0,11.8,0.0,0.0,1.2,0.00,0.00,0.00,1.82,128397,74385,8,BOU (A),2
16,Declan,Rice,Arsenal,MID,63,2,90,2024-10-19T16:30:00Z,0,0,0,2,0,0,0,0,0,0,20,21.6,35.8,4.0,6.1,0.00,0.15,0.15,1.82,11664,17302,8,BOU (A),2
17,Bukayo,Saka,Arsenal,MID,101,0,0,2024-10-19T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,275043,273783,8,BOU (A),2
18,William,Saliba,Arsenal,DEF,60,-3,29,2024-10-19T16:30:00Z,0,0,0,2,0,0,0,1,0,0,-12,0.0,0.1,0.0,0.0,0.00,0.00,0.00,0.03,43802,145874,8,BOU (A),2
20,Thomas,Thomas,Arsenal,MID,50,2,90,2024-10-19T16:30:00Z,0,0,0,2,0,0,0,0,0,0,9,2.6,5.3,1.0,0.9,0.05,0.03,0.08,1.82,5675,17315,8,BOU (A),2
21,Kieran,Tierney,Arsenal,DEF,43,0,0,2024-10-19T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,55,123,8,BOU (A),2
22,Tomiyasu,Tomiyasu,Arsenal,DEF,48,0,0,2024-10-19T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,651,234,8,BOU (A),2
