,Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
691,106,Kevin,Schade,Brentford,MID,54,1,59,2024-09-28T14:00:00Z,0,0,0,1,0,0,0,0,0,0,7,8.4,1.3,4.0,1.4,0.00,0.02,0.02,0.88,5966,6149,6,WHU (H),2
697,107,Igor Thiago,Thiago,Brentford,FWD,59,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,94,122,6,WHU (H),2
703,108,Ivan,Toney,Brentford,FWD,73,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,14766,6,WHU (H),2
709,109,Hákon,Valdimarsson,Brentford,GK,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,47351,72196,6,WHU (H),2
715,110,Yoane,Wissa,Brentford,FWD,60,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1851,210118,6,WHU (H),2
721,111,Yehor,Yarmoliuk,Brentford,MID,45,0,30,2024-09-28T14:00:00Z,0,0,0,0,0,0,1,0,0,0,2,7.2,18.3,7.0,3.3,0.04,0.02,0.06,0.11,7922,20436,6,WHU (H),2
727,112,Mathias,Zanka,Brentford,DEF,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,180,6,WHU (H),2
733,314,Fábio,Carvalho,Brentford,MID,48,6,84,2024-09-28T14:00:00Z,0,1,0,1,0,0,0,0,0,1,18,34.0,14.3,10.0,5.8,0.02,0.06,0.08,0.92,27967,18927,6,WHU (H),2
739,338,Sepp,Van den Berg,Brentford,DEF,40,2,90,2024-09-28T14:00:00Z,0,0,0,1,0,0,0,0,0,0,7,19.6,3.8,6.0,2.9,0.04,0.04,0.08,0.99,102512,35695,6,WHU (H),2
745,602,Ryan,Trevitt,Brentford,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,425,545,6,WHU (H),2
749,634,Gustavo,G.Nunes,Brentford,MID,50,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,11,43,6,WHU (H),2
752,649,Jayden,Meghoma,Brentford,DEF,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,859,301,6,WHU (H),2
754,661,Tony,Yogane,Brentford,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,740,205,6,WHU (H),2
760,113,Simon,Adingra,Brighton,MID,55,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3461,18001,6,CHE (A),4
766,114,Benicio,Baker-Boaitey,Brighton,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,21,6,CHE (A),4
772,115,Carlos,Baleba,Brighton,MID,50,12,90,2024-09-28T14:00:00Z,1,1,0,4,0,0,0,0,0,2,50,69.4,15.7,31.0,11.6,0.34,0.04,0.38,4.16,947,1182,6,CHE (A),4
778,116,Valentín,Barco,Brighton,DEF,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,223147,6,CHE (A),4
784,118,Amario,Cozier-Duberry,Brighton,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1196,6,CHE (A),4
790,119,Mahmoud,Dahoud,Brighton,MID,49,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,160,6,CHE (A),4
796,120,Lewis,Dunk,Brighton,DEF,46,-1,90,2024-09-28T14:00:00Z,0,0,0,4,0,0,1,0,0,0,-3,21.8,2.1,2.0,2.6,0.00,0.01,0.01,4.16,26674,125480,6,CHE (A),4
802,121,Julio,Enciso,Brighton,MID,54,1,19,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,6,2.6,1.2,8.0,1.2,0.08,0.01,0.09,0.14,647,1622,6,CHE (A),4
808,122,Pervis,Estupiñan,Brighton,DEF,50,-1,90,2024-09-28T14:00:00Z,0,0,0,4,0,0,1,0,0,0,-6,11.8,6.7,4.0,2.3,0.00,0.03,0.03,4.16,5367,9830,6,CHE (A),4
814,123,Evan,Ferguson,Brighton,FWD,55,1,9,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,3,0.2,0.6,0.0,0.1,0.00,0.00,0.00,0.07,7707,4546,6,CHE (A),4
820,124,Billy,Gilmour,Brighton,MID,50,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,836,6,CHE (A),4
826,125,Pascal,Gross,Brighton,MID,65,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,170,6,CHE (A),4
832,126,Jack,Hinshelwood,Brighton,MID,50,2,90,2024-09-28T14:00:00Z,0,0,0,4,0,0,0,0,0,0,6,0.8,14.0,2.0,1.7,0.00,0.02,0.02,4.16,9431,1988,6,CHE (A),4
838,127,Ibrahim,I.Osman,Brighton,MID,50,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,38,6,CHE (A),4
844,128,Igor Julio,Igor,Brighton,DEF,44,1,33,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,11,6.2,1.8,0.0,0.8,0.00,0.01,0.01,0.31,324,777,6,CHE (A),4
850,129,João Pedro,João Pedro,Brighton,FWD,56,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,60021,1036433,6,CHE (A),4
856,130,Kacper,Kozlowski,Brighton,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1,6,CHE (A),4
862,131,Tariq,Lamptey,Brighton,DEF,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,650,1695,6,CHE (A),4
868,132,Solly,March,Brighton,MID,65,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,71,83,6,CHE (A),4
874,133,Adrian,Mazilu,Brighton,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,353,6,CHE (A),4
880,134,James,Milner,Brighton,MID,50,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,36,818,6,CHE (A),4
886,135,Yankuba,Minteh,Brighton,MID,55,1,19,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,2,3.4,4.6,5.0,1.3,0.08,0.02,0.10,0.14,3298,93432,6,CHE (A),4
892,136,Mitoma,Mitoma,Brighton,MID,67,2,90,2024-09-28T14:00:00Z,0,0,0,4,0,0,0,0,0,0,18,12.8,27.8,18.0,5.9,0.03,0.13,0.16,4.16,34407,223560,6,CHE (A),4
898,137,Jakub,Moder,Brighton,MID,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,72377,19909,6,CHE (A),4
904,138,Mark,O’Mahony,Brighton,FWD,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,5071,6,CHE (A),4
910,139,Odeluga,Offiah,Brighton,DEF,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,913,6,CHE (A),4
916,140,Cameron,Peupion,Brighton,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,573,668,6,CHE (A),4
922,141,Jeremy,Sarmiento,Brighton,MID,49,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,171,6,CHE (A),4
928,142,Jason,Steele,Brighton,GK,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1117,38097,6,CHE (A),4
934,143,Deniz,Undav,Brighton,FWD,55,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,33,6,CHE (A),4
940,144,Jan Paul,Van Hecke,Brighton,DEF,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,18566,11714,6,CHE (A),4
946,145,Joël,Veltman,Brighton,DEF,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45393,43845,6,CHE (A),4
952,146,Bart,Verbruggen,Brighton,GK,45,0,90,2024-09-28T14:00:00Z,0,0,0,4,0,0,0,0,2,0,-3,18.0,0.0,0.0,1.8,0.00,0.00,0.00,4.16,14905,36550,6,CHE (A),4
958,147,Adam,Webster,Brighton,DEF,44,-1,56,2024-09-28T14:00:00Z,0,0,0,4,0,0,0,0,0,0,-6,9.6,1.1,0.0,1.1,0.00,0.01,0.01,3.85,440,883,6,CHE (A),4
964,148,Danny,Welbeck,Brighton,FWD,58,2,80,2024-09-28T14:00:00Z,0,0,0,4,0,0,0,0,0,0,4,6.0,13.9,29.0,4.9,0.41,0.01,0.42,4.09,272300,227886,6,CHE (A),4
970,149,Mats,Wieffer,Brighton,MID,49,1,56,2024-09-28T14:00:00Z,0,0,0,4,0,0,0,0,0,0,5,9.0,11.9,0.0,2.1,0.00,0.01,0.01,3.85,242,727,6,CHE (A),4
976,595,Brajan,Gruda,Brighton,MID,54,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,26,232,6,CHE (A),4
982,600,Yasin,Ayari,Brighton,MID,50,1,33,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,6,4.8,1.8,6.0,1.3,0.02,0.01,0.03,0.31,181,399,6,CHE (A),4
988,601,Andrew,Moran,Brighton,MID,50,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,15,6,CHE (A),4
994,615,Carl,Rushworth,Brighton,GK,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,566,6,CHE (A),4
999,618,Georginio,Georginio,Brighton,MID,55,7,70,2024-09-28T14:00:00Z,1,0,0,4,0,0,0,0,0,0,25,30.2,16.9,26.0,7.3,0.14,0.26,0.40,4.03,685,861,6,CHE (A),4
1003,628,Ferdi,F.Kadıoğlu,Brighton,DEF,45,0,70,2024-09-28T14:00:00Z,0,0,0,4,0,0,0,0,0,0,-2,18.0,17.2,4.0,3.9,0.00,0.04,0.04,4.03,1817,3800,6,CHE (A),4
1007,629,Matt,O'Riley,Brighton,MID,55,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,48,69,6,CHE (A),4
1008,663,Imari,Samuels,Brighton,DEF,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,0,6,CHE (A),4
1014,150,Andrey,Andrey Santos,Chelsea,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,31,6,BHA (H),2
1020,151,Ângelo Gabriel,Ângelo,Chelsea,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,2732,6,BHA (H),2
1026,153,Benoît,B.Badiashile,Chelsea,DEF,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,326,1097,6,BHA (H),2
1032,154,Lucas,Bergström,Chelsea,GK,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1435,2223,6,BHA (H),2
1038,155,Marcus,Bettinelli,Chelsea,GK,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1015,1963,6,BHA (H),2
1044,157,Moisés,Caicedo,Chelsea,MID,49,2,90,2024-09-28T14:00:00Z,0,0,0,2,0,0,0,0,0,0,17,13.2,20.8,2.0,3.6,0.00,0.10,0.10,1.11,33768,8220,6,BHA (H),2
1050,158,Cesare,Casadei,Chelsea,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1404,2114,6,BHA (H),2
1056,160,Ben,Chilwell,Chelsea,DEF,48,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2727,6302,6,BHA (H),2
1062,161,Carney,Chukwuemeka,Chelsea,MID,49,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,227,673,6,BHA (H),2
1068,162,Levi,Colwill,Chelsea,DEF,45,1,90,2024-09-28T14:00:00Z,0,0,0,2,0,0,0,0,0,0,4,17.8,0.3,0.0,1.8,0.00,0.00,0.00,1.11,216465,59107,6,BHA (H),2
1074,163,Marc,Cucurella,Chelsea,DEF,50,0,69,2024-09-28T14:00:00Z,0,0,0,2,0,0,1,0,0,0,1,19.2,14.4,2.0,3.6,0.00,0.38,0.38,0.88,48909,38764,6,BHA (H),2
1080,164,David Datro,D.D.Fofana,Chelsea,FWD,54,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1230,6,BHA (H),2
1086,165,Deivid Washington,Deivid,Chelsea,FWD,50,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1434,1569,6,BHA (H),2
1092,166,Kiernan,Dewsbury-Hall,Chelsea,MID,57,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,386,1651,6,BHA (H),2
1098,167,Axel,Disasi,Chelsea,DEF,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4422,4310,6,BHA (H),2
1104,168,Enzo,Enzo,Chelsea,MID,50,1,78,2024-09-28T14:00:00Z,0,0,0,2,0,0,1,0,0,0,6,7.8,19.2,0.0,2.7,0.00,0.16,0.16,0.97,10385,18723,6,BHA (H),2
1110,169,Conor,Gallagher,Chelsea,MID,59,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1292,6,BHA (H),2
1116,170,Alfie,Gilchrist,Chelsea,DEF,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,410,6,BHA (H),2
1122,171,Malo,Gusto,Chelsea,DEF,49,1,90,2024-09-28T14:00:00Z,0,0,0,2,0,0,0,0,0,0,6,21.0,3.6,0.0,2.5,0.00,0.00,0.00,1.11,9625,23707,6,BHA (H),2
1128,172,Reece,James,Chelsea,DEF,50,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,131,1064,6,BHA (H),2
1134,173,Omari,Kellyman,Chelsea,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,55,567,6,BHA (H),2
1140,174,Roméo,Lavia,Chelsea,MID,45,1,11,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,2,0.4,3.3,0.0,0.4,0.00,0.00,0.00,0.14,1884,13655,6,BHA (H),2
1146,175,Romelu,Lukaku,Chelsea,FWD,63,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1491,6,BHA (H),2
1152,176,Malang,M.Sarr,Chelsea,DEF,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,11,6,BHA (H),2
1158,177,Noni,Madueke,Chelsea,MID,66,5,62,2024-09-28T14:00:00Z,0,1,0,2,0,0,0,0,0,0,13,1.2,1.2,8.0,1.0,0.23,0.00,0.23,0.88,96757,277082,6,BHA (H),2
1164,178,Marc,Marc Guiu,Chelsea,FWD,49,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,6406,10859,6,BHA (H),2
1170,179,Mykhailo,Mudryk,Chelsea,MID,63,1,19,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,1,0.2,0.1,0.0,0.0,0.00,0.00,0.00,0.22,860,3272,6,BHA (H),2
1176,180,Nicolas,N.Jackson,Chelsea,FWD,78,5,78,2024-09-28T14:00:00Z,0,1,0,2,0,0,0,0,0,0,15,18.2,10.7,46.0,7.5,1.37,0.06,1.43,0.97,927970,115252,6,BHA (H),2
1182,181,Christopher,Nkunku,Chelsea,MID,61,1,11,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,4,2.2,10.5,0.0,1.3,0.00,0.01,0.01,0.14,28023,103772,6,BHA (H),2
1188,182,Cole,Palmer,Chelsea,MID,106,25,90,2024-09-28T14:00:00Z,4,0,0,2,0,0,0,0,0,3,97,149.0,54.7,82.0,28.6,2.41,0.62,3.03,1.11,223471,267123,6,BHA (H),2
1194,183,Đorđe,Petrović,Chelsea,GK,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,4873,6,BHA (H),2
1200,184,Renato,Renato Veiga,Chelsea,MID,45,1,20,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,4,12.0,0.0,0.0,1.2,0.00,0.00,0.00,0.22,2557,4464,6,BHA (H),2
1206,185,Robert,Sánchez,Chelsea,GK,47,2,90,2024-09-28T14:00:00Z,0,0,0,2,0,0,0,0,4,0,7,16.8,0.0,0.0,1.7,0.00,0.00,0.00,1.11,491217,72006,6,BHA (H),2
1212,187,Tosin,Tosin,Chelsea,DEF,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,9526,2900,6,BHA (H),2
1218,189,Wesley,W.Fofana,Chelsea,DEF,45,0,90,2024-09-28T14:00:00Z,0,0,0,2,0,0,1,0,0,0,7,12.6,0.5,2.0,1.5,0.00,0.00,0.00,1.11,6309,12653,6,BHA (H),2
1224,386,Jadon,Sancho,Chelsea,MID,63,9,70,2024-09-28T14:00:00Z,0,2,0,2,0,0,0,0,0,1,31,22.8,15.5,9.0,4.7,0.08,0.22,0.30,0.88,81203,17380,6,BHA (H),2
1230,560,Pedro,Neto,Chelsea,MID,63,1,27,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,5,4.2,10.3,9.0,2.4,0.07,0.09,0.16,0.22,1533,17063,6,BHA (H),2
1236,575,Caleb,Wiley,Chelsea,DEF,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,200,6,BHA (H),2
1242,581,Filip,Jørgensen,Chelsea,GK,43,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,910,2975,6,BHA (H),2
1247,621,João,João Félix,Chelsea,MID,63,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4817,23724,6,BHA (H),2
1253,11,Eddie,Nketiah,Crystal Palace,FWD,59,2,72,2024-09-28T14:00:00Z,0,0,0,2,0,0,0,0,0,0,4,0.0,2.3,14.0,1.4,0.09,0.01,0.10,0.87,26236,16745,6,EVE (A),3
1259,159,Trevoh,Chalobah,Crystal Palace,DEF,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,345,1871,6,EVE (A),3
1265,190,Naouirou,Ahamada,Crystal Palace,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,2758,6,EVE (A),3
1271,193,Cheick,C.Doucouré,Crystal Palace,MID,49,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,24,3426,6,EVE (A),3
1277,194,Chris,C.Richards,Crystal Palace,DEF,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1258,1921,6,EVE (A),3
1283,195,Chadi,Chadi Riad,Crystal Palace,DEF,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,29,775,6,EVE (A),3
1289,196,Nathaniel,Clyne,Crystal Palace,DEF,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,384,1001,6,EVE (A),3
1295,197,Malcolm,Ebiowei,Crystal Palace,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,25,6,EVE (A),3
1301,199,Eberechi,Eze,Crystal Palace,MID,69,2,90,2024-09-28T14:00:00Z,0,0,0,2,0,0,0,0,0,0,15,12.2,25.0,17.0,5.4,0.21,0.09,0.30,0.89,94044,490346,6,EVE (A),3
1307,200,Marc,Guéhi,Crystal Palace,DEF,44,9,90,2024-09-28T14:00:00Z,1,0,0,2,0,0,0,0,0,2,30,83.0,22.1,33.0,13.8,0.18,0.10,0.28,0.89,28985,28929,6,EVE (A),3
1313,201,Dean,Henderson,Crystal Palace,GK,45,1,90,2024-09-28T14:00:00Z,0,0,0,2,0,0,0,0,0,0,0,4.0,0.0,4.0,0.8,0.01,0.00,0.01,0.89,82006,231687,6,EVE (A),3
1319,202,Rob,Holding,Crystal Palace,DEF,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,187,551,6,EVE (A),3
1325,203,Will,Hughes,Crystal Palace,MID,49,1,2,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0.00,0.00,0.00,0.00,171,404,6,EVE (A),3
1331,205,Daichi,Kamada,Crystal Palace,MID,53,2,61,2024-09-28T14:00:00Z,0,0,0,2,0,0,0,0,0,0,7,10.0,12.9,6.0,2.9,0.00,0.07,0.07,0.75,1130,4448,6,EVE (A),3
1337,206,Jefferson,Lerma,Crystal Palace,MID,49,2,90,2024-09-28T14:00:00Z,0,0,0,2,0,0,0,0,0,0,17,17.8,13.3,5.0,3.6,0.02,0.03,0.05,0.89,276,521,6,EVE (A),3
1343,207,Jean-Philippe,Mateta,Crystal Palace,FWD,74,2,90,2024-09-28T14:00:00Z,0,0,0,2,0,0,0,0,0,0,4,0.0,10.9,12.0,2.1,0.02,0.01,0.03,0.89,37790,77597,6,EVE (A),3
1349,208,Matheus,M.França,Crystal Palace,MID,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,7647,12588,6,EVE (A),3
1355,209,Remi,Matthews,Crystal Palace,GK,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1749,18661,6,EVE (A),3
1361,210,Tyrick,Mitchell,Crystal Palace,DEF,49,1,90,2024-09-28T14:00:00Z,0,0,0,2,0,0,0,0,0,0,14,21.4,2.1,4.0,2.8,0.00,0.01,0.01,0.89,15906,11671,6,EVE (A),3
1367,211,Daniel,Muñoz,Crystal Palace,DEF,49,1,90,2024-09-28T14:00:00Z,0,0,0,2,0,0,0,0,0,0,12,15.2,14.2,39.0,6.8,0.18,0.07,0.25,0.89,7075,51550,6,EVE (A),3
1373,212,David,Ozoh,Crystal Palace,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,13,6,EVE (A),3
1379,213,Jesurun,Rak-Sakyi,Crystal Palace,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1581,6,EVE (A),3
1385,214,Jeffrey,Schlupp,Crystal Palace,MID,48,1,17,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,2,0.0,1.9,4.0,0.4,0.05,0.01,0.06,0.02,529,916,6,EVE (A),3
