Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,2,27,u,NFO (A),2
2,Gabriel,G.Jesus,Arsenal,FWD,65,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,42,3088,27,i,NFO (A),2
3,Gabriel,Gabriel,Arsenal,DEF,63,8,90,2025-02-26T19:30:00Z,0,0,1,0,0,0,0,0,0,2,27,23.4,4.8,0.0,2.8,0.00,0.01,0.01,0.40,41000,103402,27,a,NFO (A),2
4,Kai,Havertz,Arsenal,FWD,78,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,101,23899,27,i,NFO (A),2
5,Karl,Hein,Arsenal,GK,40,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,11,27,u,NFO (A),2
6,Jurriën,J.Timber,Arsenal,DEF,56,6,84,2025-02-26T19:30:00Z,0,0,1,0,0,0,0,0,0,0,26,15.8,1.8,10.0,2.8,0.00,0.02,0.02,0.30,7382,28886,27,a,NFO (A),2
7,Jorge Luiz,Jorginho,Arsenal,MID,47,3,69,2025-02-26T19:30:00Z,0,0,1,0,0,0,0,0,0,0,7,0.8,4.8,2.0,0.8,0.00,0.04,0.04,0.18,192,434,27,a,NFO (A),2
8,Jakub,Kiwior,Arsenal,DEF,48,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,138,319,27,a,NFO (A),2
9,Gabriel,Martinelli,Arsenal,MID,66,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,46,17583,27,i,NFO (A),2
12,Ethan,Nwaneri,Arsenal,MID,46,3,76,2025-02-26T19:30:00Z,0,0,1,0,0,0,0,0,0,0,16,9.8,13.4,17.0,4.0,0.07,0.06,0.13,0.25,41774,39984,27,a,NFO (A),2
13,Martin,Ødegaard,Arsenal,MID,82,3,84,2025-02-26T19:30:00Z,0,0,1,0,0,0,0,0,0,0,15,6.0,19.8,2.0,2.8,0.00,0.23,0.23,0.30,5913,33349,27,a,NFO (A),2
15,David,Raya,Arsenal,GK,55,6,90,2025-02-26T19:30:00Z,0,0,1,0,0,0,0,0,2,0,24,16.4,0.1,0.0,1.7,0.00,0.00,0.00,0.40,23766,61866,27,a,NFO (A),2
16,Declan,Rice,Arsenal,MID,62,3,90,2025-02-26T19:30:00Z,0,0,1,0,0,0,0,0,0,0,19,21.2,47.9,7.0,7.6,0.10,0.22,0.32,0.40,3415,11617,27,a,NFO (A),2
17,Bukayo,Saka,Arsenal,MID,102,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,316,8295,27,i,NFO (A),2
18,William,Saliba,Arsenal,DEF,62,8,90,2025-02-26T19:30:00Z,0,0,1,0,0,0,0,0,0,2,28,27.4,3.5,8.0,3.9,0.19,0.02,0.21,0.40,18175,49686,27,a,NFO (A),2
20,Thomas,Thomas,Arsenal,MID,49,1,5,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,1.0,0.1,0.06,0.00,0.06,0.10,2283,3572,27,a,NFO (A),2
21,Kieran,Tierney,Arsenal,DEF,43,1,45,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,7.2,11.4,9.0,2.8,0.21,0.02,0.23,0.34,162,168,27,a,NFO (A),2
22,Tomiyasu,Tomiyasu,Arsenal,DEF,48,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,37,43,27,i,NFO (A),2
23,Leandro,Trossard,Arsenal,MID,69,3,90,2025-02-26T19:30:00Z,0,0,1,0,0,0,0,0,0,0,13,10.6,50.3,15.0,7.6,0.04,0.07,0.11,0.40,10057,63337,27,a,NFO (A),2
24,Benjamin,White,Arsenal,DEF,61,1,5,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,3,5.0,0.0,0.0,0.5,0.00,0.00,0.00,0.10,1530,1015,27,a,NFO (A),2
25,Oleksandr,Zinchenko,Arsenal,DEF,48,1,20,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,1,0.0,1.8,4.0,0.5,0.00,0.01,0.01,0.22,342,580,27,a,NFO (A),2
73,Norberto,Neto,Arsenal,GK,41,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,323,907,27,a,NFO (A),2
186,Raheem,Sterling,Arsenal,MID,67,1,13,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,2,0.2,4.6,0.0,0.5,0.00,0.04,0.04,0.15,307,969,27,a,NFO (A),2
578,Riccardo,Calafiori,Arsenal,DEF,58,0,45,2025-02-26T19:30:00Z,0,0,0,0,0,0,1,0,0,0,-1,0.4,12.8,8.0,2.1,0.10,0.03,0.13,0.06,1926,2650,27,a,NFO (A),2
597,Myles,Lewis-Skelly,Arsenal,MID,45,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1170,10974,27,a,NFO (A),2
633,Mikel,Merino,Arsenal,MID,60,3,90,2025-02-26T19:30:00Z,0,0,1,0,0,0,0,0,0,0,5,11.2,24.0,45.0,8.0,0.22,0.14,0.36,0.40,6569,16232,27,a,NFO (A),2
638,Salah-Eddine,Oulad M'hand,Arsenal,MID,45,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,64,29,27,a,NFO (A),2
639,Tommy,Setford,Arsenal,GK,45,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,39,84,27,a,NFO (A),2
657,Maldini,Kacurri,Arsenal,DEF,40,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,192,27,u,NFO (A),2
658,Ayden,Heaven,Arsenal,DEF,40,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,152,172,27,a,NFO (A),2
659,Ismeal,Kabia,Arsenal,MID,45,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,49,59,27,a,NFO (A),2
662,Josh,Nichols,Arsenal,DEF,40,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,253,169,27,a,NFO (A),2
665,Nathan,Butler-Oyedeji,Arsenal,FWD,45,0,0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,490,1163,27,a,NFO (A),2
28,Leon,Bailey,Aston Villa,MID,62,0,45,2025-02-25T19:30:00Z,0,0,0,3,0,0,1,0,0,0,0,3.6,0.8,9.0,1.3,0.04,0.01,0.05,2.13,634,4073,27,a,CRY (A),3
