Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,4,19,BRE (A),3
2,Gabriel,G.Jesus,Arsenal,FWD,68,12,90,2025-01-01T17:30:00Z,1,1,0,1,0,0,0,0,0,3,43,38.2,6.8,62.0,10.7,0.75,0.14,0.89,0.29,68746,100802,19,BRE (A),3
3,Gabriel,Gabriel,Arsenal,DEF,63,2,90,2025-01-01T17:30:00Z,0,0,0,1,0,0,0,0,0,0,12,18.8,17.1,0.0,3.6,0.00,0.31,0.31,0.29,160775,32637,19,BRE (A),3
4,Kai,Havertz,Arsenal,FWD,79,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,67743,43066,19,BRE (A),3
5,Karl,Hein,Arsenal,GK,40,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,72,19,BRE (A),3
6,Jurriën,J.Timber,Arsenal,DEF,57,1,90,2025-01-01T17:30:00Z,0,0,0,1,0,0,1,0,0,0,8,18.0,22.9,4.0,4.5,0.00,0.11,0.11,0.29,55486,30518,19,BRE (A),3
7,Jorge Luiz,Jorginho,Arsenal,MID,47,1,2,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,3,0.6,0.0,0.0,0.1,0.00,0.00,0.00,0.00,560,980,19,BRE (A),3
8,Jakub,Kiwior,Arsenal,DEF,48,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,302,2005,19,BRE (A),3
9,Gabriel,Martinelli,Arsenal,MID,68,9,90,2025-01-01T17:30:00Z,1,0,0,1,0,0,0,0,0,2,35,48.0,43.1,45.0,13.6,0.40,0.12,0.52,0.29,46521,31658,19,BRE (A),3
12,Ethan,Nwaneri,Arsenal,MID,45,2,77,2025-01-01T17:30:00Z,0,0,0,1,0,0,0,0,0,0,7,7.4,31.6,11.0,5.0,0.08,0.11,0.19,0.29,2195,3779,19,BRE (A),3
13,Martin,Ødegaard,Arsenal,MID,84,2,87,2025-01-01T17:30:00Z,0,0,0,1,0,0,0,0,0,0,15,6.8,24.9,3.0,3.5,0.03,0.18,0.21,0.29,68268,55951,19,BRE (A),3
15,David,Raya,Arsenal,GK,56,2,90,2025-01-01T17:30:00Z,0,0,0,1,0,0,0,0,1,0,7,11.0,0.0,0.0,1.1,0.00,0.00,0.00,0.29,58050,73641,19,BRE (A),3
16,Declan,Rice,Arsenal,MID,62,1,12,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,3,0.0,0.2,0.0,0.0,0.00,0.00,0.00,0.00,12212,8598,19,BRE (A),3
17,Bukayo,Saka,Arsenal,MID,103,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2651,661337,19,BRE (A),3
18,William,Saliba,Arsenal,DEF,63,2,90,2025-01-01T17:30:00Z,0,0,0,1,0,0,0,0,0,0,14,13.0,3.3,0.0,1.6,0.00,0.08,0.08,0.29,64265,62962,19,BRE (A),3
20,Thomas,Thomas,Arsenal,MID,50,5,90,2025-01-01T17:30:00Z,0,1,0,1,0,0,0,0,0,0,26,23.0,5.8,14.0,4.3,0.10,0.06,0.16,0.29,1778,5327,19,BRE (A),3
21,Kieran,Tierney,Arsenal,DEF,43,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,241,213,19,BRE (A),3
22,Tomiyasu,Tomiyasu,Arsenal,DEF,48,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,18,45,19,BRE (A),3
23,Leandro,Trossard,Arsenal,MID,68,1,12,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,2,0.2,0.3,0.0,0.1,0.00,0.00,0.00,0.00,27954,9305,19,BRE (A),3
24,Benjamin,White,Arsenal,DEF,61,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,85,5063,19,BRE (A),3
25,Oleksandr,Zinchenko,Arsenal,DEF,48,1,1,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,367,1731,19,BRE (A),3
73,Norberto,Neto,Arsenal,GK,42,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,585,3045,19,BRE (A),3
186,Raheem,Sterling,Arsenal,MID,67,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,49,1423,19,BRE (A),3
578,Riccardo,Calafiori,Arsenal,DEF,58,1,77,2025-01-01T17:30:00Z,0,0,0,1,0,0,1,0,0,0,1,17.0,18.8,10.0,4.6,0.02,0.10,0.12,0.29,1984,3919,19,BRE (A),3
597,Myles,Lewis-Skelly,Arsenal,MID,45,1,12,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,3,3.2,0.1,0.0,0.3,0.00,0.00,0.00,0.00,4779,625,19,BRE (A),3
633,Mikel,Merino,Arsenal,MID,60,8,77,2025-01-01T17:30:00Z,1,0,0,1,0,0,0,0,0,1,32,40.6,5.1,53.0,9.9,0.66,0.10,0.76,0.29,235,545,19,BRE (A),3
638,Salah-Eddine,Oulad M'hand,Arsenal,MID,45,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,46,42,19,BRE (A),3
639,Tommy,Setford,Arsenal,GK,45,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,140,167,19,BRE (A),3
657,Maldini,Kacurri,Arsenal,DEF,40,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,216,276,19,BRE (A),3
658,Ayden,Heaven,Arsenal,DEF,40,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,125,188,19,BRE (A),3
659,Ismeal,Kabia,Arsenal,MID,45,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,57,67,19,BRE (A),3
662,Josh,Nichols,Arsenal,DEF,40,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,119,146,19,BRE (A),3
665,Nathan,Butler-Oyedeji,Arsenal,FWD,45,0,0,2025-01-01T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1565,2042,19,BRE (A),3
28,Leon,Bailey,Aston Villa,MID,62,2,76,2024-12-30T19:45:00Z,0,0,0,1,0,0,0,0,0,0,21,20.8,33.6,38.0,9.2,0.41,0.35,0.76,0.63,1220,2044,19,BHA (H),2
29,Ross,Barkley,Aston Villa,MID,52,1,7,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,4,10.6,10.6,2.0,2.3,0.00,0.01,0.01,0.30,384,1071,19,BHA (H),2
30,Enzo,Barrenechea,Aston Villa,MID,49,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,16,19,BHA (H),2
31,Emiliano,Buendia,Aston Villa,MID,51,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,145,165,19,BHA (H),2
32,Matty,Cash,Aston Villa,DEF,44,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,628,21816,19,BHA (H),2
33,Leander,Dendoncker,Aston Villa,MID,45,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,632,19,BHA (H),2
34,Moussa,Diaby,Aston Villa,MID,65,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,5,19,BHA (H),2
35,Diego Carlos,Diego Carlos,Aston Villa,DEF,45,1,90,2024-12-30T19:45:00Z,0,0,0,2,0,0,0,0,0,0,2,20.6,1.0,2.0,2.4,0.00,0.00,0.00,1.13,1158,2218,19,BHA (H),2
36,Lucas,Digne,Aston Villa,DEF,46,1,82,2024-12-30T19:45:00Z,0,0,0,2,0,0,0,0,0,0,11,18.0,30.5,6.0,5.5,0.00,0.14,0.14,0.83,11679,52117,19,BHA (H),2
37,Lewis,Dobbin,Aston Villa,MID,50,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1,19,BHA (H),2
38,Jhon,Duran,Aston Villa,FWD,59,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,11061,176975,19,BHA (H),2
39,Joe,Gauci,Aston Villa,GK,40,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,468,2084,19,BHA (H),2
40,Kortney,Hause,Aston Villa,DEF,39,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2659,2611,19,BHA (H),2
41,Samuel,Iling Jr,Aston Villa,MID,54,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,11,19,BHA (H),2
42,Boubacar,Kamara,Aston Villa,MID,50,2,82,2024-12-30T19:45:00Z,0,0,0,2,0,0,0,0,0,0,13,15.4,26.5,1.0,4.3,0.03,0.04,0.07,0.83,333,257,19,BHA (H),2
43,Kaine,Kesler-Hayden,Aston Villa,DEF,40,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,22,19,BHA (H),2
44,Ezri,Konsa,Aston Villa,DEF,44,1,90,2024-12-30T19:45:00Z,0,0,0,2,0,0,0,0,0,0,4,19.2,13.7,4.0,3.7,0.00,0.01,0.01,1.13,9419,34363,19,BHA (H),2
45,Ian,Maatsen,Aston Villa,DEF,46,1,7,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,4,1.0,0.2,2.0,0.3,0.00,0.00,0.00,0.30,424,4254,19,BHA (H),2
46,Filip,Marschall,Aston Villa,GK,40,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,2,19,BHA (H),2
47,Emiliano,Martinez,Aston Villa,GK,50,2,90,2024-12-30T19:45:00Z,0,0,0,2,0,0,0,0,3,0,10,16.6,0.0,0.0,1.7,0.00,0.00,0.00,1.13,24214,43918,19,BHA (H),2
48,John,McGinn,Aston Villa,MID,52,2,90,2024-12-30T19:45:00Z,0,0,0,2,0,0,0,0,0,0,21,9.0,17.3,2.0,2.8,0.00,0.07,0.07,1.13,3753,3392,19,BHA (H),2
49,Tyrone,Mings,Aston Villa,DEF,44,1,70,2024-12-30T19:45:00Z,0,0,0,1,0,0,1,0,0,0,5,11.8,11.4,4.0,2.7,0.05,0.02,0.07,0.82,560,698,19,BHA (H),2
50,Kosta,Nedeljkovic,Aston Villa,DEF,39,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3122,4564,19,BHA (H),2
51,Robin,Olsen,Aston Villa,GK,45,0,0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,350,514,19,BHA (H),2
