,Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
608,338,Sepp,Van den Berg,Brentford,DEF,40,0,0,2024-08-25T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,13247,5375,2,LIV (A),5
613,602,Ryan,Trevitt,Brentford,MID,45,0,0,2024-08-25T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,733,474,2,LIV (A),5
624,113,Simon,Adingra,Brighton,MID,55,4,1,2024-08-24T11:30:00Z,0,1,0,0,0,0,0,0,0,0,14,15.2,10.8,9.0,3.5,0.09,0.56,0.65,0.10,28196,8103,2,MUN (H),3
629,114,Benicio,Baker-Boaitey,Brighton,MID,45,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,173,2,MUN (H),3
634,115,Carlos,Baleba,Brighton,MID,50,1,17,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,8,3.6,0.9,0.0,0.5,0.00,0.00,0.00,0.10,293,785,2,MUN (H),3
639,116,Valentín,Barco,Brighton,DEF,40,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,34238,291521,2,MUN (H),3
644,118,Amario,Cozier-Duberry,Brighton,MID,45,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,655,1712,2,MUN (H),3
649,119,Mahmoud,Dahoud,Brighton,MID,50,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,131,620,2,MUN (H),3
654,120,Lewis,Dunk,Brighton,DEF,45,2,90,2024-08-24T11:30:00Z,0,0,0,1,0,0,0,0,0,0,11,16.2,11.1,0.0,2.7,0.00,0.01,0.01,1.43,50113,21186,2,MUN (H),3
659,121,Julio,Enciso,Brighton,MID,54,1,11,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,2,0.0,4.4,3.0,0.6,0.03,0.00,0.03,0.10,74,2118,2,MUN (H),3
664,122,Pervis,Estupiñan,Brighton,DEF,50,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,787,1700,2,MUN (H),3
669,123,Evan,Ferguson,Brighton,FWD,55,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,747,1705,2,MUN (H),3
674,124,Billy,Gilmour,Brighton,MID,50,2,89,2024-08-24T11:30:00Z,0,0,0,1,0,0,0,0,0,0,17,11.0,4.3,2.0,1.7,0.08,0.04,0.12,1.32,550,2243,2,MUN (H),3
679,125,Pascal,Gross,Brighton,MID,65,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,4814,2,MUN (H),3
684,126,Jack,Hinshelwood,Brighton,MID,50,2,90,2024-08-24T11:30:00Z,0,0,0,1,0,0,0,0,0,0,13,5.0,12.8,4.0,2.2,0.00,0.19,0.19,1.43,757,448,2,MUN (H),3
689,127,Ibrahim,I.Osman,Brighton,MID,50,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,665,2,MUN (H),3
694,128,Igor Julio,Igor,Brighton,DEF,45,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,322,1673,2,MUN (H),3
699,129,João Pedro,João Pedro,Brighton,FWD,55,8,90,2024-08-24T11:30:00Z,1,0,0,1,0,0,0,0,0,2,36,45.6,16.4,53.0,11.5,0.53,0.12,0.65,1.43,94118,154739,2,MUN (H),3
704,130,Kacper,Kozlowski,Brighton,MID,45,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,31,2,MUN (H),3
709,131,Tariq,Lamptey,Brighton,DEF,45,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,109,5471,2,MUN (H),3
714,132,Solly,March,Brighton,MID,65,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,61,164,2,MUN (H),3
719,133,Adrian,Mazilu,Brighton,MID,45,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,320,488,2,MUN (H),3
724,134,James,Milner,Brighton,MID,50,2,72,2024-08-24T11:30:00Z,0,0,0,1,0,0,0,0,0,0,12,6.2,22.4,8.0,3.7,0.16,0.04,0.20,1.32,1078,913,2,MUN (H),3
729,135,Yankuba,Minteh,Brighton,MID,55,2,89,2024-08-24T11:30:00Z,0,0,0,1,0,0,0,0,0,0,4,8.8,29.3,29.0,6.7,0.08,0.24,0.32,1.32,18206,13431,2,MUN (H),3
734,136,Mitoma,Mitoma,Brighton,MID,65,6,89,2024-08-24T11:30:00Z,0,1,0,1,0,0,0,0,0,1,20,16.6,13.5,6.0,3.6,0.00,0.58,0.58,1.32,182528,29659,2,MUN (H),3
739,137,Jakub,Moder,Brighton,MID,45,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,976,3619,2,MUN (H),3
744,138,Mark,O’Mahony,Brighton,FWD,45,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,9961,7132,2,MUN (H),3
749,139,Odeluga,Offiah,Brighton,DEF,40,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,711,1483,2,MUN (H),3
754,140,Cameron,Peupion,Brighton,MID,45,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,383,577,2,MUN (H),3
759,141,Jeremy,Sarmiento,Brighton,MID,50,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,128,407,2,MUN (H),3
764,142,Jason,Steele,Brighton,GK,45,2,90,2024-08-24T11:30:00Z,0,0,0,1,0,0,0,0,2,0,15,21.8,0.0,0.0,2.2,0.00,0.00,0.00,1.43,53541,11392,2,MUN (H),3
769,143,Deniz,Undav,Brighton,FWD,55,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,841,2,MUN (H),3
774,144,Jan Paul,Van Hecke,Brighton,DEF,45,1,90,2024-08-24T11:30:00Z,0,0,0,1,0,0,1,0,0,0,7,20.8,1.0,4.0,2.6,0.00,0.02,0.02,1.43,6479,2296,2,MUN (H),3
779,145,Joël,Veltman,Brighton,DEF,45,2,90,2024-08-24T11:30:00Z,0,0,0,1,0,0,0,0,0,0,16,16.6,25.9,2.0,4.5,0.00,0.45,0.45,1.43,111524,12406,2,MUN (H),3
784,146,Bart,Verbruggen,Brighton,GK,45,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,245,7378,2,MUN (H),3
789,147,Adam,Webster,Brighton,DEF,45,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,409,1087,2,MUN (H),3
794,148,Danny,Welbeck,Brighton,FWD,55,9,78,2024-08-24T11:30:00Z,1,0,0,1,0,0,0,0,0,3,38,40.8,23.7,59.0,12.4,1.11,0.02,1.13,1.32,251535,31415,2,MUN (H),3
799,149,Mats,Wieffer,Brighton,MID,50,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,9078,2098,2,MUN (H),3
804,595,Brajan,Gruda,Brighton,MID,55,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,267,590,2,MUN (H),3
809,600,Yasin,Ayari,Brighton,MID,50,1,1,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,3,5.4,0.3,5.0,1.1,0.02,0.03,0.05,0.10,282,170,2,MUN (H),3
814,601,Andrew,Moran,Brighton,MID,50,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,24,156,2,MUN (H),3
819,615,Carl,Rushworth,Brighton,GK,40,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2290,552,2,MUN (H),3
823,618,Georginio,Georginio,Brighton,MID,55,1,1,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,4,1.6,0.8,0.0,0.2,0.00,0.01,0.01,0.10,1740,212,2,MUN (H),3
834,150,Andrey,Andrey Santos,Chelsea,MID,45,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,241,2,WOL (A),2
839,151,Ângelo Gabriel,Ângelo,Chelsea,MID,45,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1442,3522,2,WOL (A),2
844,153,Benoît,B.Badiashile,Chelsea,DEF,45,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,982,2247,2,WOL (A),2
849,154,Lucas,Bergström,Chelsea,GK,40,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1850,1018,2,WOL (A),2
854,155,Marcus,Bettinelli,Chelsea,GK,40,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1258,1298,2,WOL (A),2
859,157,Moisés,Caicedo,Chelsea,MID,50,2,75,2024-08-25T13:00:00Z,0,0,0,2,0,0,0,0,0,0,8,8.8,3.9,0.0,1.3,0.00,0.02,0.02,1.80,6335,8922,2,WOL (A),2
864,158,Cesare,Casadei,Chelsea,MID,45,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1390,1775,2,WOL (A),2
869,160,Ben,Chilwell,Chelsea,DEF,50,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3945,17379,2,WOL (A),2
874,161,Carney,Chukwuemeka,Chelsea,MID,50,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,307,1056,2,WOL (A),2
879,162,Levi,Colwill,Chelsea,DEF,45,1,90,2024-08-25T13:00:00Z,0,0,0,2,0,0,0,0,0,0,10,21.2,0.4,0.0,2.2,0.00,0.00,0.00,1.92,22761,8402,2,WOL (A),2
884,163,Marc,Cucurella,Chelsea,DEF,50,0,82,2024-08-25T13:00:00Z,0,0,0,2,0,0,1,0,0,0,7,9.2,5.2,0.0,1.4,0.00,0.18,0.18,1.80,57092,49296,2,WOL (A),2
889,164,David Datro,D.D.Fofana,Chelsea,FWD,55,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1057,2695,2,WOL (A),2
894,165,Deivid Washington,Deivid,Chelsea,FWD,50,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1092,1543,2,WOL (A),2
899,166,Kiernan,Dewsbury-Hall,Chelsea,MID,60,1,14,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,1,0.0,0.2,0.0,0.0,0.00,0.00,0.00,0.12,1245,4835,2,WOL (A),2
904,167,Axel,Disasi,Chelsea,DEF,45,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1551,7661,2,WOL (A),2
909,168,Enzo,Enzo,Chelsea,MID,50,2,90,2024-08-25T13:00:00Z,0,0,0,2,0,0,0,0,0,0,15,20.8,25.4,4.0,5.0,0.00,0.04,0.04,1.92,32397,19819,2,WOL (A),2
914,169,Conor,Gallagher,Chelsea,MID,59,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1567,33130,2,WOL (A),2
919,170,Alfie,Gilchrist,Chelsea,DEF,40,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,2062,2,WOL (A),2
924,171,Malo,Gusto,Chelsea,DEF,50,0,90,2024-08-25T13:00:00Z,0,0,0,2,0,0,1,0,0,0,6,16.4,16.4,2.0,3.5,0.00,0.03,0.03,1.92,34210,22528,2,WOL (A),2
929,172,Reece,James,Chelsea,DEF,50,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,264,1916,2,WOL (A),2
934,173,Omari,Kellyman,Chelsea,MID,45,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,297,473,2,WOL (A),2
939,174,Roméo,Lavia,Chelsea,MID,45,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,66189,16046,2,WOL (A),2
944,175,Romelu,Lukaku,Chelsea,FWD,64,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4282,19789,2,WOL (A),2
949,176,Malang,M.Sarr,Chelsea,DEF,45,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,218,2,WOL (A),2
954,177,Noni,Madueke,Chelsea,MID,64,20,90,2024-08-25T13:00:00Z,3,0,0,2,0,0,0,0,0,3,76,110.6,15.4,88.0,21.4,0.54,0.11,0.65,1.92,2609,9605,2,WOL (A),2
959,178,Marc,Marc Guiu,Chelsea,FWD,50,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,12951,11472,2,WOL (A),2
964,179,Mykhailo,Mudryk,Chelsea,MID,65,1,45,2024-08-25T13:00:00Z,0,0,0,2,0,0,0,0,0,0,1,0.0,1.1,0.0,0.0,0.00,0.01,0.01,1.75,1351,6447,2,WOL (A),2
969,180,Nicolas,N.Jackson,Chelsea,FWD,75,10,67,2024-08-25T13:00:00Z,1,1,0,2,0,0,0,0,0,1,39,52.2,24.0,39.0,11.5,0.17,0.01,0.18,1.80,79561,25912,2,WOL (A),2
974,181,Christopher,Nkunku,Chelsea,MID,65,1,7,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,6,4.0,10.3,0.0,1.4,0.00,0.02,0.02,0.12,80208,131574,2,WOL (A),2
979,182,Cole,Palmer,Chelsea,MID,105,17,82,2024-08-25T13:00:00Z,1,3,0,2,0,0,1,0,0,2,61,82.8,43.8,21.0,14.8,0.67,0.15,0.82,1.80,66076,255350,2,WOL (A),2
984,183,Đorđe,Petrović,Chelsea,GK,45,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1038,11596,2,WOL (A),2
989,184,Renato,Renato Veiga,Chelsea,MID,45,1,7,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,4,3.4,0.4,0.0,0.4,0.00,0.00,0.00,0.12,2453,1286,2,WOL (A),2
994,185,Robert,Sánchez,Chelsea,GK,45,1,90,2024-08-25T13:00:00Z,0,0,0,2,0,0,0,0,2,0,8,15.0,0.0,0.0,1.5,0.00,0.00,0.00,1.92,65395,18465,2,WOL (A),2
999,187,Tosin,Tosin,Chelsea,DEF,45,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,337,4042,2,WOL (A),2
1004,189,Wesley,W.Fofana,Chelsea,DEF,45,1,90,2024-08-25T13:00:00Z,0,0,0,2,0,0,0,0,0,0,2,4.2,0.3,0.0,0.5,0.00,0.00,0.00,1.92,9961,3785,2,WOL (A),2
1009,386,Jadon,Sancho,Chelsea,MID,64,0,0,2024-08-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1053,11079,2,WOL (A),2
1014,560,Pedro,Neto,Chelsea,MID,65,4,45,2024-08-25T13:00:00Z,0,1,0,0,0,0,0,0,0,0,12,21.6,13.3,6.0,4.1,0.00,0.05,0.05,0.17,11121,18800,2,WOL (A),2
1019,575,Caleb,Wiley,Chelsea,DEF,40,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1267,2,WOL (A),2
1024,581,Filip,Jørgensen,Chelsea,GK,45,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1509,4106,2,WOL (A),2
1028,621,João,João Félix,Chelsea,MID,65,6,22,2024-08-25T13:00:00Z,1,0,0,0,0,0,0,0,0,0,25,34.6,0.8,22.0,5.7,0.19,0.01,0.20,0.12,11987,1424,2,WOL (A),2
1033,11,Eddie,Nketiah,Crystal Palace,FWD,59,0,0,2024-08-24T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2396,9349,2,WHU (H),2
1038,159,Trevoh,Chalobah,Crystal Palace,DEF,45,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,791,2865,2,WHU (H),2
1043,190,Naouirou,Ahamada,Crystal Palace,MID,45,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2798,3790,2,WHU (H),2
1048,193,Cheick,C.Doucouré,Crystal Palace,MID,50,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,657,1394,2,WHU (H),2
1053,194,Chris,C.Richards,Crystal Palace,DEF,45,1,80,2024-08-24T14:00:00Z,0,0,0,2,0,0,0,0,0,0,1,4.8,1.1,4.0,1.0,0.12,0.00,0.12,1.13,898,2097,2,WHU (H),2
1058,195,Chadi,Chadi Riad,Crystal Palace,DEF,45,1,90,2024-08-24T14:00:00Z,0,0,0,2,0,0,0,0,0,0,3,18.2,1.3,0.0,2.0,0.00,0.02,0.02,1.39,675,2327,2,WHU (H),2
1063,196,Nathaniel,Clyne,Crystal Palace,DEF,45,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,302,1555,2,WHU (H),2
1068,197,Malcolm,Ebiowei,Crystal Palace,MID,45,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,181,2,WHU (H),2
1073,199,Eberechi,Eze,Crystal Palace,MID,70,2,90,2024-08-24T14:00:00Z,0,0,0,2,0,0,0,0,0,0,14,16.8,56.2,36.0,10.9,0.45,0.17,0.62,1.39,117964,204950,2,WHU (H),2
1078,200,Marc,Guéhi,Crystal Palace,DEF,45,1,90,2024-08-24T14:00:00Z,0,0,0,2,0,0,0,0,0,0,6,34.8,0.8,0.0,3.6,0.00,0.02,0.02,1.39,20803,53246,2,WHU (H),2
1083,201,Dean,Henderson,Crystal Palace,GK,45,1,90,2024-08-24T14:00:00Z,0,0,0,2,0,0,0,0,1,0,1,11.4,0.0,0.0,1.1,0.00,0.00,0.00,1.39,58251,49294,2,WHU (H),2
1088,202,Rob,Holding,Crystal Palace,DEF,45,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,241,1333,2,WHU (H),2
1093,203,Will,Hughes,Crystal Palace,MID,50,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,420,705,2,WHU (H),2
1098,205,Daichi,Kamada,Crystal Palace,MID,55,1,27,2024-08-24T14:00:00Z,0,0,0,2,0,0,0,0,0,0,7,9.8,23.9,0.0,3.4,0.00,0.03,0.03,0.56,2787,6054,2,WHU (H),2
1103,206,Jefferson,Lerma,Crystal Palace,MID,50,2,62,2024-08-24T14:00:00Z,0,0,1,0,0,0,1,0,0,0,5,6.2,1.3,2.0,1.0,0.02,0.01,0.03,0.83,217,850,2,WHU (H),2
1108,207,Jean-Philippe,Mateta,Crystal Palace,FWD,75,2,90,2024-08-24T14:00:00Z,0,0,0,2,0,0,0,0,0,0,5,4.8,25.3,8.0,3.8,0.30,0.23,0.53,1.39,94580,84214,2,WHU (H),2
1113,208,Matheus,M.França,Crystal Palace,MID,45,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,115,2791,2,WHU (H),2
1118,209,Remi,Matthews,Crystal Palace,GK,40,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3237,2464,2,WHU (H),2
1123,210,Tyrick,Mitchell,Crystal Palace,DEF,50,1,90,2024-08-24T14:00:00Z,0,0,0,2,0,0,0,0,0,0,7,22.0,28.8,4.0,5.5,0.00,0.08,0.08,1.39,7337,18925,2,WHU (H),2
1128,211,Daniel,Muñoz,Crystal Palace,DEF,50,1,90,2024-08-24T14:00:00Z,0,0,0,2,0,0,0,0,0,0,9,11.8,4.2,4.0,2.0,0.00,0.02,0.02,1.39,36687,22129,2,WHU (H),2
1133,212,David,Ozoh,Crystal Palace,MID,45,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,110,2,WHU (H),2
1138,213,Jesurun,Rak-Sakyi,Crystal Palace,MID,45,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,755,4835,2,WHU (H),2
1143,214,Jeffrey,Schlupp,Crystal Palace,MID,50,1,9,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,3,0.4,0.7,0.0,0.1,0.00,0.00,0.00,0.26,261,1828,2,WHU (H),2
1148,215,Joel,Ward,Crystal Palace,DEF,45,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,305,1625,2,WHU (H),2
1153,216,Adam,Wharton,Crystal Palace,MID,50,2,90,2024-08-24T14:00:00Z,0,0,0,2,0,0,0,0,0,0,16,15.4,29.5,1.0,4.6,0.02,0.17,0.19,1.39,3201,4150,2,WHU (H),2
1158,445,Matt,Turner,Crystal Palace,GK,40,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,31793,57412,2,WHU (H),2
1163,585,Ismaïla,I.Sarr,Crystal Palace,MID,60,1,19,2024-08-24T14:00:00Z,0,0,0,1,0,0,0,0,0,0,6,1.4,15.0,6.0,2.2,0.10,0.17,0.27,0.36,1726,6058,2,WHU (H),2
1182,156,Armando,Broja,Everton,FWD,55,0,0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1701,1910,2,TOT (A),4
1187,217,Abdoulaye,A.Doucoure,Everton,MID,55,1,56,2024-08-24T14:00:00Z,0,0,0,2,0,0,0,0,0,0,3,1.6,1.4,7.0,1.0,0.07,0.00,0.07,1.66,1812,8375,2,TOT (A),4
1192,218,Norberto Bercique,Beto,Everton,FWD,50,1,18,2024-08-24T14:00:00Z,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.1,0.00,0.00,0.00,0.25,6626,6983,2,TOT (A),4
1197,219,Jarrad,Branthwaite,Everton,DEF,50,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,368,76762,2,TOT (A),4
1202,220,Dominic,Calvert-Lewin,Everton,FWD,60,2,71,2024-08-24T14:00:00Z,0,0,0,3,0,0,0,0,0,0,2,3.4,1.8,7.0,1.2,0.05,0.00,0.05,2.18,8178,35943,2,TOT (A),4
1207,221,Séamus,Coleman,Everton,DEF,45,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,48,1520,2,TOT (A),4
1212,222,Idrissa,Gana,Everton,MID,50,2,90,2024-08-24T14:00:00Z,0,0,0,4,0,0,0,0,0,0,8,16.2,4.3,0.0,2.1,0.00,0.01,0.01,2.43,306,949,2,TOT (A),4
1217,223,James,Garner,Everton,MID,50,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,8,740,2,TOT (A),4
1222,224,Jack,Harrison,Everton,MID,55,1,56,2024-08-24T14:00:00Z,0,0,0,2,0,0,0,0,0,0,1,0.0,0.3,12.0,1.0,0.54,0.00,0.54,1.66,972,2508,2,TOT (A),4
1227,225,Mason,Holgate,Everton,DEF,40,0,0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,6673,3712,2,TOT (A),4
