Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,75,7,SOU (H),2
2,Gabriel,G.Jesus,Arsenal,FWD,68,1,59,2024-10-05T14:00:00Z,0,0,0,1,0,0,0,0,0,0,9,1.8,31.5,16.0,4.9,0.38,0.06,0.44,0.32,6898,8719,7,SOU (H),2
3,Gabriel,Gabriel,Arsenal,DEF,62,2,90,2024-10-05T14:00:00Z,0,0,0,1,0,0,0,0,0,0,5,4.6,3.7,16.0,2.4,0.20,0.04,0.24,0.65,382083,53611,7,SOU (H),2
4,Kai,Havertz,Arsenal,FWD,82,8,90,2024-10-05T14:00:00Z,1,0,0,1,0,0,0,0,0,2,34,37.6,14.9,82.0,13.5,0.77,0.04,0.81,0.65,293506,116262,7,SOU (H),2
5,Karl,Hein,Arsenal,GK,40,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,188,7,SOU (H),2
6,Jurriën,J.Timber,Arsenal,DEF,55,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,60564,30412,7,SOU (H),2
7,Jorge Luiz,Jorginho,Arsenal,MID,49,2,60,2024-10-05T14:00:00Z,0,0,0,1,0,0,0,0,0,0,17,4.0,19.5,1.0,2.5,0.04,0.14,0.18,0.32,1256,2897,7,SOU (H),2
8,Jakub,Kiwior,Arsenal,DEF,48,1,1,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,3,2.4,0.3,0.0,0.3,0.00,0.00,0.00,0.04,1626,1231,7,SOU (H),2
9,Gabriel,Martinelli,Arsenal,MID,70,6,30,2024-10-05T14:00:00Z,1,0,0,0,0,0,0,0,0,0,27,35.8,4.3,37.0,7.7,0.41,0.04,0.45,0.33,205106,22248,7,SOU (H),2
12,Ethan,Nwaneri,Arsenal,MID,45,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,7275,3458,7,SOU (H),2
13,Martin,Ødegaard,Arsenal,MID,82,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,323,50182,7,SOU (H),2
15,David,Raya,Arsenal,GK,56,2,90,2024-10-05T14:00:00Z,0,0,0,1,0,0,0,0,1,0,6,8.0,0.0,0.0,0.8,0.00,0.00,0.00,0.65,192663,69604,7,SOU (H),2
16,Declan,Rice,Arsenal,MID,63,2,90,2024-10-05T14:00:00Z,0,0,0,1,0,0,0,0,0,0,15,15.4,54.2,9.0,7.9,0.14,0.20,0.34,0.65,13006,21369,7,SOU (H),2
17,Bukayo,Saka,Arsenal,MID,101,16,90,2024-10-05T14:00:00Z,1,2,0,1,0,0,0,0,0,3,67,84.2,90.0,73.0,24.7,0.31,0.93,1.24,0.65,188957,248515,7,SOU (H),2
18,William,Saliba,Arsenal,DEF,60,2,90,2024-10-05T14:00:00Z,0,0,0,1,0,0,0,0,0,0,10,13.4,4.0,2.0,1.9,0.00,0.03,0.03,0.65,60456,224949,7,SOU (H),2
20,Thomas,Thomas,Arsenal,MID,50,2,83,2024-10-05T14:00:00Z,0,0,0,1,0,0,0,0,0,0,25,22.8,12.7,13.0,4.9,0.11,0.05,0.16,0.61,12757,19924,7,SOU (H),2
21,Kieran,Tierney,Arsenal,DEF,44,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,43,175,7,SOU (H),2
22,Tomiyasu,Tomiyasu,Arsenal,DEF,48,1,6,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,2,0.4,0.3,9.0,1.0,0.18,0.00,0.18,0.04,76,209,7,SOU (H),2
23,Leandro,Trossard,Arsenal,MID,69,1,30,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,8,10.0,42.7,8.0,6.1,0.00,0.07,0.07,0.33,142675,13728,7,SOU (H),2
24,Benjamin,White,Arsenal,DEF,64,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2945,192203,7,SOU (H),2
25,Oleksandr,Zinchenko,Arsenal,DEF,48,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,84,24019,7,SOU (H),2
73,Norberto,Neto,Arsenal,GK,43,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3238,18081,7,SOU (H),2
186,Raheem,Sterling,Arsenal,MID,67,1,59,2024-10-05T14:00:00Z,0,0,0,1,0,0,0,0,0,0,2,3.6,12.8,29.0,4.5,0.33,0.02,0.35,0.32,2021,10360,7,SOU (H),2
578,Riccardo,Calafiori,Arsenal,DEF,58,2,89,2024-10-05T14:00:00Z,0,0,0,1,0,0,0,0,0,0,15,17.8,4.9,10.0,3.3,0.00,0.12,0.12,0.61,55043,16753,7,SOU (H),2
597,Myles,Lewis-Skelly,Arsenal,MID,45,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,873,614,7,SOU (H),2
633,Mikel,Merino,Arsenal,MID,60,1,29,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,8,19.6,11.9,2.0,3.4,0.00,0.03,0.03,0.33,684,135,7,SOU (H),2
638,Salah-Eddine,Oulad M'hand,Arsenal,MID,45,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,135,145,7,SOU (H),2
639,Tommy,Setford,Arsenal,GK,45,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,239,370,7,SOU (H),2
657,Maldini,Kacurri,Arsenal,DEF,40,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1734,785,7,SOU (H),2
658,Ayden,Heaven,Arsenal,DEF,40,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,942,508,7,SOU (H),2
659,Ismeal,Kabia,Arsenal,MID,45,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,272,165,7,SOU (H),2
662,Josh,Nichols,Arsenal,DEF,40,0,0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,848,121,7,SOU (H),2
28,Leon,Bailey,Aston Villa,MID,64,3,62,2024-10-06T13:00:00Z,0,0,1,0,0,0,0,0,0,0,6,2.6,11.9,6.0,2.1,0.03,0.06,0.09,0.25,3737,19409,7,MUN (H),3
29,Ross,Barkley,Aston Villa,MID,52,2,90,2024-10-06T13:00:00Z,0,0,1,0,0,0,1,0,0,0,8,10.8,23.0,4.0,3.8,0.00,0.07,0.07,0.52,1377,4656,7,MUN (H),3
30,Enzo,Barrenechea,Aston Villa,MID,49,0,0,2024-10-06T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,190,7,MUN (H),3
31,Emiliano,Buendia,Aston Villa,MID,53,0,0,2024-10-06T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,743,894,7,MUN (H),3
