Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2024-10-27T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,19,9,LIV (H),4
2,Gabriel,G.Jesus,Arsenal,FWD,68,0,5,2024-10-27T16:30:00Z,0,0,0,0,0,0,1,0,0,0,1,2.0,0.3,21.0,2.3,0.18,0.00,0.18,0.00,1944,5470,9,LIV (H),4
3,Gabriel,Gabriel,Arsenal,DEF,63,1,53,2024-10-27T16:30:00Z,0,0,0,1,0,0,0,0,0,0,7,4.4,0.7,0.0,0.5,0.00,0.00,0.00,0.39,112341,215254,9,LIV (H),4
4,Kai,Havertz,Arsenal,FWD,82,2,90,2024-10-27T16:30:00Z,0,0,0,2,0,0,0,0,0,0,3,4.4,25.3,17.0,4.7,0.17,0.47,0.64,0.85,30424,244949,9,LIV (H),4
5,Karl,Hein,Arsenal,GK,40,0,0,2024-10-27T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,94,9,LIV (H),4
6,Jurriën,J.Timber,Arsenal,DEF,55,2,75,2024-10-27T16:30:00Z,0,0,0,1,0,0,0,0,0,0,4,14.8,11.6,2.0,2.8,0.00,0.02,0.02,0.54,809,33908,9,LIV (H),4
7,Jorge Luiz,Jorginho,Arsenal,MID,48,0,0,2024-10-27T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,699,1323,9,LIV (H),4
8,Jakub,Kiwior,Arsenal,DEF,48,1,36,2024-10-27T16:30:00Z,0,0,0,1,0,0,0,0,0,0,-1,5.6,0.5,0.0,0.6,0.00,0.00,0.00,0.45,482,756,9,LIV (H),4
9,Gabriel,Martinelli,Arsenal,MID,70,2,84,2024-10-27T16:30:00Z,0,0,0,2,0,0,0,0,0,0,9,6.8,16.8,15.0,3.9,0.06,0.39,0.45,0.85,35240,72095,9,LIV (H),4
12,Ethan,Nwaneri,Arsenal,MID,45,1,5,2024-10-27T16:30:00Z,0,0,0,0,0,0,0,0,0,0,4,1.0,0.5,2.0,0.4,0.00,0.00,0.00,0.00,1800,1837,9,LIV (H),4
13,Martin,Ødegaard,Arsenal,MID,82,0,0,2024-10-27T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,267,8652,9,LIV (H),4
15,David,Raya,Arsenal,GK,57,0,90,2024-10-27T16:30:00Z,0,0,0,2,0,0,1,0,2,0,2,19.6,0.0,0.0,2.0,0.00,0.00,0.00,0.85,18442,180247,9,LIV (H),4
16,Declan,Rice,Arsenal,MID,63,5,90,2024-10-27T16:30:00Z,0,1,0,2,0,0,0,0,0,0,26,34.8,35.2,2.0,7.2,0.00,0.20,0.20,0.85,7085,12965,9,LIV (H),4
17,Bukayo,Saka,Arsenal,MID,100,9,84,2024-10-27T16:30:00Z,1,0,0,2,0,0,0,0,0,2,30,34.0,1.4,24.0,5.9,0.23,0.01,0.24,0.85,16438,1148779,9,LIV (H),4
18,William,Saliba,Arsenal,DEF,60,0,0,2024-10-27T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1772,846866,9,LIV (H),4
20,Thomas,Thomas,Arsenal,MID,50,2,90,2024-10-27T16:30:00Z,0,0,0,2,0,0,0,0,0,0,18,24.8,4.8,0.0,3.0,0.00,0.02,0.02,0.85,2065,13474,9,LIV (H),4
