Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1,30,u,FUL (H),2
2,Gabriel,G.Jesus,Arsenal,FWD,65,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,69,1518,30,i,FUL (H),2
3,Gabriel,Gabriel,Arsenal,DEF,64,1,15,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,3,1.6,0.2,0.0,0.2,0.00,0.00,0.00,0.00,290080,82147,30,i,FUL (H),2
4,Kai,Havertz,Arsenal,FWD,77,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,174,7443,30,i,FUL (H),2
5,Karl,Hein,Arsenal,GK,40,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,19,30,u,FUL (H),2
6,Jurriën,J.Timber,Arsenal,DEF,56,7,76,2025-04-01T18:45:00Z,0,0,1,0,0,0,0,0,0,1,25,9.6,9.5,17.0,3.6,0.28,0.03,0.31,0.24,136842,52795,30,d,FUL (H),2
7,Jorge Luiz,Jorginho,Arsenal,MID,47,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,143,315,30,a,FUL (H),2
8,Jakub,Kiwior,Arsenal,DEF,48,2,74,2025-04-01T18:45:00Z,0,0,0,1,0,0,0,0,0,0,10,16.8,1.7,5.0,2.4,0.06,0.01,0.07,0.99,177,241,30,a,FUL (H),2
9,Gabriel,Martinelli,Arsenal,MID,65,5,90,2025-04-01T18:45:00Z,0,1,0,1,0,0,0,0,0,0,22,27.8,62.8,31.0,12.2,0.33,0.30,0.63,0.99,11155,5040,30,a,FUL (H),2
12,Ethan,Nwaneri,Arsenal,MID,46,6,65,2025-04-01T18:45:00Z,0,1,1,0,0,0,0,0,0,0,16,31.0,29.2,26.0,8.6,0.14,0.26,0.40,0.24,9989,132555,30,a,FUL (H),2
13,Martin,Ødegaard,Arsenal,MID,82,2,90,2025-04-01T18:45:00Z,0,0,0,1,0,0,0,0,0,0,15,7.6,33.5,15.0,5.6,0.28,0.28,0.56,0.99,47286,21519,30,a,FUL (H),2
15,David,Raya,Arsenal,GK,55,2,90,2025-04-01T18:45:00Z,0,0,0,1,0,0,0,0,2,0,11,21.2,0.1,0.0,2.1,0.00,0.00,0.00,0.99,388369,57131,30,a,FUL (H),2
16,Declan,Rice,Arsenal,MID,62,1,90,2025-04-01T18:45:00Z,0,0,0,1,0,0,1,0,0,0,9,9.0,30.3,17.0,5.6,0.28,0.12,0.40,0.99,14747,9112,30,a,FUL (H),2
17,Bukayo,Saka,Arsenal,MID,102,8,24,2025-04-01T18:45:00Z,1,0,0,1,0,0,0,0,0,2,26,35.2,5.4,35.0,7.6,0.77,0.12,0.89,0.75,483835,48640,30,a,FUL (H),2
18,William,Saliba,Arsenal,DEF,62,2,90,2025-04-01T18:45:00Z,0,0,0,1,0,0,0,0,0,0,9,15.6,2.8,4.0,2.2,0.08,0.02,0.10,0.99,181718,46664,30,a,FUL (H),2
20,Thomas,Thomas,Arsenal,MID,49,2,90,2025-04-01T18:45:00Z,0,0,0,1,0,0,0,0,0,0,14,15.6,3.8,5.0,2.4,0.09,0.04,0.13,0.99,831,2933,30,a,FUL (H),2
21,Kieran,Tierney,Arsenal,DEF,43,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,218,164,30,a,FUL (H),2
22,Tomiyasu,Tomiyasu,Arsenal,DEF,48,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,41,29,30,i,FUL (H),2
23,Leandro,Trossard,Arsenal,MID,68,1,13,2025-04-01T18:45:00Z,0,0,0,1,0,0,0,0,0,0,3,2.0,0.3,2.0,0.4,0.00,0.00,0.00,0.75,17245,40063,30,a,FUL (H),2
24,Benjamin,White,Arsenal,DEF,61,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2415,1589,30,d,FUL (H),2
25,Oleksandr,Zinchenko,Arsenal,DEF,48,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,428,531,30,a,FUL (H),2
73,Norberto,Neto,Arsenal,GK,41,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,759,1390,30,a,FUL (H),2
186,Raheem,Sterling,Arsenal,MID,67,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,385,479,30,a,FUL (H),2
578,Riccardo,Calafiori,Arsenal,DEF,58,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1596,6500,30,i,FUL (H),2
597,Myles,Lewis-Skelly,Arsenal,MID,45,2,90,2025-04-01T18:45:00Z,0,0,0,1,0,0,0,0,0,0,16,5.0,4.8,0.0,1.0,0.00,0.02,0.02,0.99,9535,4817,30,a,FUL (H),2
633,Mikel,Merino,Arsenal,MID,60,10,90,2025-04-01T18:45:00Z,1,0,0,1,0,0,0,0,0,3,28,41.4,7.1,26.0,7.5,0.07,0.06,0.13,0.99,54105,18156,30,a,FUL (H),2
638,Salah-Eddine,Oulad M'hand,Arsenal,MID,45,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,43,52,30,a,FUL (H),2
639,Tommy,Setford,Arsenal,GK,45,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,74,89,30,a,FUL (H),2
657,Maldini,Kacurri,Arsenal,DEF,40,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,127,30,u,FUL (H),2
658,Ayden,Heaven,Arsenal,DEF,40,0,0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1382,1886,30,i,FUL (H),2
659,Ismeal,Kabia,Arsenal,MID,45,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,31,37,30,a,FUL (H),2
662,Josh,Nichols,Arsenal,DEF,40,0,0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,216,205,30,a,FUL (H),2
