Unnamed: 0,Team,Possession,Playing TimeMP,Playing TimeStarts,Playing TimeMin,Playing Time90s,PerformanceGls,PerformanceAst,PerformanceG+A,PerformanceG-PK,PerformancePK,PerformancePKatt,PerformanceCrdY,PerformanceCrdR,ExpectedxG,ExpectednpxG,ExpectedxAG,ExpectednpxG+xAG,ProgressionPrgC,ProgressionPrgP,Per 90 MinutesGls,Per 90 MinutesAst,Per 90 MinutesG+A,Per 90 MinutesG-PK,Per 90 MinutesG+A-PK,Per 90 MinutesxG,Per 90 MinutesxAG,Per 90 MinutesxG+xAG,Per 90 MinutesnpxG,Per 90 MinutesnpxG+xAG
0,vs Arsenal,44.5,1,242,1980,22.0,2,2,36,19,2,2,57,0,1.0,18.1,0.9,31.2,380,572,0.95,0.68,1.64,0.86,1.55,0.89,0.6,1.49,0.82,1.42
1,vs Aston Villa,50.3,1,242,1980,22.0,2,2,57,33,1,2,60,1,1.4,25.3,0.9,44.2,397,781,1.55,1.05,2.59,1.5,2.55,1.22,0.86,2.08,1.15,2.01
2,vs Bournemouth,54.1,1,242,1980,22.0,1,1,46,25,1,1,58,2,0.8,27.0,0.4,48.5,403,773,1.18,0.91,2.09,1.14,2.05,1.26,0.98,2.24,1.23,2.2
3,vs Brentford,52.6,1,242,1980,22.0,2,2,66,37,1,1,47,2,3.4,36.7,3.2,65.4,521,1011,1.73,1.27,3.0,1.68,2.95,1.7,1.31,3.01,1.67,2.97
4,vs Brighton,47.6,1,242,1980,22.0,1,0,47,25,4,4,58,3,1.4,29.1,0.6,54.1,347,712,1.32,0.82,2.14,1.14,1.95,1.46,1.14,2.6,1.32,2.46
5,vs Chelsea,41.7,1,242,1980,22.0,1,0,45,22,5,6,64,2,0.9,26.0,0.5,47.7,340,672,1.23,0.82,2.05,1.0,1.82,1.4,0.98,2.38,1.18,2.17
6,vs Crystal Palace,56.3,1,242,1980,22.0,0,0,47,26,0,1,46,2,0.3,29.3,0.2,53.3,408,891,1.18,0.95,2.14,1.18,2.14,1.37,1.09,2.46,1.33,2.42
7,vs Everton,59.5,1,231,1890,21.0,2,1,52,28,0,2,21,1,1.2,27.3,0.6,49.7,387,905,1.33,1.14,2.48,1.33,2.48,1.38,1.07,2.45,1.3,2.37
8,vs Fulham,47.1,1,242,1980,22.0,0,0,54,28,1,1,46,3,0.7,25.8,0.2,45.9,348,773,1.32,1.14,2.45,1.27,2.41,1.21,0.91,2.12,1.17,2.08
9,vs Ipswich Town,59.4,1,242,1980,22.0,6,5,70,38,5,5,36,1,3.0,41.1,2.6,74.2,475,940,1.95,1.23,3.18,1.73,2.95,2.05,1.5,3.55,1.87,3.37
10,vs Leicester City,53.9,1,242,1980,22.0,2,2,81,45,1,1,43,2,2.0,42.3,1.6,74.7,429,1068,2.09,1.59,3.68,2.05,3.64,1.96,1.47,3.43,1.92,3.39
11,vs Liverpool,42.5,1,231,1890,21.0,0,0,36,20,0,1,56,0,0.8,17.8,0.7,32.2,347,623,0.95,0.76,1.71,0.95,1.71,0.89,0.68,1.58,0.85,1.53
12,vs Manchester City,38.6,1,242,1980,22.0,0,0,50,25,3,3,50,1,0.5,29.0,0.4,53.4,341,525,1.27,1.0,2.27,1.14,2.14,1.42,1.11,2.54,1.32,2.43
13,vs Manchester Utd,46.3,1,242,1980,22.0,3,2,53,28,3,4,44,1,1.9,30.1,1.7,54.6,386,679,1.41,1.0,2.41,1.27,2.27,1.51,1.11,2.62,1.37,2.48
14,vs Newcastle Utd,48.7,1,242,1980,22.0,4,4,49,25,0,0,64,1,2.0,27.1,1.6,48.6,404,783,1.14,1.09,2.23,1.14,2.23,1.23,0.98,2.21,1.23,2.21
15,vs Nott'ham Forest,60.4,1,242,1980,22.0,2,2,39,21,1,1,66,2,0.9,23.3,0.9,41.6,578,1195,1.0,0.77,1.77,0.95,1.73,1.1,0.83,1.93,1.06,1.89
16,vs Southampton,48.0,1,242,1980,22.0,3,3,84,47,3,3,40,1,2.0,48.9,1.4,87.5,461,871,2.27,1.55,3.82,2.14,3.68,2.32,1.75,4.08,2.22,3.98
17,vs Tottenham,42.4,1,242,1980,22.0,2,2,55,31,2,2,55,3,1.8,35.3,1.6,62.5,367,715,1.5,1.0,2.5,1.41,2.41,1.68,1.23,2.91,1.61,2.84
18,vs West Ham,53.1,1,242,1980,22.0,2,1,74,38,3,3,33,0,1.3,36.8,0.5,68.6,481,970,1.86,1.5,3.36,1.73,3.23,1.78,1.45,3.22,1.67,3.12
19,vs Wolves,53.0,1,242,1980,22.0,3,2,84,43,5,6,55,1,3.1,33.3,2.5,61.1,486,934,2.18,1.64,3.82,1.95,3.59,1.73,1.26,2.99,1.51,2.78
