Player ID,Name,Last_Name,Position,Team,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW5,GW6,GW7,GW8,GW9,GW10,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
1,Fábio,Fábio Vieira,MID,Arsenal,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),NEW (A),5,2,2,2,4,4,2,4,6,10,14,0,0,0,0,
2,Gabriel,G.Jesus,FWD,Arsenal,68,1,0.3,0.3,0,4.85,0.9,0,0,0,0,0,5,1,18,2,0,0,0,0,4430,5048,10.2,0.8,0,1.1,MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),NEW (A),5,2,2,2,4,4,2,4,6,10,14,0.075,0.05,0.03,0.0214,4
3,Gabriel,Gabriel,DEF,Arsenal,61,36,8,7.2,0.21,1.3,18.8,2,0,3,7,4,119,3,450,1,0,0,0,0,15936,549046,170.6,25.6,92,28.8,MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),NEW (A),5,2,2,2,4,4,2,4,6,10,14,2,1.3333,0.8,0.5714,4
4,Kai,Havertz,FWD,Arsenal,81,26,4,5.2,0.35,1.3,17,2,1,3,2,5,97,3,450,0,0,0,0,0,118385,131217,136,60.4,144,34,MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),NEW (A),5,2,2,2,4,4,2,4,6,10,14,1,0.6667,0.4,0.2857,4
5,Karl,Hein,GK,Arsenal,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),NEW (A),5,2,2,2,4,4,2,4,6,10,14,0,0,0,0,
6,Jurriën,J.Timber,DEF,Arsenal,55,15,2.7,3,0.03,1.32,1.4,0,0,2,2,0,52,2,358,2,0,0,0,0,10959,33163,41.6,17.2,21,7.9,MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),NEW (A),5,2,2,2,4,4,2,4,6,10,14,0.675,0.45,0.27,0.1929,4
7,Jorge Luiz,Jorginho,MID,Arsenal,49,2,0.7,2,0,0.74,0.3,0,0,1,0,0,0,0,90,1,0,0,0,0,1827,1001,0.4,1.8,0,0.2,MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),NEW (A),5,2,2,2,4,4,2,4,6,10,14,0.175,0.1167,0.07,0.05,4
8,Jakub,Kiwior,DEF,Arsenal,48,1,0.3,1,0,5.57,0.1,0,0,0,1,0,-1,1,16,0,0,0,0,0,668,553,5.2,0,0,0.5,MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),NEW (A),5,2,2,2,4,4,2,4,6,10,14,0.075,0.05,0.03,0.0214,4
9,Gabriel,Martinelli,MID,Arsenal,69,15,3,3,0.28,1.16,2.1,0,1,3,5,0,63,1,335,0,0,0,0,0,9239,32481,68,114.1,70,25.1,MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),NEW (A),5,2,2,2,4,4,2,4,6,10,14,0.75,0.5,0.3,0.2143,4
12,Ethan,Nwaneri,MID,Arsenal,45,1,0.3,1,0,2.02,0.3,0,0,0,0,0,5,0,4,0,0,0,0,0,1882,1370,8.2,0.4,0,0.9,MCI (A),LEI (H),SOU (H),BOU (A),LIV (H),NEW (A),5,2,2,2,4,4,2,4,6,10,14,0.075,0.05,0.03,0.0214,4
