Player ID,Name,Last_Name,Position,Team,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW8,GW9,GW10,GW11,GW12,GW13,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
1,Fábio,Fábio Vieira,MID,Arsenal,54,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0,0.0,BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),2,4,4,4,2,2,4.0,8.0,12.0,14.0,16.0,0.0,0.0,0.0,0.0,
2,Gabriel,G.Jesus,FWD,Arsenal,68,4,0.8,0.7,0.56,1.32,1.0,0,0,0,1,0,26,2,88,2,0,0,0,0,2123,951,15.0,32.7,39,8.6,BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),2,4,4,4,2,2,4.0,8.0,12.0,14.0,16.0,0.1,0.0667,0.0571,0.05,8.0
3,Gabriel,Gabriel,DEF,Arsenal,63,40,2.8,5.0,0.21,1.16,27.8,2,0,3,1,4,136,8,720,1,0,0,0,0,56861,52562,216.4,37.7,170,42.4,BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),2,4,4,4,2,2,4.0,8.0,12.0,14.0,16.0,0.35,0.2333,0.2,0.175,8.0
4,Kai,Havertz,FWD,Arsenal,83,42,4.5,5.2,0.57,1.16,18.2,4,1,3,2,7,160,8,720,0,0,0,0,0,67558,12337,212.8,87.1,336,63.6,BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),2,4,4,4,2,2,4.0,8.0,12.0,14.0,16.0,0.5625,0.375,0.3214,0.2812,8.0
5,Karl,Hein,GK,Arsenal,40,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0.0,0.0,0,0.0,BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),2,4,4,4,2,2,4.0,8.0,12.0,14.0,16.0,0.0,0.0,0.0,0.0,
6,Jurriën,J.Timber,DEF,Arsenal,55,19,1.5,3.2,0.09,1.12,1.5,0,1,2,0,0,77,4,448,2,0,0,0,0,11175,368,87.2,100.0,32,21.8,BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),2,4,4,4,2,2,4.0,8.0,12.0,14.0,16.0,0.1875,0.125,0.1071,0.0938,8.0
7,Jorge Luiz,Jorginho,MID,Arsenal,48,4,0.5,2.0,0.1,0.64,0.3,0,0,1,0,0,17,1,150,1,0,0,0,0,604,347,4.4,21.3,1,2.7,BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),2,4,4,4,2,2,4.0,8.0,12.0,14.0,16.0,0.0625,0.0417,0.0357,0.0312,8.0
8,Jakub,Kiwior,DEF,Arsenal,48,2,0.5,0.7,0.0,4.08,0.2,0,0,0,0,0,-2,3,60,0,0,0,0,0,278,177,10.6,0.5,0,1.1,BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),2,4,4,4,2,2,4.0,8.0,12.0,14.0,16.0,0.0625,0.0417,0.0357,0.0312,8.0
9,Gabriel,Martinelli,MID,Arsenal,70,35,6.2,4.4,0.56,1.17,4.1,2,2,3,1,3,124,5,464,0,0,0,0,0,28422,6546,157.8,149.3,188,49.4,BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),2,4,4,4,2,2,4.0,8.0,12.0,14.0,16.0,0.775,0.5167,0.4429,0.3875,8.0
12,Ethan,Nwaneri,MID,Arsenal,45,3,0.5,1.0,0.9,0.45,0.3,0,0,0,1,0,12,0,18,0,0,0,0,0,722,549,14.4,12.1,15,4.2,BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),2,4,4,4,2,2,4.0,8.0,12.0,14.0,16.0,0.0625,0.0417,0.0357,0.0312,8.0
