Player ID,Name,Last_Name,Position,Team,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW17,GW18,GW19,GW20,GW21,GW22,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
1,Fábio,Fábio Vieira,MID,Arsenal,54,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0,0.0,CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),AVL (H),3,2,3,3,3,3,2.0,5.0,8.0,11.0,14.0,0.0,0.0,0.0,0.0,
2,Gabriel,G.Jesus,FWD,Arsenal,68,26,3.8,1.9,0.51,1.03,3.9,2,1,1,16,3,104,3,349,4,0,0,0,0,2928,305959,101.2,67.8,157,32.3,CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),AVL (H),3,2,3,3,3,3,2.0,5.0,8.0,11.0,14.0,0.76,0.475,0.3455,0.2714,5.0
3,Gabriel,Gabriel,DEF,Arsenal,63,73,4.4,4.9,0.19,1.01,25.9,3,2,5,4,7,257,14,1268,2,0,0,0,0,10433,149898,362.2,95.6,240,69.8,CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),AVL (H),3,2,3,3,3,3,2.0,5.0,8.0,11.0,14.0,0.88,0.55,0.4,0.3143,5.0
4,Kai,Havertz,FWD,Arsenal,79,67,4.2,4.2,0.51,1.0,9.9,6,2,5,6,8,250,16,1390,2,0,0,0,0,25413,41453,330.2,199.2,497,102.7,CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),AVL (H),3,2,3,3,3,3,2.0,5.0,8.0,11.0,14.0,0.84,0.525,0.3818,0.3,5.0
5,Karl,Hein,GK,Arsenal,40,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0.0,0.0,0,0.0,CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),AVL (H),3,2,3,3,3,3,2.0,5.0,8.0,11.0,14.0,0.0,0.0,0.0,0.0,
6,Jurriën,J.Timber,DEF,Arsenal,57,54,4.8,3.6,0.11,0.87,7.7,1,1,5,1,2,193,11,1215,4,0,0,0,0,21399,26554,196.0,177.9,157,52.8,CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),AVL (H),3,2,3,3,3,3,2.0,5.0,8.0,11.0,14.0,0.96,0.6,0.4364,0.3429,5.0
7,Jorge Luiz,Jorginho,MID,Arsenal,47,10,1.2,1.2,0.08,0.67,0.2,0,0,1,0,0,63,4,391,3,0,0,0,0,773,379,30.8,50.1,3,8.4,CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),AVL (H),3,2,3,3,3,3,2.0,5.0,8.0,11.0,14.0,0.24,0.15,0.1091,0.0857,5.0
8,Jakub,Kiwior,DEF,Arsenal,48,13,1.8,1.6,0.01,1.24,0.2,0,0,1,0,0,39,5,323,0,0,0,0,0,1632,430,49.2,13.7,0,6.3,CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),AVL (H),3,2,3,3,3,3,2.0,5.0,8.0,11.0,14.0,0.36,0.225,0.1636,0.1286,5.0
9,Gabriel,Martinelli,MID,Arsenal,67,60,2.6,4.0,0.52,1.0,2.9,4,2,5,7,4,194,10,941,1,0,0,0,0,5389,55577,269.2,253.5,387,90.9,CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),AVL (H),3,2,3,3,3,3,2.0,5.0,8.0,11.0,14.0,0.52,0.325,0.2364,0.1857,5.0
12,Ethan,Nwaneri,MID,Arsenal,45,15,0.8,1.5,0.35,0.62,0.4,1,0,0,1,0,55,0,108,0,0,0,0,0,2869,1883,55.6,33.9,41,13.1,CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),AVL (H),3,2,3,3,3,3,2.0,5.0,8.0,11.0,14.0,0.16,0.1,0.0727,0.0571,5.0
13,Martin,Ødegaard,MID,Arsenal,83,38,3.6,3.8,0.5,0.81,6.3,1,2,5,2,3,176,6,815,1,0,0,0,0,23393,69816,183.0,343.4,168,69.6,CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),AVL (H),3,2,3,3,3,3,2.0,5.0,8.0,11.0,14.0,0.72,0.45,0.3273,0.2571,5.0
15,David,Raya,GK,Arsenal,56,67,3.8,3.9,0.0,0.93,31.3,0,0,6,3,6,246,16,1530,2,0,45,0,0,28106,48741,387.6,0.0,0,38.8,CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),AVL (H),3,2,3,3,3,3,2.0,5.0,8.0,11.0,14.0,0.76,0.475,0.3455,0.2714,5.0
