Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2025-04-12T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,0,32,u,BRE (H),2
2,Gabriel,G.Jesus,Arsenal,FWD,65,0,0,2025-04-12T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,39,765,32,i,BRE (H),2
3,Gabriel,Gabriel,Arsenal,DEF,62,0,0,2025-04-12T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,181,554036,32,i,BRE (H),2
4,Kai,Havertz,Arsenal,FWD,77,0,0,2025-04-12T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,99,3301,32,i,BRE (H),2
5,Karl,Hein,Arsenal,GK,40,0,0,2025-04-12T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,14,32,u,BRE (H),2
6,Jurriën,J.Timber,Arsenal,DEF,56,1,21,2025-04-12T16:30:00Z,0,0,0,1,0,0,0,0,0,0,-1,0.4,0.8,0.0,0.1,0.00,0.00,0.00,0.12,129318,24224,32,a,BRE (H),2
7,Jorge Luiz,Jorginho,Arsenal,MID,46,2,90,2025-04-12T16:30:00Z,0,0,0,1,0,0,0,0,0,0,11,3.4,12.6,1.0,1.7,0.02,0.06,0.08,0.24,126,193,32,d,BRE (H),2
8,Jakub,Kiwior,Arsenal,DEF,48,2,90,2025-04-12T16:30:00Z,0,0,0,1,0,0,0,0,0,0,10,14.4,14.9,2.0,3.1,0.07,0.03,0.10,0.24,29147,4270,32,a,BRE (H),2
9,Gabriel,Martinelli,Arsenal,MID,65,2,90,2025-04-12T16:30:00Z,0,0,0,1,0,0,0,0,0,0,6,9.0,25.1,28.0,6.2,0.22,0.11,0.33,0.24,9817,8633,32,a,BRE (H),2
12,Ethan,Nwaneri,Arsenal,MID,45,3,62,2025-04-12T16:30:00Z,0,0,1,0,0,0,0,0,0,0,7,5.8,18.1,11.0,3.5,0.03,0.03,0.06,0.12,5943,50066,32,a,BRE (H),2
13,Martin,Ødegaard,Arsenal,MID,82,0,28,2025-04-12T16:30:00Z,0,0,0,1,0,0,1,0,0,0,1,3.8,26.5,2.0,3.2,0.00,0.12,0.12,0.12,15186,24319,32,a,BRE (H),2
