Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2024-12-21T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,6,17,CRY (A),3
2,Gabriel,G.Jesus,Arsenal,FWD,67,16,85,2024-12-21T17:30:00Z,2,1,0,1,0,0,0,0,0,3,68,74.6,3.3,62.0,14.0,0.82,0.01,0.83,1.55,9720,2442,17,CRY (A),3
3,Gabriel,Gabriel,Arsenal,DEF,62,4,90,2024-12-21T17:30:00Z,0,1,0,1,0,0,1,0,0,0,13,22.2,10.9,17.0,5.0,0.39,0.01,0.40,1.59,287586,15925,17,CRY (A),3
4,Kai,Havertz,Arsenal,FWD,79,6,57,2024-12-21T17:30:00Z,1,0,0,1,0,0,0,0,0,1,34,42.4,13.2,37.0,9.3,0.88,0.01,0.89,1.53,19774,77574,17,CRY (A),3
5,Karl,Hein,Arsenal,GK,40,0,0,2024-12-21T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,67,17,CRY (A),3
6,Jurriën,J.Timber,Arsenal,DEF,57,1,85,2024-12-21T17:30:00Z,0,0,0,1,0,0,1,0,0,0,6,7.0,2.7,4.0,1.4,0.00,0.02,0.02,1.55,103006,28619,17,CRY (A),3
7,Jorge Luiz,Jorginho,Arsenal,MID,47,0,0,2024-12-21T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,745,1055,17,CRY (A),3
8,Jakub,Kiwior,Arsenal,DEF,48,0,0,2024-12-21T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1307,4810,17,CRY (A),3
9,Gabriel,Martinelli,Arsenal,MID,67,7,90,2024-12-21T17:30:00Z,1,0,0,1,0,0,0,0,0,0,30,50.8,47.6,53.0,15.1,0.66,0.53,1.19,1.59,6547,19986,17,CRY (A),3
12,Ethan,Nwaneri,Arsenal,MID,45,1,4,2024-12-21T17:30:00Z,0,0,0,0,0,0,0,0,0,0,5,2.4,3.3,0.0,0.6,0.00,0.08,0.08,0.04,2430,4617,17,CRY (A),3
13,Martin,Ødegaard,Arsenal,MID,83,2,90,2024-12-21T17:30:00Z,0,0,0,1,0,0,0,0,0,0,19,10.8,35.3,7.0,5.3,0.09,0.23,0.32,1.59,16804,57268,17,CRY (A),3
15,David,Raya,Arsenal,GK,56,3,90,2024-12-21T17:30:00Z,0,0,0,1,0,0,0,0,5,0,13,36.2,0.0,0.0,3.6,0.00,0.00,0.00,1.59,95249,43867,17,CRY (A),3
16,Declan,Rice,Arsenal,MID,62,11,32,2024-12-21T17:30:00Z,1,1,0,0,0,0,0,0,0,2,40,63.2,19.9,22.0,10.5,0.16,0.05,0.21,0.06,2277,13687,17,CRY (A),3
