Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2024-12-04T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,9,14,MUN (H),3
2,Gabriel,G.Jesus,Arsenal,FWD,68,0,0,2024-12-04T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1489,2606,14,MUN (H),3
3,Gabriel,Gabriel,Arsenal,DEF,62,0,0,2024-12-04T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,197417,57750,14,MUN (H),3
4,Kai,Havertz,Arsenal,FWD,79,2,90,2024-12-04T20:15:00Z,0,0,1,0,0,0,0,0,0,0,2,4.8,3.1,35.0,4.3,0.25,0.02,0.27,0.22,53435,48064,14,MUN (H),3
5,Karl,Hein,Arsenal,GK,40,0,0,2024-12-04T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,72,14,MUN (H),3
6,Jurriën,J.Timber,Arsenal,DEF,55,14,90,2024-12-04T20:15:00Z,1,0,1,0,0,0,0,0,0,2,39,36.4,2.9,39.0,7.8,0.16,0.06,0.22,0.22,39599,16373,14,MUN (H),3
7,Jorge Luiz,Jorginho,Arsenal,MID,47,1,1,2024-12-04T20:15:00Z,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0.00,0.00,0.00,0.00,1183,826,14,MUN (H),3
8,Jakub,Kiwior,Arsenal,DEF,48,6,90,2024-12-04T20:15:00Z,0,0,1,0,0,0,0,0,0,0,29,11.6,10.5,0.0,2.2,0.00,0.00,0.00,0.22,268,504,14,MUN (H),3
9,Gabriel,Martinelli,Arsenal,MID,68,3,70,2024-12-04T20:15:00Z,0,0,1,0,0,0,0,0,0,0,1,1.2,1.6,27.0,3.0,0.17,0.00,0.17,0.14,6180,67430,14,MUN (H),3
12,Ethan,Nwaneri,Arsenal,MID,45,0,0,2024-12-04T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,7511,4272,14,MUN (H),3
13,Martin,Ødegaard,Arsenal,MID,83,3,89,2024-12-04T20:15:00Z,0,0,1,0,0,0,0,0,0,0,21,12.4,38.1,13.0,6.4,0.12,0.32,0.44,0.22,97310,15824,14,MUN (H),3
15,David,Raya,Arsenal,GK,55,6,90,2024-12-04T20:15:00Z,0,0,1,0,0,0,0,0,2,0,25,20.0,0.0,0.0,2.0,0.00,0.00,0.00,0.22,47228,81240,14,MUN (H),3
16,Declan,Rice,Arsenal,MID,62,7,90,2024-12-04T20:15:00Z,0,1,1,0,0,0,0,0,0,1,33,31.8,47.1,7.0,8.6,0.08,0.41,0.49,0.22,3336,7964,14,MUN (H),3
17,Bukayo,Saka,Arsenal,MID,104,3,90,2024-12-04T20:15:00Z,0,0,1,0,0,0,0,0,0,0,12,15.6,38.9,29.0,8.4,0.13,0.16,0.29,0.22,746237,19919,14,MUN (H),3
18,William,Saliba,Arsenal,DEF,60,15,90,2024-12-04T20:15:00Z,1,0,1,0,0,0,0,0,0,3,41,47.0,1.5,33.0,8.2,0.69,0.01,0.70,0.22,43456,87793,14,MUN (H),3
20,Thomas,Thomas,Arsenal,MID,50,6,90,2024-12-04T20:15:00Z,0,1,1,0,0,0,0,0,0,0,27,25.0,17.6,41.0,8.4,0.37,0.35,0.72,0.22,921,16542,14,MUN (H),3
21,Kieran,Tierney,Arsenal,DEF,43,0,0,2024-12-04T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,232,89,14,MUN (H),3
