Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
1,Fábio,Fábio Vieira,Arsenal,MID,54,0,0,2024-12-27T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,9,18,IPS (H),2
2,Gabriel,G.Jesus,Arsenal,FWD,68,2,71,2024-12-27T20:15:00Z,0,0,1,0,0,0,0,0,0,0,4,7.4,17.8,2.0,2.7,0.00,0.10,0.10,0.02,685858,7702,18,IPS (H),2
3,Gabriel,Gabriel,Arsenal,DEF,63,6,90,2024-12-27T20:15:00Z,0,0,1,0,0,0,0,0,0,0,21,21.4,17.3,11.0,5.0,0.27,0.05,0.32,0.16,314433,22509,18,IPS (H),2
4,Kai,Havertz,Arsenal,FWD,79,7,90,2024-12-27T20:15:00Z,1,0,1,0,0,0,1,0,0,2,33,42.0,21.0,62.0,12.5,1.08,0.08,1.16,0.16,93259,53810,18,IPS (H),2
5,Karl,Hein,Arsenal,GK,40,0,0,2024-12-27T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,93,18,IPS (H),2
6,Jurriën,J.Timber,Arsenal,DEF,57,9,90,2024-12-27T20:15:00Z,0,0,1,0,0,0,0,0,0,3,34,22.0,7.5,9.0,3.9,0.04,0.04,0.08,0.16,56295,46171,18,IPS (H),2
7,Jorge Luiz,Jorginho,Arsenal,MID,47,0,0,2024-12-27T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,808,1330,18,IPS (H),2
8,Jakub,Kiwior,Arsenal,DEF,48,0,0,2024-12-27T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,751,3390,18,IPS (H),2
9,Gabriel,Martinelli,Arsenal,MID,67,3,90,2024-12-27T20:15:00Z,0,0,1,0,0,0,0,0,0,0,5,3.2,3.7,8.0,1.5,0.00,0.07,0.07,0.16,191998,12546,18,IPS (H),2
12,Ethan,Nwaneri,Arsenal,MID,45,0,0,2024-12-27T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4785,5174,18,IPS (H),2
13,Martin,Ødegaard,Arsenal,MID,84,3,90,2024-12-27T20:15:00Z,0,0,1,0,0,0,0,0,0,0,12,13.8,30.8,45.0,9.0,0.25,0.13,0.38,0.16,186328,44868,18,IPS (H),2
15,David,Raya,Arsenal,GK,56,6,90,2024-12-27T20:15:00Z,0,0,1,0,0,0,0,0,0,0,19,2.4,0.0,0.0,0.2,0.00,0.00,0.00,0.16,105089,59613,18,IPS (H),2
16,Declan,Rice,Arsenal,MID,62,3,86,2024-12-27T20:15:00Z,0,0,1,0,0,0,0,0,0,0,19,16.6,24.6,6.0,4.7,0.11,0.31,0.42,0.02,26779,5711,18,IPS (H),2
17,Bukayo,Saka,Arsenal,MID,104,0,0,2024-12-27T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,25065,2766073,18,IPS (H),2
18,William,Saliba,Arsenal,DEF,63,7,90,2024-12-27T20:15:00Z,0,0,1,0,0,0,0,0,0,1,32,21.0,23.8,0.0,4.5,0.00,0.02,0.02,0.16,103085,79486,18,IPS (H),2
20,Thomas,Thomas,Arsenal,MID,50,1,3,2024-12-27T20:15:00Z,0,0,0,0,0,0,0,0,0,0,3,5.0,0.3,0.0,0.5,0.00,0.00,0.00,0.14,4946,4616,18,IPS (H),2
21,Kieran,Tierney,Arsenal,DEF,43,0,0,2024-12-27T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,347,280,18,IPS (H),2
22,Tomiyasu,Tomiyasu,Arsenal,DEF,48,0,0,2024-12-27T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,23,57,18,IPS (H),2
23,Leandro,Trossard,Arsenal,MID,68,6,90,2024-12-27T20:15:00Z,0,1,1,0,0,0,0,0,0,0,31,28.8,30.1,20.0,7.9,0.15,0.50,0.65,0.16,29596,12153,18,IPS (H),2
24,Benjamin,White,Arsenal,DEF,61,0,0,2024-12-27T20:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,88,8289,18,IPS (H),2
