Player ID,Name,Last_Name,Position,Team,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW13,GW14,GW15,GW16,GW17,GW18,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
1,Fábio,Fábio Vieira,MID,Arsenal,54,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0,0.0,WHU (A),MUN (H),FUL (A),EVE (H),CRY (A),IPS (H),2,3,3,2,3,2,3.0,6.0,8.0,11.0,13.0,0.0,0.0,0.0,0.0,
2,Gabriel,G.Jesus,FWD,Arsenal,68,8,1.0,0.7,0.39,0.97,0.9,0,0,1,1,0,31,2,227,4,0,0,0,0,1138,635,24.4,63.6,82,16.9,WHU (A),MUN (H),FUL (A),EVE (H),CRY (A),IPS (H),2,3,3,2,3,2,3.0,6.0,8.0,11.0,13.0,0.1667,0.125,0.0909,0.0769,5.9988
3,Gabriel,Gabriel,DEF,Arsenal,62,60,4.8,4.6,0.19,1.03,25.0,3,1,4,9,4,210,13,1088,1,0,0,0,0,22476,87990,313.4,68.2,215,59.7,WHU (A),MUN (H),FUL (A),EVE (H),CRY (A),IPS (H),2,3,3,2,3,2,3.0,6.0,8.0,11.0,13.0,0.8,0.6,0.4364,0.3692,6.0
4,Kai,Havertz,FWD,Arsenal,79,52,2.0,4.3,0.52,1.12,10.3,5,1,3,6,7,197,14,1080,2,0,0,0,0,16616,20318,266.2,142.1,383,79.1,WHU (A),MUN (H),FUL (A),EVE (H),CRY (A),IPS (H),2,3,3,2,3,2,3.0,6.0,8.0,11.0,13.0,0.3333,0.25,0.1818,0.1538,6.0006
5,Karl,Hein,GK,Arsenal,40,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0.0,0.0,0,0.0,WHU (A),MUN (H),FUL (A),EVE (H),CRY (A),IPS (H),2,3,3,2,3,2,3.0,6.0,8.0,11.0,13.0,0.0,0.0,0.0,0.0,
6,Jurriën,J.Timber,DEF,Arsenal,55,31,2.5,2.8,0.09,1.01,2.7,0,1,3,1,0,119,9,860,3,0,0,0,0,5451,15996,132.4,151.7,96,37.8,WHU (A),MUN (H),FUL (A),EVE (H),CRY (A),IPS (H),2,3,3,2,3,2,3.0,6.0,8.0,11.0,13.0,0.4167,0.3125,0.2273,0.1923,5.9995
7,Jorge Luiz,Jorginho,MID,Arsenal,47,6,0.5,1.2,0.09,0.86,0.2,0,0,1,2,0,34,3,289,3,0,0,0,0,363,467,16.6,38.6,3,5.8,WHU (A),MUN (H),FUL (A),EVE (H),CRY (A),IPS (H),2,3,3,2,3,2,3.0,6.0,8.0,11.0,13.0,0.0833,0.0625,0.0455,0.0385,6.0024
8,Jakub,Kiwior,DEF,Arsenal,48,5,0.5,0.8,0.0,2.56,0.2,0,0,0,1,0,2,4,143,0,0,0,0,0,190,123,26.2,1.0,0,2.7,WHU (A),MUN (H),FUL (A),EVE (H),CRY (A),IPS (H),2,3,3,2,3,2,3.0,6.0,8.0,11.0,13.0,0.0833,0.0625,0.0455,0.0385,6.0024
9,Gabriel,Martinelli,MID,Arsenal,69,47,2.5,4.3,0.52,1.13,3.3,3,2,3,0,4,160,9,678,0,0,0,0,0,26929,2791,205.4,169.8,265,64.0,WHU (A),MUN (H),FUL (A),EVE (H),CRY (A),IPS (H),2,3,3,2,3,2,3.0,6.0,8.0,11.0,13.0,0.4167,0.3125,0.2273,0.1923,5.9995
12,Ethan,Nwaneri,MID,Arsenal,45,12,2.0,1.7,0.47,0.98,0.4,1,0,0,1,0,45,0,65,0,0,0,0,0,1853,3233,51.2,28.5,41,12.1,WHU (A),MUN (H),FUL (A),EVE (H),CRY (A),IPS (H),2,3,3,2,3,2,3.0,6.0,8.0,11.0,13.0,0.3333,0.25,0.1818,0.1538,6.0006
