Player ID,Name,Last_Name,Position,Team,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW7,GW8,GW9,GW10,GW11,GW12,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
1,Fábio,Fábio Vieira,MID,Arsenal,54,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0.0,0.0,0,0.0,SOU (H),BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),2,2,4,4,4,2,2.0,6.0,10.0,14.0,16.0,0.0,0.0,0.0,0.0,
2,Gabriel,G.Jesus,FWD,Arsenal,68,3,0.8,0.6,0.64,1.49,0.9,0,0,0,1,0,18,2,78,2,0,0,0,0,2459,1848,14.0,32.3,33,7.9,SOU (H),BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),2,2,4,4,4,2,2.0,6.0,10.0,14.0,16.0,0.1333,0.08,0.0571,0.05,6.0015
3,Gabriel,Gabriel,DEF,Arsenal,62,39,6.2,5.6,0.23,1.06,27.0,2,0,3,2,4,131,6,630,1,0,0,0,0,22674,63251,194.8,36.6,165,39.6,SOU (H),BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),2,2,4,4,4,2,2.0,6.0,10.0,14.0,16.0,1.0333,0.62,0.4429,0.3875,6.0002
4,Kai,Havertz,FWD,Arsenal,83,40,4.5,5.7,0.64,1.06,21.0,4,1,3,8,7,156,6,630,0,0,0,0,0,26956,71161,209.2,83.8,326,61.9,SOU (H),BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),2,2,4,4,4,2,2.0,6.0,10.0,14.0,16.0,0.75,0.45,0.3214,0.2812,6.0
5,Karl,Hein,GK,Arsenal,40,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0.0,0.0,0,0.0,SOU (H),BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),2,2,4,4,4,2,2.0,6.0,10.0,14.0,16.0,0.0,0.0,0.0,0.0,
6,Jurriën,J.Timber,DEF,Arsenal,55,19,2.8,3.2,0.09,1.12,1.9,0,1,2,0,0,77,4,448,2,0,0,0,0,14440,1041,87.2,100.0,32,21.8,SOU (H),BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),2,2,4,4,4,2,2.0,6.0,10.0,14.0,16.0,0.4667,0.28,0.2,0.175,5.9996
7,Jorge Luiz,Jorginho,MID,Arsenal,49,4,1.0,2.0,0.1,0.64,0.3,0,0,1,2,0,17,1,150,1,0,0,0,0,730,398,4.4,21.3,1,2.7,SOU (H),BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),2,2,4,4,4,2,2.0,6.0,10.0,14.0,16.0,0.1667,0.1,0.0714,0.0625,5.9988
8,Jakub,Kiwior,DEF,Arsenal,48,2,0.5,1.0,0.0,5.45,0.2,0,0,0,1,0,2,1,17,0,0,0,0,0,388,188,7.6,0.3,0,0.8,SOU (H),BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),2,2,4,4,4,2,2.0,6.0,10.0,14.0,16.0,0.0833,0.05,0.0357,0.0312,6.0024
9,Gabriel,Martinelli,MID,Arsenal,70,34,6.8,4.9,0.51,1.02,4.5,2,2,3,6,3,129,3,438,0,0,0,0,0,10139,31432,155.8,146.6,167,46.8,SOU (H),BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),2,2,4,4,4,2,2.0,6.0,10.0,14.0,16.0,1.1333,0.68,0.4857,0.425,6.0002
12,Ethan,Nwaneri,MID,Arsenal,45,2,0.5,1.0,1.8,0.9,0.3,0,0,0,0,0,11,0,9,0,0,0,0,0,1485,680,14.4,11.4,15,4.1,SOU (H),BOU (A),LIV (H),NEW (A),CHE (A),NFO (H),2,2,4,4,4,2,2.0,6.0,10.0,14.0,16.0,0.0833,0.05,0.0357,0.0312,6.0024
