Player ID,Name,Last_Name,Position,Team,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW9,GW10,GW11,GW12,GW13,GW14,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
1,Fábio,Fábio Vieira,MID,Arsenal,54,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0,0.0,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.0,0.0,0.0,0.0,
2,Gabriel,G.Jesus,FWD,Arsenal,68,4,0.8,0.6,0.71,1.25,0.9,0,0,0,0,0,27,2,93,3,0,0,0,0,1795,618,17.0,33.0,60,10.9,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.1,0.08,0.0667,0.0533,8.0
3,Gabriel,Gabriel,DEF,Arsenal,63,41,1.2,4.6,0.19,1.12,26.5,2,0,3,1,4,143,9,773,1,0,0,0,0,54625,16347,220.8,38.4,170,42.9,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.15,0.12,0.1,0.08,8.0
4,Kai,Havertz,FWD,Arsenal,82,44,4.5,4.9,0.58,1.12,16.4,4,1,3,2,7,163,10,810,0,0,0,0,0,49608,10488,217.2,112.4,353,68.3,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.5625,0.45,0.375,0.3,8.0
5,Karl,Hein,GK,Arsenal,40,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0.0,0.0,0,0.0,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.0,0.0,0.0,0.0,
6,Jurriën,J.Timber,DEF,Arsenal,55,21,1.5,3.0,0.08,1.05,1.3,0,1,2,2,0,81,5,523,2,0,0,0,0,6398,591,102.0,111.6,34,24.6,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.1875,0.15,0.125,0.1,8.0
7,Jorge Luiz,Jorginho,MID,Arsenal,48,4,0.5,2.0,0.1,0.64,0.3,0,0,1,0,0,17,1,150,1,0,0,0,0,484,303,4.4,21.3,1,2.7,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.0625,0.05,0.0417,0.0333,8.0
8,Jakub,Kiwior,DEF,Arsenal,48,3,0.5,0.8,0.0,2.97,0.2,0,0,0,1,0,-3,4,96,0,0,0,0,0,204,200,16.2,1.0,0,1.7,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.0625,0.05,0.0417,0.0333,8.0
9,Gabriel,Martinelli,MID,Arsenal,70,37,5.5,4.1,0.54,1.13,4.0,2,2,3,2,3,133,7,548,0,0,0,0,0,11886,14446,164.6,166.1,203,53.3,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.6875,0.55,0.4583,0.3667,8.0
12,Ethan,Nwaneri,MID,Arsenal,45,4,0.8,1.0,0.71,0.35,0.3,0,0,0,1,0,16,0,23,0,0,0,0,0,621,595,15.4,12.6,17,4.6,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.1,0.08,0.0667,0.0533,8.0
13,Martin,Ødegaard,MID,Arsenal,82,7,0.0,2.3,0.42,1.04,3.3,0,0,2,0,0,29,1,253,1,0,0,0,0,2706,227,34.4,75.0,60,17.0,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.0,0.0,0.0,0.0,
15,David,Raya,GK,Arsenal,56,37,1.0,4.1,0.0,1.12,30.6,0,0,3,0,6,126,10,810,2,0,29,0,0,29857,9211,244.0,0.0,0,24.5,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.125,0.1,0.0833,0.0667,8.0
16,Declan,Rice,MID,Arsenal,63,15,2.8,1.9,0.18,1.0,2.9,0,1,2,5,0,102,10,672,2,1,0,0,0,3111,5325,129.2,182.9,73,37.9,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.35,0.28,0.2333,0.1867,8.0
17,Bukayo,Saka,MID,Arsenal,100,63,7.0,7.9,0.75,0.9,22.4,3,7,3,9,10,262,7,650,1,0,0,0,0,71328,66343,329.2,379.8,365,107.3,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.875,0.7,0.5833,0.4667,8.0
18,William,Saliba,DEF,Arsenal,60,19,-0.2,2.4,0.01,1.02,23.2,0,0,3,0,0,91,8,659,2,1,0,0,0,45138,5573,119.4,9.7,4,13.4,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,-0.025,-0.02,-0.0167,-0.0133,8.0
20,Thomas,Thomas,MID,Arsenal,50,27,2.0,3.0,0.09,1.14,1.2,1,0,3,2,3,146,10,797,2,0,0,0,0,3100,1107,168.6,103.5,29,30.3,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.25,0.2,0.1667,0.1333,8.0
21,Kieran,Tierney,DEF,Arsenal,43,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0.0,0.0,0,0.0,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.0,0.0,0.0,0.0,
22,Tomiyasu,Tomiyasu,DEF,Arsenal,48,1,0.2,1.0,2.7,0.6,0.0,0,0,0,0,0,2,0,6,0,0,0,0,0,96,18,0.4,0.3,9,1.0,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.025,0.02,0.0167,0.0133,8.0
23,Leandro,Trossard,MID,Arsenal,69,28,4.5,3.1,0.33,0.86,2.6,2,1,2,2,3,99,7,497,0,1,0,0,0,7142,5115,125.6,115.1,131,37.0,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.5625,0.45,0.375,0.3,8.0
24,Benjamin,White,DEF,Arsenal,63,25,1.0,3.6,0.04,1.32,4.2,0,1,3,4,0,100,6,585,1,0,0,0,0,4358,2809,102.8,24.6,19,14.7,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.125,0.1,0.0833,0.0667,8.0
25,Oleksandr,Zinchenko,DEF,Arsenal,48,7,0.0,3.5,0.05,0.69,1.0,0,0,1,0,0,25,0,78,0,0,0,0,0,863,498,7.2,4.9,6,1.8,LIV (H),NEW (A),CHE (A),NFO (H),WHU (A),MUN (H),4,4,4,2,2,3,4.0,8.0,10.0,12.0,15.0,0.0,0.0,0.0,0.0,
