Player ID,Name,Last_Name,Position,Team,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW16,GW17,GW18,GW19,GW20,GW21,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
1,Fábio,Fábio Vieira,MID,Arsenal,54,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0,0.0,EVE (H),CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),2,3,2,3,3,3,3.0,5.0,8.0,11.0,14.0,0.0,0.0,0.0,0.0,
2,Gabriel,G.Jesus,FWD,Arsenal,67,10,0.8,0.8,0.4,0.83,0.9,0,0,1,1,0,36,2,264,4,0,0,0,0,1552,1721,26.6,64.5,95,18.3,EVE (H),CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),2,3,2,3,3,3,3.0,5.0,8.0,11.0,14.0,0.16,0.1,0.0727,0.0571,5.0
3,Gabriel,Gabriel,DEF,Arsenal,61,69,4.8,4.9,0.17,0.96,23.6,3,1,5,9,7,244,13,1178,1,0,0,0,0,9538,172251,340.0,84.7,223,64.8,EVE (H),CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),2,3,2,3,3,3,3.0,5.0,8.0,11.0,14.0,0.96,0.6,0.4364,0.3429,5.0
4,Kai,Havertz,FWD,Arsenal,79,61,3.0,4.1,0.47,0.94,10.0,5,2,5,2,7,216,15,1333,2,0,0,0,0,40800,12525,287.8,186.0,460,93.4,EVE (H),CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),2,3,2,3,3,3,3.0,5.0,8.0,11.0,14.0,0.6,0.375,0.2727,0.2143,5.0
5,Karl,Hein,GK,Arsenal,40,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0.0,0.0,0,0.0,EVE (H),CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),2,3,2,3,3,3,3.0,5.0,8.0,11.0,14.0,0.0,0.0,0.0,0.0,
6,Jurriën,J.Timber,DEF,Arsenal,57,53,5.8,3.8,0.11,0.81,7.4,1,1,5,6,2,187,10,1130,3,0,0,0,0,12280,60321,189.0,175.2,153,51.4,EVE (H),CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),2,3,2,3,3,3,3.0,5.0,8.0,11.0,14.0,1.16,0.725,0.5273,0.4143,5.0
7,Jorge Luiz,Jorginho,MID,Arsenal,47,10,1.2,1.2,0.08,0.67,0.2,0,0,1,1,0,63,4,391,3,0,0,0,0,674,500,30.8,50.1,3,8.4,EVE (H),CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),2,3,2,3,3,3,3.0,5.0,8.0,11.0,14.0,0.24,0.15,0.1091,0.0857,5.0
8,Jakub,Kiwior,DEF,Arsenal,48,13,2.0,1.6,0.01,1.24,0.2,0,0,1,0,0,39,5,323,0,0,0,0,0,2413,853,49.2,13.7,0,6.3,EVE (H),CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),2,3,2,3,3,3,3.0,5.0,8.0,11.0,14.0,0.4,0.25,0.1818,0.1429,5.0
9,Gabriel,Martinelli,MID,Arsenal,67,53,1.2,3.8,0.45,0.94,2.5,3,2,5,3,4,164,9,851,1,0,0,0,0,10603,3680,218.4,205.9,334,75.8,EVE (H),CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),2,3,2,3,3,3,3.0,5.0,8.0,11.0,14.0,0.24,0.15,0.1091,0.0857,5.0
12,Ethan,Nwaneri,MID,Arsenal,45,14,1.8,1.6,0.3,0.61,0.4,1,0,0,1,0,50,0,104,0,0,0,0,0,2828,1541,53.2,30.6,41,12.5,EVE (H),CRY (A),IPS (H),BRE (A),BHA (A),TOT (H),2,3,2,3,3,3,3.0,5.0,8.0,11.0,14.0,0.36,0.225,0.1636,0.1286,5.0
