Player ID,Name,Last_Name,Position,Team,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW11,GW12,GW13,GW14,GW15,GW16,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
1,Fábio,Fábio Vieira,MID,Arsenal,54,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0,0.0,CHE (A),NFO (H),WHU (A),MUN (H),FUL (A),EVE (H),4,3,2,3,3,2,3.0,5.0,8.0,11.0,13.0,0.0,0.0,0.0,0.0,
2,Gabriel,G.Jesus,FWD,Arsenal,68,6,0.8,0.7,0.55,1.02,0.9,0,0,0,1,0,28,2,121,3,0,0,0,0,959,603,17.8,36.2,64,11.7,CHE (A),NFO (H),WHU (A),MUN (H),FUL (A),EVE (H),4,3,2,3,3,2,3.0,5.0,8.0,11.0,13.0,0.16,0.1,0.0727,0.0615,5.0
3,Gabriel,Gabriel,DEF,Arsenal,61,45,1.5,4.1,0.19,1.08,21.9,2,0,3,2,4,166,11,953,1,0,0,0,0,17286,21499,260.0,64.7,176,50.1,CHE (A),NFO (H),WHU (A),MUN (H),FUL (A),EVE (H),4,3,2,3,3,2,3.0,5.0,8.0,11.0,13.0,0.3,0.1875,0.1364,0.1154,5.0
4,Kai,Havertz,FWD,Arsenal,80,46,1.5,4.2,0.51,1.08,11.5,4,1,3,1,7,169,12,990,2,0,0,0,0,38836,2910,234.8,137.4,359,73.1,CHE (A),NFO (H),WHU (A),MUN (H),FUL (A),EVE (H),4,3,2,3,3,2,3.0,5.0,8.0,11.0,13.0,0.3,0.1875,0.1364,0.1154,5.0
5,Karl,Hein,GK,Arsenal,40,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.0,0.0,0,0.0,CHE (A),NFO (H),WHU (A),MUN (H),FUL (A),EVE (H),4,3,2,3,3,2,3.0,5.0,8.0,11.0,13.0,0.0,0.0,0.0,0.0,
6,Jurriën,J.Timber,DEF,Arsenal,55,24,1.2,2.7,0.09,1.04,1.3,0,1,2,2,0,89,7,683,3,0,0,0,0,1285,3222,117.4,127.1,42,28.5,CHE (A),NFO (H),WHU (A),MUN (H),FUL (A),EVE (H),4,3,2,3,3,2,3.0,5.0,8.0,11.0,13.0,0.24,0.15,0.1091,0.0923,5.0
7,Jorge Luiz,Jorginho,MID,Arsenal,48,4,0.0,1.3,0.11,0.64,0.2,0,0,1,0,0,16,1,154,2,0,0,0,0,322,132,4.4,21.6,1,2.7,CHE (A),NFO (H),WHU (A),MUN (H),FUL (A),EVE (H),4,3,2,3,3,2,3.0,5.0,8.0,11.0,13.0,0.0,0.0,0.0,0.0,
8,Jakub,Kiwior,DEF,Arsenal,48,3,0.2,0.8,0.0,2.97,0.2,0,0,0,0,0,-3,4,96,0,0,0,0,0,177,91,16.2,1.0,0,1.7,CHE (A),NFO (H),WHU (A),MUN (H),FUL (A),EVE (H),4,3,2,3,3,2,3.0,5.0,8.0,11.0,13.0,0.04,0.025,0.0182,0.0154,5.0
9,Gabriel,Martinelli,MID,Arsenal,69,47,3.2,4.3,0.52,1.13,3.4,3,2,3,8,4,160,9,678,0,0,0,0,0,6689,6563,205.4,169.8,265,64.0,CHE (A),NFO (H),WHU (A),MUN (H),FUL (A),EVE (H),4,3,2,3,3,2,3.0,5.0,8.0,11.0,13.0,0.64,0.4,0.2909,0.2462,5.0
12,Ethan,Nwaneri,MID,Arsenal,45,5,0.8,1.0,0.38,0.29,0.3,0,0,0,0,0,18,0,52,0,0,0,0,0,711,704,15.8,13.6,20,5.0,CHE (A),NFO (H),WHU (A),MUN (H),FUL (A),EVE (H),4,3,2,3,3,2,3.0,5.0,8.0,11.0,13.0,0.16,0.1,0.0727,0.0615,5.0
