Unnamed: 0,Team,Possession,Playing TimeMP,Playing TimeStarts,Playing TimeMin,Playing Time90s,PerformanceGls,PerformanceAst,PerformanceG+A,PerformanceG-PK,PerformancePK,PerformancePKatt,PerformanceCrdY,PerformanceCrdR,ExpectedxG,ExpectednpxG,ExpectedxAG,ExpectednpxG+xAG,ProgressionPrgC,ProgressionPrgP,Per 90 MinutesGls,Per 90 MinutesAst,Per 90 MinutesG+A,Per 90 MinutesG-PK,Per 90 MinutesG+A-PK,Per 90 MinutesxG,Per 90 MinutesxAG,Per 90 MinutesxG+xAG,Per 90 MinutesnpxG,Per 90 MinutesnpxG+xAG
0,Arsenal,54.4,1,176,1440,16.0,0,0,51,26,2,2,37,3,1.2,25.3,1.2,46.0,333,740,1.75,1.44,3.19,1.62,3.06,1.68,1.29,2.97,1.58,2.87
1,Aston Villa,50.5,1,176,1440,16.0,1,1,41,22,1,2,38,1,0.4,23.9,0.3,42.9,294,566,1.44,1.13,2.56,1.37,2.5,1.59,1.18,2.78,1.5,2.68
2,Bournemouth,45.3,1,176,1440,16.0,1,0,40,20,4,5,38,0,2.0,28.4,1.2,50.5,301,657,1.5,1.0,2.5,1.25,2.25,2.02,1.38,3.4,1.78,3.16
3,Brentford,46.9,1,176,1440,16.0,1,1,52,30,2,2,25,1,1.6,23.8,1.6,42.4,226,573,2.0,1.25,3.25,1.87,3.12,1.59,1.16,2.75,1.49,2.65
4,Brighton,53.4,1,176,1440,16.0,0,0,42,25,0,0,35,1,1.0,23.0,0.8,39.1,343,682,1.56,1.06,2.62,1.56,2.62,1.43,1.01,2.44,1.43,2.44
5,Chelsea,56.5,1,176,1440,16.0,2,2,65,34,3,3,52,1,2.2,31.8,1.7,57.3,372,638,2.31,1.75,4.06,2.12,3.87,2.14,1.59,3.73,1.99,3.58
6,Crystal Palace,43.5,1,176,1440,16.0,3,3,29,15,1,1,39,1,2.2,21.1,2.2,38.6,230,540,1.0,0.81,1.81,0.94,1.75,1.37,1.09,2.46,1.32,2.41
7,Everton,39.9,1,165,1350,15.0,0,0,19,12,0,0,26,1,0.1,14.8,0.1,26.4,211,422,0.8,0.47,1.27,0.8,1.27,0.99,0.77,1.76,0.99,1.76
8,Fulham,50.8,1,176,1440,16.0,2,2,44,22,1,2,41,2,1.2,20.4,1.2,37.8,325,646,1.44,1.31,2.75,1.37,2.69,1.37,1.09,2.46,1.27,2.36
9,Ipswich Town,43.0,1,176,1440,16.0,1,1,27,15,0,0,44,2,1.1,15.2,1.0,27.1,223,416,0.94,0.75,1.69,0.94,1.69,0.95,0.74,1.69,0.95,1.69
10,Leicester City,46.1,1,176,1440,16.0,0,0,38,19,2,2,41,0,0.2,15.0,0.1,28.1,249,470,1.31,1.06,2.37,1.19,2.25,1.02,0.82,1.85,0.93,1.76
11,Liverpool,56.9,1,165,1350,15.0,2,2,55,27,4,4,34,1,2.0,27.6,1.8,49.5,308,650,2.07,1.6,3.67,1.8,3.4,2.04,1.46,3.51,1.84,3.3
12,Manchester City,62.7,1,176,1440,16.0,1,0,48,27,1,1,35,1,1.0,28.9,0.8,53.9,541,891,1.75,1.25,3.0,1.69,2.94,1.85,1.57,3.42,1.8,3.37
13,Manchester Utd,53.9,1,176,1440,16.0,2,1,37,18,2,2,39,1,2.1,21.5,1.2,40.1,276,599,1.25,1.06,2.31,1.13,2.19,1.45,1.16,2.6,1.35,2.5
14,Newcastle Utd,50.1,1,176,1440,16.0,4,3,41,21,1,2,36,1,3.8,23.7,2.8,43.4,289,641,1.37,1.19,2.56,1.31,2.5,1.58,1.23,2.81,1.48,2.71
15,Nott'ham Forest,40.9,1,176,1440,16.0,2,2,34,19,2,2,39,2,1.7,18.2,1.5,32.0,287,452,1.31,0.81,2.12,1.19,2.0,1.23,0.86,2.1,1.14,2.0
16,Southampton,53.0,1,176,1440,16.0,0,0,18,11,0,2,49,3,0.9,15.1,0.8,28.0,305,518,0.69,0.44,1.13,0.69,1.13,1.05,0.8,1.86,0.95,1.75
17,Tottenham,58.2,1,176,1440,16.0,5,3,62,34,0,0,35,0,2.4,30.6,1.9,54.7,403,789,2.12,1.75,3.87,2.12,3.87,1.91,1.51,3.42,1.91,3.42
18,West Ham,46.9,1,176,1440,16.0,1,0,31,17,3,3,42,2,2.0,21.1,1.2,36.7,292,558,1.25,0.69,1.94,1.06,1.75,1.46,0.97,2.43,1.32,2.29
19,Wolves,46.7,1,176,1440,16.0,1,1,45,24,0,0,42,1,1.2,16.7,1.1,31.0,231,467,1.5,1.31,2.81,1.5,2.81,1.05,0.89,1.94,1.05,1.94
