Unnamed: 0,Team,Possession,Playing TimeMP,Playing TimeStarts,Playing TimeMin,Playing Time90s,PerformanceGls,PerformanceAst,PerformanceG+A,PerformanceG-PK,PerformancePK,PerformancePKatt,PerformanceCrdY,PerformanceCrdR,ExpectedxG,ExpectednpxG,ExpectedxAG,ExpectednpxG+xAG,ProgressionPrgC,ProgressionPrgP,Per 90 MinutesGls,Per 90 MinutesAst,Per 90 MinutesG+A,Per 90 MinutesG-PK,Per 90 MinutesG+A-PK,Per 90 MinutesxG,Per 90 MinutesxAG,Per 90 MinutesxG+xAG,Per 90 MinutesnpxG,Per 90 MinutesnpxG+xAG
0,Arsenal,55.5,1,242,1980,22.0,2,2,73,39,2,2,50,3,1.3,35.1,0.9,62.7,454,1023,1.86,1.45,3.32,1.77,3.23,1.67,1.25,2.92,1.6,2.85
1,Aston Villa,49.7,1,242,1980,22.0,2,2,57,30,2,3,48,2,1.1,30.5,0.9,54.4,378,732,1.45,1.14,2.59,1.36,2.5,1.49,1.08,2.58,1.39,2.47
2,Bournemouth,45.9,1,242,1980,22.0,4,4,62,30,6,7,57,0,2.1,36.8,1.6,65.7,410,886,1.64,1.18,2.82,1.36,2.55,1.93,1.31,3.24,1.67,2.99
3,Brentford,47.4,1,242,1980,22.0,0,0,66,37,3,3,33,1,0.7,32.8,0.6,59.2,346,804,1.82,1.18,3.0,1.68,2.86,1.6,1.2,2.8,1.49,2.69
4,Brighton,52.4,1,242,1980,22.0,3,2,56,33,1,1,47,1,1.9,29.9,1.7,51.7,470,908,1.55,1.0,2.55,1.5,2.5,1.4,0.99,2.39,1.36,2.35
5,Chelsea,58.3,1,242,1980,22.0,3,2,77,41,3,3,66,1,3.1,42.8,2.5,76.7,511,923,2.0,1.5,3.5,1.86,3.36,2.05,1.54,3.59,1.95,3.49
6,Crystal Palace,43.7,1,242,1980,22.0,2,1,43,22,2,2,45,1,1.3,28.5,0.4,52.0,307,725,1.09,0.86,1.95,1.0,1.86,1.37,1.07,2.43,1.3,2.36
7,Everton,40.5,1,231,1890,21.0,2,2,24,15,0,0,44,1,1.9,21.1,1.6,37.4,286,585,0.71,0.43,1.14,0.71,1.14,1.0,0.78,1.78,1.0,1.78
8,Fulham,52.9,1,242,1980,22.0,2,2,62,30,3,4,51,2,2.0,28.5,1.6,53.1,476,910,1.5,1.32,2.82,1.36,2.68,1.44,1.11,2.56,1.3,2.41
9,Ipswich Town,40.6,1,242,1980,22.0,0,0,32,17,2,2,58,2,0.5,18.4,0.5,32.7,293,539,0.86,0.59,1.45,0.77,1.36,0.91,0.65,1.56,0.84,1.49
10,Leicester City,46.1,1,242,1980,22.0,0,0,41,21,2,2,51,0,0.6,20.1,0.2,37.1,349,645,1.05,0.82,1.86,0.95,1.77,0.98,0.78,1.75,0.91,1.69
11,Liverpool,57.5,1,231,1890,21.0,2,2,89,45,5,5,45,1,3.4,45.6,3.3,82.4,466,1068,2.38,1.86,4.24,2.14,4.0,2.35,1.75,4.11,2.17,3.92
12,Manchester City,61.4,1,242,1980,22.0,6,5,74,42,1,2,43,1,3.0,39.5,2.6,73.8,699,1176,1.95,1.41,3.36,1.91,3.32,1.87,1.56,3.43,1.79,3.35
13,Manchester Utd,53.7,1,242,1980,22.0,1,0,45,23,3,3,53,2,1.7,30.2,1.0,55.1,379,805,1.18,0.86,2.05,1.05,1.91,1.48,1.14,2.61,1.37,2.51
14,Newcastle Utd,51.3,1,242,1980,22.0,1,1,66,36,1,2,44,1,0.8,36.0,0.5,65.7,426,907,1.68,1.32,3.0,1.64,2.95,1.71,1.35,3.06,1.64,2.99
15,Nott'ham Forest,39.6,1,242,1980,22.0,3,3,57,31,2,2,51,2,1.8,25.9,1.2,45.5,384,599,1.5,1.09,2.59,1.41,2.5,1.25,0.89,2.14,1.18,2.07
16,Southampton,52.0,1,242,1980,22.0,2,2,24,14,0,2,65,3,0.9,20.3,0.9,37.3,406,711,0.64,0.45,1.09,0.64,1.09,1.0,0.77,1.77,0.92,1.69
17,Tottenham,57.6,1,242,1980,22.0,2,1,77,43,0,1,44,1,1.1,37.0,0.6,66.4,533,1047,1.95,1.55,3.5,1.95,3.5,1.72,1.34,3.05,1.68,3.02
18,West Ham,46.9,1,242,1980,22.0,0,0,41,23,3,3,53,3,0.3,27.1,0.2,47.3,370,716,1.18,0.68,1.86,1.05,1.73,1.33,0.92,2.26,1.23,2.15
19,Wolves,47.0,1,242,1980,22.0,1,0,59,32,0,0,51,1,0.8,23.4,0.5,42.8,343,684,1.45,1.23,2.68,1.45,2.68,1.06,0.89,1.95,1.06,1.95
