Unnamed: 0,Team,Possession,Playing TimeMP,Playing TimeStarts,Playing TimeMin,Playing Time90s,PerformanceGls,PerformanceAst,PerformanceG+A,PerformanceG-PK,PerformancePK,PerformancePKatt,PerformanceCrdY,PerformanceCrdR,ExpectedxG,ExpectednpxG,ExpectedxAG,ExpectednpxG+xAG,ProgressionPrgC,ProgressionPrgP,Per 90 MinutesGls,Per 90 MinutesAst,Per 90 MinutesG+A,Per 90 MinutesG-PK,Per 90 MinutesG+A-PK,Per 90 MinutesxG,Per 90 MinutesxAG,Per 90 MinutesxG+xAG,Per 90 MinutesnpxG,Per 90 MinutesnpxG+xAG
0,Arsenal,52.2,1,143,1170,13,5,3,45,23,2,2,34,3,3.5,20.2,1.9,36.2,258,565,1.92,1.54,3.46,1.77,3.31,1.67,1.23,2.9,1.55,2.78
1,Aston Villa,52.2,1,143,1170,13,0,0,34,18,0,1,32,1,0.8,18.4,0.0,33.0,224,428,1.5,1.33,2.83,1.5,2.83,1.6,1.21,2.82,1.54,2.75
2,Bournemouth,44.8,1,143,1170,13,4,1,34,16,4,5,35,0,3.2,19.8,0.9,35.7,237,512,1.54,1.08,2.62,1.23,2.31,1.83,1.22,3.05,1.52,2.74
3,Brentford,47.6,1,143,1170,13,4,3,42,24,2,2,18,1,2.4,20.1,2.2,35.6,182,455,2.0,1.23,3.23,1.85,3.08,1.67,1.19,2.86,1.55,2.74
4,Brighton,53.1,1,143,1170,13,1,1,37,22,0,0,30,1,1.6,19.0,1.0,32.3,265,570,1.69,1.15,2.85,1.69,2.85,1.46,1.02,2.48,1.46,2.48
5,Chelsea,55.2,1,143,1170,13,3,0,41,22,1,1,45,0,1.6,21.6,0.0,39.7,267,457,1.92,1.5,3.42,1.83,3.33,1.86,1.51,3.38,1.8,3.31
6,Crystal Palace,44.8,1,143,1170,13,1,1,17,9,1,1,30,1,1.8,16.0,1.5,28.8,191,455,0.77,0.54,1.31,0.69,1.23,1.29,0.99,2.28,1.23,2.22
7,Everton,40.9,1,143,1170,13,0,0,17,10,0,0,18,1,0.3,13.1,0.0,23.6,172,360,0.83,0.58,1.42,0.83,1.42,1.09,0.87,1.97,1.09,1.97
8,Fulham,54.0,1,143,1170,13,1,0,33,16,1,2,30,1,0.9,16.4,0.0,31.3,256,534,1.42,1.33,2.75,1.33,2.67,1.5,1.24,2.74,1.37,2.61
9,Ipswich Town,41.8,1,143,1170,13,0,0,23,13,0,0,38,2,0.6,12.3,0.5,21.5,174,341,1.0,0.77,1.77,1.0,1.77,0.94,0.71,1.66,0.94,1.66
10,Leicester City,46.3,1,143,1170,13,1,1,29,14,2,2,35,0,1.0,11.8,1.0,22.3,209,396,1.23,1.0,2.23,1.08,2.08,1.02,0.81,1.83,0.91,1.71
11,Liverpool,57.6,1,143,1170,13,2,0,42,21,3,3,25,0,1.1,20.9,0.0,37.8,248,527,2.0,1.5,3.5,1.75,3.25,1.93,1.41,3.34,1.74,3.15
12,Manchester City,63.4,1,143,1170,13,0,0,37,21,1,1,27,0,0.0,23.3,0.0,43.8,443,711,1.83,1.25,3.08,1.75,3.0,2.01,1.71,3.72,1.95,3.65
13,Manchester Utd,52.8,1,143,1170,13,4,0,23,11,1,1,33,1,1.4,17.4,0.0,32.6,196,469,1.0,0.92,1.92,0.92,1.83,1.51,1.27,2.78,1.45,2.72
14,Newcastle Utd,49.5,1,143,1170,13,0,0,24,12,1,2,31,1,0.0,16.4,0.0,30.5,218,507,1.0,0.85,1.85,0.92,1.77,1.38,1.08,2.47,1.26,2.35
15,Nott'ham Forest,41.7,1,143,1170,13,1,0,24,14,2,2,33,2,1.6,14.6,0.7,25.5,241,379,1.23,0.62,1.85,1.08,1.69,1.24,0.84,2.08,1.12,1.96
16,Southampton,54.5,1,143,1170,13,1,0,16,10,0,2,44,2,0.9,12.4,0.9,22.9,250,440,0.77,0.46,1.23,0.77,1.23,1.09,0.81,1.89,0.95,1.76
17,Tottenham,59.8,1,143,1170,13,1,0,46,25,0,0,28,0,1.0,23.8,0.0,42.1,315,627,2.08,1.75,3.83,2.08,3.83,1.99,1.52,3.51,1.99,3.51
18,West Ham,45.2,1,143,1170,13,2,1,24,14,2,2,33,2,1.1,15.9,0.6,26.9,231,421,1.23,0.62,1.85,1.08,1.69,1.34,0.85,2.19,1.22,2.07
19,Wolves,45.5,1,143,1170,13,2,2,41,22,0,0,36,0,0.5,13.3,0.3,24.6,181,357,1.69,1.46,3.15,1.69,3.15,1.02,0.87,1.89,1.02,1.89
