,Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Form,Gameweek,Avail,GW16,GW17,GW18,GW19,GW20,NGW1,NGW2,NGW3,NGW4,NGW5,F_1,F_2,F_3,F_4,F_5,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
9899,660,Anton,Stach,Leeds,MID,48.0,12.0,1.5,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,4.5,1.5,0.9,0.75,0.75
9914,661,Hugo,Ekitiké,Liverpool,FWD,84.0,13.0,1.3800000000000001,15.0,a,BHA (H),TOT (A),WOL (H),LEE (H),FUL (A),0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,inf,4.14,4.14,4.14,1.035
9929,662,Cristhian,Mosquera,Arsenal,DEF,54.0,0.0,1.12,15.0,i,WOL (H),EVE (A),BHA (H),AVL (H),BOU (A),0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,inf,inf,inf,inf,3.36
9944,663,Jhon,Arias,Wolves,MID,50.0,2.0,1.1800000000000002,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.18,1.18,0.885,0.708,0.708
9959,664,Benjamin,Lecomte,Fulham,GK,39.0,0.0,1.06,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,inf,inf,inf,1.59,1.06
9974,665,Lucas Estella,Perri,Leeds,GK,45.0,2.0,1.22,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,1.83,1.22,0.61,0.5229,0.366
9989,666,Viktor,Gyökeres,Arsenal,FWD,88.0,1.0,1.1,15.0,a,WOL (H),EVE (A),BHA (H),AVL (H),BOU (A),0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666665,inf,1.65,1.65,1.65,0.66
10004,667,Adam,Aznou,Everton,DEF,43.0,0.0,1.06,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,1.59,0.795,0.795,0.795,0.636
10019,668,Granit,Xhaka,Sunderland,MID,52.0,2.0,1.32,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.96,1.32,1.32,0.792,0.66
10034,669,Dan,Ndoye,Nott'm Forest,MID,56.0,1.0,1.22,15.0,a,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.3333333333333333,2.0,2.0,3.0,3.66,0.915,0.61,0.61,0.4067
10049,670,Robin,Roefs,Sunderland,GK,47.0,1.0,1.22,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.22,1.22,0.732,0.732
10064,671,Callum,Wilson,West Ham,FWD,58.0,4.0,1.46,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.46,1.46,1.46,1.46
10079,672,Jorrel,Hato,Chelsea,DEF,47.0,0.0,1.06,15.0,a,EVE (H),NEW (A),AVL (H),BOU (H),MCI (A),0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.0,3.18,0.795,0.795,0.53,0.3533
10094,673,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,MID,55.0,1.0,1.26,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.78,1.26,0.945,0.945
10109,674,Aaron,Ramsdale,Newcastle,GK,48.0,2.0,1.1600000000000001,15.0,a,SUN (A),CHE (H),MUN (A),BUR (A),CRY (H),1.0,1.0,0.0,0.0,0.3333333333333333,1.0,2.0,2.0,2.0,2.3333333333333335,1.16,0.58,0.58,0.58,0.4971
10124,675,Angus,Gunn,Nott'm Forest,GK,40.0,0.0,1.06,15.0,i,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,1.6666666666666665,2.333333333333333,2.6666666666666665,2.6666666666666665,1.06,0.636,0.4543,0.3975,0.3975
10139,676,Lesley,Ugochukwu,Burnley,MID,50.0,2.0,1.1800000000000002,15.0,a,FUL (H),BOU (A),EVE (H),NEW (H),BHA (A),0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,1.3333333333333333,2.0,inf,1.18,1.18,0.885,0.59
10154,677,Evann,Guessand,Aston Villa,MID,62.0,0.0,1.22,15.0,a,WHU (A),MUN (H),CHE (A),ARS (A),NFO (H),0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,inf,inf,1.22,0.61,0.61
10169,678,Arthur,Masuaku,Sunderland,DEF,39.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.06,1.06,0.636,0.636
10184,679,Mads,Hermansen,West Ham,GK,43.0,0.0,1.06,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.06,0.795,0.795,0.795
10199,680,Armando,Broja,Burnley,FWD,52.0,2.0,1.1600000000000001,15.0,a,FUL (H),BOU (A),EVE (H),NEW (H),BHA (A),0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,1.3333333333333333,2.0,inf,1.16,1.16,0.87,0.58
10214,681,Benjamin,Sesko,Man Utd,FWD,72.0,0.0,1.06,15.0,d,BOU (H),AVL (A),NEW (H),WOL (H),LEE (A),0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,1.3333333333333333,1.3333333333333333,2.0,inf,1.06,0.795,0.795,0.53
10229,682,David,Møller Wolfe,Wolves,DEF,43.0,3.0,1.2000000000000002,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.2,0.9,0.72,0.72,0.72
10244,683,Omar,Alderete,Sunderland,DEF,41.0,1.0,1.1600000000000001,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.16,1.16,0.696,0.696
10259,684,Malick,Thiaw,Newcastle,DEF,50.0,2.0,1.52,15.0,a,SUN (A),CHE (H),MUN (A),BUR (A),CRY (H),1.0,1.0,0.0,0.0,0.3333333333333333,1.0,2.0,2.0,2.0,2.3333333333333335,1.52,0.76,0.76,0.76,0.6514
10274,685,Bafodé,Diakité,Bournemouth,DEF,44.0,6.0,1.28,15.0,a,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,2.0,2.6666666666666665,inf,1.92,0.96,0.64,0.48
10289,686,Rio,Ngumoha,Liverpool,MID,44.0,0.0,1.08,15.0,a,BHA (H),TOT (A),WOL (H),LEE (H),FUL (A),0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,inf,3.24,3.24,3.24,0.81
10304,687,Remy,Rees-Dottin,Bournemouth,MID,44.0,0.0,1.06,15.0,a,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666665,2.6666666666666665,3.18,3.18,1.59,0.636,0.3975
10319,688,James,Wright,Aston Villa,GK,39.0,0.0,1.06,15.0,a,WHU (A),MUN (H),CHE (A),ARS (A),NFO (H),0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.6666666666666665,2.6666666666666665,2.6666666666666665,inf,1.06,0.636,0.3975,0.3975
10334,689,Seung-Soo,Park,Newcastle,MID,44.0,0.0,1.06,15.0,a,SUN (A),CHE (H),MUN (A),BUR (A),CRY (H),0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666665,1.9999999999999998,2.333333333333333,2.9999999999999996,1.59,0.636,0.53,0.4543,0.3533
10349,690,Rio,Cardines,Crystal Palace,MID,44.0,0.0,1.06,15.0,a,MCI (H),LEE (A),TOT (H),FUL (H),NEW (A),0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666665,1.6666666666666665,2.333333333333333,1.59,0.795,0.636,0.636,0.4543
10363,691,Dominic,Calvert-Lewin,Leeds,FWD,55.0,6.0,1.52,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,4.56,1.52,0.912,0.76,0.76
10377,692,Giovanni,Leoni,Liverpool,DEF,49.0,0.0,1.06,15.0,i,BHA (H),TOT (A),WOL (H),LEE (H),FUL (A),0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,inf,inf,inf,inf,1.59
10391,693,Omari,Hutchinson,Nott'm Forest,MID,54.0,2.0,1.32,15.0,a,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.3333333333333333,2.0,2.0,3.0,3.96,0.99,0.66,0.66,0.44
10405,694,Nordi,Mukiele,Sunderland,DEF,42.0,1.0,1.1600000000000001,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.16,1.16,0.696,0.696
10419,695,Jackson,Tchatchoua,Wolves,DEF,45.0,1.0,1.1800000000000002,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.18,0.885,0.708,0.708,0.708
10433,696,Arnaud,Kalimuendo,Nott'm Forest,FWD,60.0,0.0,1.08,15.0,a,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.3333333333333333,2.0,2.0,3.0,3.24,0.81,0.54,0.54,0.36
10447,697,Amine,Adli,Bournemouth,MID,54.0,1.0,1.26,15.0,a,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666665,2.6666666666666665,3.78,3.78,1.89,0.756,0.4725
10461,698,Noah,Okafor,Leeds,MID,55.0,2.0,1.24,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.72,1.24,0.744,0.62,0.62
10475,699,Douglas Luiz,Soares de Paulo,Nott'm Forest,MID,49.0,0.0,1.06,15.0,a,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.3333333333333333,2.0,2.0,3.0,3.18,0.795,0.53,0.53,0.3533
10489,700,Max,Dowman,Arsenal,MID,43.0,0.0,1.06,15.0,i,WOL (H),EVE (A),BHA (H),AVL (H),BOU (A),0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666665,inf,1.59,1.59,1.59,0.636
10503,701,Triston,Rowe,Aston Villa,DEF,40.0,0.0,1.06,15.0,u,WHU (A),MUN (H),CHE (A),ARS (A),NFO (H),0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.6666666666666665,2.6666666666666665,2.6666666666666665,inf,1.06,0.636,0.3975,0.3975
10517,702,Bradley,Burrowes,Aston Villa,MID,44.0,0.0,1.06,15.0,a,WHU (A),MUN (H),CHE (A),ARS (A),NFO (H),0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,inf,inf,1.06,0.53,0.53
10531,703,Sam,Proctor,Aston Villa,GK,40.0,0.0,1.06,15.0,a,WHU (A),MUN (H),CHE (A),ARS (A),NFO (H),0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.6666666666666665,2.6666666666666665,2.6666666666666665,inf,1.06,0.636,0.3975,0.3975
10545,704,Tyler,Onyango,Everton,MID,45.0,0.0,1.06,15.0,u,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.06,0.53,0.4543,0.4543,0.4543
10559,705,Elijah,Campbell,Everton,DEF,39.0,0.0,1.06,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,1.59,0.795,0.795,0.795,0.636
10572,706,James,Justin,Leeds,DEF,39.0,0.0,1.1,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,3.3333333333333335,1.65,1.1,0.55,0.4714,0.33
10585,707,Tyler,Dibling,Everton,MID,53.0,1.0,1.1,15.0,a,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.1,0.55,0.4714,0.4714,0.4714
10598,708,Mateus Gonçalo,Espanha Fernandes,West Ham,MID,55.0,5.0,1.36,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.36,1.36,1.36,1.36
10611,709,Ladislav,Krejcí,Wolves,DEF,45.0,1.0,1.1,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.1,0.825,0.66,0.66,0.66
10624,710,Travis,Patterson,Aston Villa,DEF,39.0,0.0,1.06,15.0,a,WHU (A),MUN (H),CHE (A),ARS (A),NFO (H),0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.6666666666666665,2.6666666666666665,2.6666666666666665,inf,1.06,0.636,0.3975,0.3975
10637,711,Andre,Harriman-Annous,Arsenal,MID,45.0,0.0,1.06,15.0,a,WOL (H),EVE (A),BHA (H),AVL (H),BOU (A),0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666665,inf,1.59,1.59,1.59,0.636
10650,712,Yéremy,Pino Santos,Crystal Palace,MID,58.0,5.0,1.42,15.0,a,MCI (H),LEE (A),TOT (H),FUL (H),NEW (A),0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666665,1.6666666666666665,2.333333333333333,2.13,1.065,0.852,0.852,0.6086
10662,713,Álex,Jiménez Sánchez,Bournemouth,DEF,45.0,6.0,1.28,15.0,a,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,2.0,2.6666666666666665,inf,1.92,0.96,0.64,0.48
10674,714,Nick,Woltemade,Newcastle,FWD,75.0,2.0,1.3800000000000001,15.0,a,SUN (A),CHE (H),MUN (A),BUR (A),CRY (H),0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666665,1.9999999999999998,2.333333333333333,2.9999999999999996,2.07,0.828,0.69,0.5914,0.46
10686,715,John Victor,Maciel Furtado,Nott'm Forest,GK,40.0,0.0,1.06,15.0,a,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,1.6666666666666665,2.333333333333333,2.6666666666666665,2.6666666666666665,1.06,0.636,0.4543,0.3975,0.3975
10698,716,Nicolò,Savona,Nott'm Forest,DEF,45.0,-1.0,1.42,15.0,a,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,1.6666666666666665,2.333333333333333,2.6666666666666665,2.6666666666666665,1.42,0.852,0.6086,0.5325,0.5325
10710,717,Xavi,Simons,Spurs,MID,65.0,14.0,1.4000000000000001,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,4.2,1.4,1.05,1.05
10722,718,Soungoutou,Magassa,West Ham,MID,50.0,1.0,1.32,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,inf,1.32,1.32,1.32,1.32
10734,719,Victor,Lindelöf,Aston Villa,DEF,45.0,1.0,1.08,15.0,a,WHU (A),MUN (H),CHE (A),ARS (A),NFO (H),0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.6666666666666665,2.6666666666666665,2.6666666666666665,inf,1.08,0.648,0.405,0.405
10746,720,Tolu,Arokodare,Wolves,FWD,54.0,1.0,1.1400000000000001,15.0,a,ARS (A),BRE (H),LIV (A),MUN (A),WHU (H),1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666665,1.6666666666666665,1.14,1.14,0.855,0.684,0.684
10758,721,Veljko,Milosavljevic,Bournemouth,DEF,45.0,0.0,1.1400000000000001,15.0,d,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,2.0,2.6666666666666665,inf,1.71,0.855,0.57,0.4275
10770,722,Florentino Ibrain,Morris Luís,Burnley,MID,50.0,2.0,1.28,15.0,a,FUL (H),BOU (A),EVE (H),NEW (H),BHA (A),0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,1.3333333333333333,2.0,inf,1.28,1.28,0.96,0.64
10782,723,Jaydee,Canvot,Crystal Palace,DEF,45.0,1.0,1.12,15.0,d,MCI (H),LEE (A),TOT (H),FUL (H),NEW (A),0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.333333333333333,2.6666666666666665,3.6666666666666665,1.68,0.84,0.48,0.42,0.3055
10794,724,Lutsharel,Geertruida,Sunderland,DEF,45.0,1.0,1.1600000000000001,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.16,1.16,0.696,0.696
10806,725,Piero,Hincapié,Arsenal,DEF,54.0,3.0,1.34,15.0,a,WOL (H),EVE (A),BHA (H),AVL (H),BOU (A),0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,inf,inf,inf,inf,4.02
10818,726,Randal,Kolo Muani,Spurs,FWD,69.0,2.0,1.1800000000000002,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,inf,3.54,1.18,0.885,0.885
10830,727,Samuel,Chukwueze,Fulham,MID,53.0,2.0,1.52,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,4.56,4.56,4.56,1.52,1.14
10842,728,Merlin,Röhl,Everton,MID,50.0,0.0,1.06,15.0,i,CHE (A),ARS (H),BUR (A),NFO (A),BRE (H),1.0,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.06,0.53,0.4543,0.4543,0.4543
10854,729,Luis Eduardo,Soares da Silva,Nott'm Forest,DEF,45.0,0.0,1.06,15.0,u,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,1.6666666666666665,2.333333333333333,2.6666666666666665,2.6666666666666665,1.06,0.636,0.4543,0.3975,0.3975
10866,730,Brian,Brobbey,Sunderland,FWD,55.0,1.0,1.26,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.78,1.26,1.26,0.756,0.63
10878,731,Kevin,Santos Lopes de Macedo,Fulham,MID,58.0,1.0,1.1800000000000002,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.54,3.54,3.54,1.18,0.885
10890,732,Christantus,Uche,Crystal Palace,FWD,55.0,1.0,1.1,15.0,a,MCI (H),LEE (A),TOT (H),FUL (H),NEW (A),0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666665,1.6666666666666665,2.333333333333333,1.65,0.825,0.66,0.66,0.4714
10902,733,Senne,Lammens,Man Utd,GK,51.0,2.0,1.22,15.0,a,BOU (H),AVL (A),NEW (H),WOL (H),LEE (A),0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.83,1.83,1.83,1.83,0.915
10914,734,Dilane,Bakwa,Nott'm Forest,MID,59.0,0.0,1.06,15.0,a,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.3333333333333333,2.0,2.0,3.0,3.18,0.795,0.53,0.53,0.3533
10926,735,Bertrand,Traoré,Sunderland,MID,55.0,1.0,1.3,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.9,1.3,1.3,0.78,0.65
10938,736,Gianluigi,Donnarumma,Man City,GK,57.0,6.0,1.3,15.0,a,CRY (A),WHU (H),NFO (A),SUN (A),CHE (H),0.6666666666666666,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666665,2.6666666666666665,1.95,1.95,1.95,0.78,0.4875
10950,737,Jonah,Kusi-Asare,Fulham,FWD,45.0,0.0,1.08,15.0,a,BUR (A),NFO (H),WHU (A),CRY (A),LIV (H),0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.24,3.24,3.24,1.08,0.81
10962,738,Lukasz,Fabianski,West Ham,GK,45.0,0.0,1.06,15.0,d,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.06,0.795,0.795,0.795
10974,739,Divine,Mukasa,Man City,MID,45.0,0.0,1.06,15.0,a,CRY (A),WHU (H),NFO (A),SUN (A),CHE (H),0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.333333333333333,1.59,1.59,1.59,0.795,0.4543
10986,740,Stephen,Mfuni,Man City,DEF,40.0,0.0,1.06,15.0,a,CRY (A),WHU (H),NFO (A),SUN (A),CHE (H),0.6666666666666666,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666665,2.6666666666666665,1.59,1.59,1.59,0.636,0.3975
10997,741,Harry,Gray,Leeds,FWD,45.0,0.0,1.06,15.0,a,BRE (A),CRY (H),SUN (A),LIV (A),MUN (H),0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666665,1.9999999999999998,1.9999999999999998,3.18,1.06,0.636,0.53,0.53
11007,742,Ryan,McAidoo,Man City,MID,45.0,0.0,1.06,15.0,a,CRY (A),WHU (H),NFO (A),SUN (A),CHE (H),0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.333333333333333,1.59,1.59,1.59,0.795,0.4543
11016,743,Landon,Emenalo,Chelsea,MID,45.0,0.0,1.06,15.0,a,EVE (H),NEW (A),AVL (H),BOU (H),MCI (A),0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666665,inf,1.59,1.59,1.59,0.636
11024,744,Nehemiah,Oriola,Brighton,MID,45.0,0.0,1.06,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
11032,745,Jun'ai,Byfield,Spurs,DEF,40.0,0.0,1.06,15.0,a,NFO (A),LIV (H),CRY (A),BRE (A),SUN (H),0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,1.6666666666666665,1.6666666666666665,inf,3.18,1.06,0.636,0.636
