,Player ID,Name,Last_Name,Team,Position,Cost_Today,Minutes,Avail,Gameweek,Form_player_xG_norm,Form_TeamxG_against_norm,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
12107,431,Nicolás,Dominguez,Nottingham Forest,MID,48,68,a,28,2.044378698224852,2.5217391304347823,23.169625246548325,40.887573964497044,57.24260355029586,81.22998027613413,103.03668639053255
12135,432,Anthony,Elanga,Nottingham Forest,MID,53,79,a,28,2.033284023668639,2.5217391304347823,23.86688151591998,42.11802620456467,58.96523668639054,83.67447872640182,106.13742603550297
12163,433,Morgan,Gibbs-White,Nottingham Forest,MID,65,90,a,28,2.1886094674556213,2.5217391304347823,27.90477071005917,49.243713017751475,68.94119822485206,97.83084319526625,124.09415680473371
12191,434,Callum,Hudson-Odoi,Nottingham Forest,MID,52,86,a,28,2.16198224852071,2.5217391304347823,28.002817695125383,49.41673710904479,69.1834319526627,98.17458438996898,124.53017751479288
12247,436,Murillo,Murillo,Nottingham Forest,DEF,47,90,a,28,2.0,2.5217391304347823,16.85344827586207,35.689655172413794,45.60344827586207,65.43103448275863,76.33620689655174
12275,437,Neco,N.Williams,Nottingham Forest,DEF,44,90,a,28,2.1664201183431953,2.5217391304347823,16.85344827586207,35.689655172413794,45.60344827586207,65.43103448275863,76.33620689655174
12442,443,Matz,Sels,Nottingham Forest,GK,50,90,a,28,2.0,2.5217391304347823,16.85344827586207,35.689655172413794,45.60344827586207,65.43103448275863,76.33620689655174
12554,447,Chris,Wood,Nottingham Forest,FWD,72,86,a,28,2.3949704142011834,2.5217391304347823,30.05117638771485,53.031487743026204,74.24408284023669,105.35588898281206,133.63934911242603
12806,456,Armel,Bella-Kotchap,Southampton,DEF,39,71,a,28,2.3550295857988166,3.069565217391304,10.18059490084986,20.768413597733712,29.72733711048159,41.129603399433435,54.160764872521256
12946,461,Taylor,Harwood-Bellis,Southampton,DEF,40,90,a,28,2.0776627218934913,3.069565217391304,10.18059490084986,20.768413597733712,29.72733711048159,41.129603399433435,54.160764872521256
12974,462,Kamaldeen,Kamaldeen,Southampton,MID,50,90,a,28,2.2107988165680474,3.069565217391304,20.397250986193296,39.97861193293886,62.82353303747536,87.62659023668641,110.47151134122291
13114,467,Ryan,Manning,Southampton,DEF,43,82,a,28,2.1664201183431953,3.069565217391304,10.18059490084986,20.768413597733712,29.72733711048159,41.129603399433435,54.160764872521256
