Player ID,Name,Last_Name,Team,team_abbr,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,David,Raya Martín,Arsenal,ARS,GK,56,6,90,2025-10-04T14:00:00Z,0,0,1,0,0,0,0,0,0,0,20,3.2,0.0,0.0,0.3,0.00,0.00,0.00,0.49,287510,75195,7,a,WHU (H),2
2,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,43,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,461,3903,7,a,WHU (H),2
3,Karl,Hein,Arsenal,ARS,GK,40,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,2897,7,u,WHU (H),2
4,Tommy,Setford,Arsenal,ARS,GK,40,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,820,1839,7,a,WHU (H),2
5,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,62,9,90,2025-10-04T14:00:00Z,0,0,1,0,0,0,0,0,0,1,33,24.6,2.0,2.0,2.9,0.00,0.03,0.03,0.49,596289,91638,7,a,WHU (H),2
6,William,Saliba,Arsenal,ARS,DEF,60,6,90,2025-10-04T14:00:00Z,0,0,1,0,0,0,0,0,0,0,30,28.2,2.2,0.0,3.0,0.00,0.02,0.02,0.49,75755,65279,7,a,WHU (H),2
7,Riccardo,Calafiori,Arsenal,ARS,DEF,57,6,74,2025-10-04T14:00:00Z,0,0,1,0,0,0,0,0,0,0,26,8.8,5.4,19.0,3.3,0.17,0.02,0.19,0.36,121007,95878,7,a,WHU (H),2
8,Jurriën,Timber,Arsenal,ARS,DEF,58,11,90,2025-10-04T14:00:00Z,0,1,1,0,0,0,0,0,0,2,43,20.2,16.8,29.0,6.6,0.16,0.03,0.19,0.49,274109,77109,7,a,WHU (H),2
9,Jakub,Kiwior,Arsenal,ARS,DEF,54,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,348,7,u,WHU (H),2
10,Myles,Lewis-Skelly,Arsenal,ARS,DEF,53,1,15,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,2,3.2,0.3,2.0,0.6,0.00,0.00,0.00,0.13,2830,17383,7,a,WHU (H),2
11,Benjamin,White,Arsenal,ARS,DEF,54,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1842,3329,7,a,WHU (H),2
13,Brayden,Clarke,Arsenal,ARS,DEF,39,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2098,3752,7,a,WHU (H),2
14,Maldini,Kacurri,Arsenal,ARS,DEF,39,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,2272,7,u,WHU (H),2
15,Josh,Nichols,Arsenal,ARS,DEF,39,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2802,1830,7,a,WHU (H),2
16,Bukayo,Saka,Arsenal,ARS,MID,98,8,90,2025-10-04T14:00:00Z,1,0,1,0,0,0,0,0,0,0,22,38.8,23.6,31.0,9.3,0.84,1.11,1.95,0.49,404709,32013,7,a,WHU (H),2
17,Martin,Ødegaard,Arsenal,ARS,MID,79,1,29,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,4,3.2,16.5,0.0,2.0,0.00,0.21,0.21,0.34,26642,8826,7,d,WHU (H),2
18,Noni,Madueke,Arsenal,ARS,MID,69,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,206,32107,7,i,WHU (H),2
19,Gabriel,Martinelli Silva,Arsenal,ARS,MID,69,1,11,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,3,2.0,14.0,2.0,1.8,0.00,0.06,0.06,0.13,21805,9978,7,a,WHU (H),2
20,Leandro,Trossard,Arsenal,ARS,MID,69,3,74,2025-10-04T14:00:00Z,0,0,1,0,0,0,0,0,0,0,16,10.8,28.5,20.0,5.9,0.12,0.09,0.21,0.36,3969,2036,7,a,WHU (H),2
21,Declan,Rice,Arsenal,ARS,MID,65,11,78,2025-10-04T14:00:00Z,1,0,1,0,0,0,0,0,0,3,45,45.6,40.4,23.0,10.9,0.32,0.12,0.44,0.36,106096,43238,7,a,WHU (H),2
22,Mikel,Merino Zazón,Arsenal,ARS,MID,59,1,11,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,3.7,12.0,1.2,0.16,0.00,0.16,0.13,15936,5917,7,a,WHU (H),2
23,Fábio,Ferreira Vieira,Arsenal,ARS,MID,54,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,133,7,u,WHU (H),2
24,Christian,Nørgaard,Arsenal,ARS,MID,53,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,460,1522,7,a,WHU (H),2
25,Ethan,Nwaneri,Arsenal,ARS,MID,53,1,15,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,1,0.0,1.1,1.0,0.1,0.02,0.04,0.06,0.13,717,2033,7,a,WHU (H),2
26,Martín,Zubimendi Ibáñez,Arsenal,ARS,MID,55,3,60,2025-10-04T14:00:00Z,0,0,1,0,0,0,0,0,0,0,20,22.6,18.4,0.0,4.1,0.00,0.16,0.16,0.15,75192,46375,7,a,WHU (H),2
28,Ismeal,Kabia,Arsenal,ARS,MID,45,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1481,7,u,WHU (H),2
29,Albert,Sambi Lokonga,Arsenal,ARS,MID,45,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,636,7,u,WHU (H),2
30,Kai,Havertz,Arsenal,ARS,FWD,73,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,89,1484,7,i,WHU (H),2
31,Gabriel,Fernando de Jesus,Arsenal,ARS,FWD,64,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,84,185,7,i,WHU (H),2
266,Eberechi,Eze,Arsenal,ARS,MID,76,6,78,2025-10-04T14:00:00Z,0,1,1,0,0,0,0,0,0,0,22,5.6,6.8,35.0,4.7,0.49,0.05,0.54,0.36,213289,90196,7,a,WHU (H),2
662,Cristhian,Mosquera,Arsenal,ARS,DEF,54,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2426,3127,7,a,WHU (H),2
666,Viktor,Gyökeres,Arsenal,ARS,FWD,90,2,90,2025-10-04T14:00:00Z,0,0,1,0,0,0,0,0,0,0,-1,1.4,1.3,52.0,5.5,0.63,0.05,0.68,0.49,491582,223513,7,a,WHU (H),2
700,Max,Dowman,Arsenal,ARS,MID,45,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2112,5859,7,a,WHU (H),2
711,Andre,Harriman-Annous,Arsenal,ARS,MID,45,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,114,110,7,a,WHU (H),2
725,Piero,Hincapié,Arsenal,ARS,DEF,54,0,0,2025-10-04T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,29,743,7,d,WHU (H),2
32,Emiliano,Martínez Romero,Aston Villa,AVL,GK,50,1,90,2025-10-05T13:00:00Z,0,0,0,1,0,0,1,0,1,0,9,11.4,0.0,0.0,1.1,0.00,0.00,0.00,0.42,23536,19609,7,a,BUR (H),2
33,Marco,Bizot,Aston Villa,AVL,GK,44,0,0,2025-10-05T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1391,5429,7,a,BUR (H),2
34,Joe,Gauci,Aston Villa,AVL,GK,40,0,0,2025-10-05T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,905,7,u,BUR (H),2
35,Filip,Marschall,Aston Villa,AVL,GK,40,0,0,2025-10-05T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,68,7,u,BUR (H),2
36,Matty,Cash,Aston Villa,AVL,DEF,46,2,83,2025-10-05T13:00:00Z,0,0,0,1,0,0,0,0,0,0,9,10.6,16.4,9.0,3.6,0.01,0.03,0.04,0.39,51368,25112,7,a,BUR (H),2
37,Lucas,Digne,Aston Villa,AVL,DEF,45,1,90,2025-10-05T13:00:00Z,0,0,0,1,0,0,1,0,0,0,20,27.6,81.8,17.0,12.6,0.08,0.58,0.66,0.42,12966,9328,7,a,BUR (H),2
38,Ezri,Konsa Ngoyo,Aston Villa,AVL,DEF,45,2,90,2025-10-05T13:00:00Z,0,0,0,1,0,0,0,0,0,0,15,15.8,1.1,19.0,3.6,0.04,0.01,0.05,0.42,21254,89350,7,a,BUR (H),2
