Player ID,Name,Last_Name,Team,team_abbr,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,David,Raya Martín,Arsenal,ARS,GK,58.0,6.0,90.0,2025-11-01T15:00:00Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.8,0.1,0.0,0.3,0.00,0.00,0.00,0.42,267422.0,39774.0,10.0,a,BUR (A),2.0
2,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,42.0,0.0,0.0,2025-11-01T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,423.0,2573.0,10.0,a,BUR (A),2.0
3,Karl,Hein,Arsenal,ARS,GK,40.0,0.0,0.0,2025-11-01T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,1888.0,10.0,u,BUR (A),2.0
4,Tommy,Setford,Arsenal,ARS,GK,40.0,0.0,0.0,2025-11-01T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,404.0,1352.0,10.0,a,BUR (A),2.0
5,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,65.0,12.0,90.0,2025-11-01T15:00:00Z,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,39.0,36.0,11.3,4.0,5.1,0.00,0.52,0.52,0.42,567316.0,50332.0,10.0,a,BUR (A),2.0
6,William,Saliba,Arsenal,ARS,DEF,60.0,6.0,90.0,2025-11-01T15:00:00Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,19.2,6.1,0.0,2.5,0.00,0.01,0.01,0.42,30644.0,155341.0,10.0,a,BUR (A),2.0
7,Riccardo,Calafiori,Arsenal,ARS,DEF,58.0,6.0,71.0,2025-11-01T15:00:00Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,16.0,3.3,17.0,3.6,0.06,0.01,0.07,0.02,151960.0,47161.0,10.0,a,BUR (A),2.0
8,Jurriën,Timber,Arsenal,ARS,DEF,61.0,6.0,90.0,2025-11-01T15:00:00Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.4,1.2,17.0,2.4,0.19,0.01,0.20,0.42,381364.0,41361.0,10.0,a,BUR (A),2.0
9,Jakub,Kiwior,Arsenal,ARS,DEF,54.0,0.0,0.0,2025-11-01T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,114.0,10.0,u,BUR (A),2.0
10,Myles,Lewis-Skelly,Arsenal,ARS,DEF,52.0,1.0,1.0,2025-11-01T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.2,0.00,0.00,0.00,0.05,3888.0,10195.0,10.0,a,BUR (A),2.0
