Player ID,Name,Last_Name,Team,team_abbr,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,David,Raya Martín,Arsenal,ARS,GK,56,2,90,2025-09-28T15:30:00Z,0,0,0,1,0,0,0,0,2,0,11,15.8,0.0,0.0,1.6,0.00,0.01,0.01,0.61,357846,130595,6,a,NEW (A),4
2,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,43,0,0,2025-09-28T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,713,4942,6,a,NEW (A),4
3,Karl,Hein,Arsenal,ARS,GK,40,0,0,2025-09-28T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,3374,6,u,NEW (A),4
4,Tommy,Setford,Arsenal,ARS,GK,40,0,0,2025-09-28T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2428,1852,6,a,NEW (A),4
5,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,61,13,90,2025-09-28T15:30:00Z,1,0,0,1,0,0,0,0,0,3,34,76.8,2.5,33.0,11.2,0.22,0.02,0.24,0.61,315054,128821,6,a,NEW (A),4
6,William,Saliba,Arsenal,ARS,DEF,60,1,45,2025-09-28T15:30:00Z,0,0,0,0,0,0,0,0,0,0,8,5.4,11.8,2.0,1.9,0.00,0.07,0.07,0.20,52699,66471,6,a,NEW (A),4
7,Riccardo,Calafiori,Arsenal,ARS,DEF,57,1,69,2025-09-28T15:30:00Z,0,0,0,1,0,0,1,0,0,0,0,3.6,16.8,10.0,3.0,0.10,0.04,0.14,0.53,170270,85696,6,a,NEW (A),4
8,Jurriën,Timber,Arsenal,ARS,DEF,58,2,90,2025-09-28T15:30:00Z,0,0,0,1,0,0,0,0,0,0,10,24.6,38.2,25.0,8.8,0.53,0.21,0.74,0.61,250497,93628,6,a,NEW (A),4
9,Jakub,Kiwior,Arsenal,ARS,DEF,54,0,0,2025-09-28T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,653,6,u,NEW (A),4
10,Myles,Lewis-Skelly,Arsenal,ARS,DEF,53,1,2,2025-09-28T15:30:00Z,0,0,0,0,0,0,0,0,0,0,2,0.0,0.9,2.0,0.2,0.00,0.00,0.00,0.04,2503,26436,6,a,NEW (A),4
11,Benjamin,White,Arsenal,ARS,DEF,54,0,0,2025-09-28T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1073,5115,6,a,NEW (A),4
13,Brayden,Clarke,Arsenal,ARS,DEF,40,0,0,2025-09-28T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2387,4162,6,a,NEW (A),4
14,Maldini,Kacurri,Arsenal,ARS,DEF,39,0,0,2025-09-28T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2818,3398,6,u,NEW (A),4
15,Josh,Nichols,Arsenal,ARS,DEF,39,0,0,2025-09-28T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5332,1808,6,a,NEW (A),4
16,Bukayo,Saka,Arsenal,ARS,MID,98,2,69,2025-09-28T15:30:00Z,0,0,0,1,0,0,0,0,0,0,10,4.4,11.4,30.0,4.6,0.08,0.01,0.09,0.53,223085,52864,6,a,NEW (A),4
17,Martin,Ødegaard,Arsenal,ARS,MID,79,4,8,2025-09-28T15:30:00Z,0,1,0,0,0,0,0,0,0,0,16,19.0,16.4,0.0,3.5,0.00,0.25,0.25,0.08,569,33597,6,a,NEW (A),4
