Player ID,Name,Last_Name,Team,team_abbr,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,David,Raya Martín,Arsenal,ARS,GK,59,2,90,2025-11-23T16:30:00Z,0,0,0,1,0,0,0,0,1,0,6,6.6,0.0,0.0,0.7,0.00,0.00,0.00,0.07,81056,78001,12,a,TOT (H),3
2,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,42,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,404,1619,12,a,TOT (H),3
3,Karl,Hein,Arsenal,ARS,GK,40,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,923,12,u,TOT (H),3
4,Tommy,Setford,Arsenal,ARS,GK,40,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,414,784,12,a,TOT (H),3
5,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,65,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,95144,1664997,12,i,TOT (H),3
6,William,Saliba,Arsenal,ARS,DEF,60,2,90,2025-11-23T16:30:00Z,0,0,0,1,0,0,0,0,0,0,12,15.6,1.5,0.0,1.7,0.00,0.01,0.01,0.07,136915,30163,12,a,TOT (H),3
7,Riccardo,Calafiori,Arsenal,ARS,DEF,58,2,90,2025-11-23T16:30:00Z,0,0,0,1,0,0,0,0,0,0,9,9.6,2.3,6.0,1.8,0.07,0.03,0.10,0.07,43693,190733,12,a,TOT (H),3
8,Jurriën,Timber,Arsenal,ARS,DEF,62,5,90,2025-11-23T16:30:00Z,0,1,0,1,0,0,0,0,0,0,6,15.0,14.8,20.0,5.0,0.50,0.04,0.54,0.07,523928,84087,12,a,TOT (H),3
9,Jakub,Kiwior,Arsenal,ARS,DEF,54,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,86,12,u,TOT (H),3
10,Myles,Lewis-Skelly,Arsenal,ARS,DEF,51,1,1,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3120,7004,12,a,TOT (H),3
11,Benjamin,White,Arsenal,ARS,DEF,53,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1131,1669,12,a,TOT (H),3
13,Brayden,Clarke,Arsenal,ARS,DEF,38,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2589,1865,12,a,TOT (H),3
14,Maldini,Kacurri,Arsenal,ARS,DEF,39,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,517,12,u,TOT (H),3
15,Josh,Nichols,Arsenal,ARS,DEF,39,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,150,714,12,a,TOT (H),3
16,Bukayo,Saka,Arsenal,ARS,MID,101,4,90,2025-11-23T16:30:00Z,0,0,0,1,0,0,0,0,0,0,16,17.4,27.3,21.0,6.6,0.11,0.09,0.20,0.07,182099,71665,12,a,TOT (H),3
17,Martin,Ødegaard,Arsenal,ARS,MID,78,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,281,3426,12,a,TOT (H),3
18,Noni,Madueke,Arsenal,ARS,MID,68,1,12,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,4,2.4,0.4,2.0,0.5,0.00,0.01,0.01,0.02,92,1695,12,a,TOT (H),3
19,Gabriel,Martinelli Silva,Arsenal,ARS,MID,68,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,88,8195,12,a,TOT (H),3
20,Leandro,Trossard,Arsenal,ARS,MID,69,12,77,2025-11-23T16:30:00Z,1,1,0,1,0,0,0,0,0,2,39,58.2,25.8,29.0,11.3,0.22,0.08,0.30,0.06,37984,8622,12,d,TOT (H),3
21,Declan,Rice,Arsenal,ARS,MID,69,6,90,2025-11-23T16:30:00Z,0,1,0,1,0,0,1,0,0,0,27,37.0,40.8,17.0,9.5,0.26,0.38,0.64,0.07,311596,72887,12,a,TOT (H),3
22,Mikel,Merino Zazón,Arsenal,ARS,MID,59,5,87,2025-11-23T16:30:00Z,0,1,0,1,0,0,0,0,0,0,24,24.4,15.8,5.0,4.5,0.06,0.44,0.50,0.07,14420,14816,12,a,TOT (H),3
23,Fábio,Ferreira Vieira,Arsenal,ARS,MID,54,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,25,12,u,TOT (H),3
24,Christian,Nørgaard,Arsenal,ARS,MID,52,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,271,627,12,a,TOT (H),3
25,Ethan,Nwaneri,Arsenal,ARS,MID,51,1,2,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0.00,0.00,0.00,0.00,347,835,12,a,TOT (H),3
26,Martín,Zubimendi Ibáñez,Arsenal,ARS,MID,54,2,90,2025-11-23T16:30:00Z,0,0,0,1,0,0,0,0,0,0,12,8.8,16.7,2.0,2.8,0.05,0.01,0.06,0.07,16571,25349,12,a,TOT (H),3
28,Ismeal,Kabia,Arsenal,ARS,MID,45,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,375,12,u,TOT (H),3
29,Albert,Sambi Lokonga,Arsenal,ARS,MID,45,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,173,12,u,TOT (H),3
30,Kai,Havertz,Arsenal,ARS,FWD,73,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,191,481,12,d,TOT (H),3
31,Gabriel,Fernando de Jesus,Arsenal,ARS,FWD,64,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,208,179,12,d,TOT (H),3
266,Eberechi,Eze,Arsenal,ARS,MID,76,20,90,2025-11-23T16:30:00Z,3,0,0,1,0,0,0,0,0,3,81,110.2,18.0,77.0,20.5,0.66,0.37,1.03,0.07,47136,141175,12,a,TOT (H),3
662,Cristhian,Mosquera,Arsenal,ARS,DEF,54,1,2,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0.00,0.00,0.00,0.00,8124,1334,12,a,TOT (H),3
666,Viktor,Gyökeres,Arsenal,ARS,FWD,88,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2898,361400,12,d,TOT (H),3
700,Max,Dowman,Arsenal,ARS,MID,43,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,12029,4753,12,a,TOT (H),3
711,Andre,Harriman-Annous,Arsenal,ARS,MID,45,0,0,2025-11-23T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50,66,12,a,TOT (H),3
725,Piero,Hincapié,Arsenal,ARS,DEF,54,2,87,2025-11-23T16:30:00Z,0,0,0,1,0,0,0,0,0,0,10,11.4,0.8,2.0,1.4,0.00,0.01,0.01,0.07,3358,400,12,a,TOT (H),3
32,Emiliano,Martínez Romero,Aston Villa,AVL,GK,50,3,90,2025-11-23T14:00:00Z,0,0,0,1,0,0,0,0,3,0,15,27.8,0.0,0.0,2.8,0.00,0.00,0.00,1.79,99535,6155,12,a,LEE (A),2
33,Marco,Bizot,Aston Villa,AVL,GK,43,0,0,2025-11-23T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,244,1993,12,a,LEE (A),2
34,Joe,Gauci,Aston Villa,AVL,GK,40,0,0,2025-11-23T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,332,12,u,LEE (A),2
35,Filip,Marschall,Aston Villa,AVL,GK,40,0,0,2025-11-23T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,18,12,u,LEE (A),2
36,Matty,Cash,Aston Villa,AVL,DEF,46,2,90,2025-11-23T14:00:00Z,0,0,0,1,0,0,0,0,0,0,10,14.2,29.8,4.0,4.8,0.09,0.26,0.35,1.79,84278,39774,12,a,LEE (A),2
37,Lucas,Digne,Aston Villa,AVL,DEF,45,1,45,2025-11-23T14:00:00Z,0,0,0,1,0,0,0,0,0,0,1,2.6,5.1,0.0,0.8,0.00,0.06,0.06,1.23,47270,4354,12,a,LEE (A),2
38,Ezri,Konsa Ngoyo,Aston Villa,AVL,DEF,44,2,90,2025-11-23T14:00:00Z,0,0,0,1,0,0,0,0,0,0,19,25.0,0.9,0.0,2.6,0.00,0.00,0.00,1.79,12797,60271,12,a,LEE (A),2
39,Ian,Maatsen,Aston Villa,AVL,DEF,42,1,45,2025-11-23T14:00:00Z,0,0,0,0,0,0,0,0,0,0,5,8.4,1.0,7.0,1.6,0.10,0.00,0.10,0.56,980,1860,12,a,LEE (A),2
40,Tyrone,Mings,Aston Villa,AVL,DEF,44,0,0,2025-11-23T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,39,9313,12,i,LEE (A),2
