Player ID,Name,Last_Name,Team,team_abbr,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,David,Raya Martín,Arsenal,ARS,GK,59,1,90,2025-11-08T17:30:00Z,0,0,0,2,0,0,0,0,0,0,-2,1.6,0.0,0.0,0.2,0.00,0.00,0.00,0.44,210442,30012,11,a,SUN (A),2
2,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,42,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,386,2398,11,a,SUN (A),2
3,Karl,Hein,Arsenal,ARS,GK,40,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1526,11,u,SUN (A),2
4,Tommy,Setford,Arsenal,ARS,GK,40,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,316,1278,11,a,SUN (A),2
5,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,66,1,90,2025-11-08T17:30:00Z,0,0,0,2,0,0,0,0,0,0,6,21.4,15.4,4.0,4.1,0.00,0.03,0.03,0.44,481238,8172,11,a,SUN (A),2
6,William,Saliba,Arsenal,ARS,DEF,60,1,90,2025-11-08T17:30:00Z,0,0,0,2,0,0,0,0,0,0,4,17.2,4.5,6.0,2.8,0.16,0.03,0.19,0.44,30010,33925,11,a,SUN (A),2
7,Riccardo,Calafiori,Arsenal,ARS,DEF,58,1,90,2025-11-08T17:30:00Z,0,0,0,2,0,0,0,0,0,0,-1,11.4,7.8,35.0,5.4,0.23,0.05,0.28,0.44,81322,61911,11,a,SUN (A),2
8,Jurriën,Timber,Arsenal,ARS,DEF,61,1,90,2025-11-08T17:30:00Z,0,0,0,2,0,0,0,0,0,0,7,13.0,6.3,8.0,2.7,0.00,0.03,0.03,0.44,161573,65927,11,a,SUN (A),2
9,Jakub,Kiwior,Arsenal,ARS,DEF,54,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,93,11,u,SUN (A),2
10,Myles,Lewis-Skelly,Arsenal,ARS,DEF,52,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1467,9308,11,a,SUN (A),2
11,Benjamin,White,Arsenal,ARS,DEF,53,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,650,2631,11,a,SUN (A),2
13,Brayden,Clarke,Arsenal,ARS,DEF,39,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,317,2548,11,a,SUN (A),2
14,Maldini,Kacurri,Arsenal,ARS,DEF,39,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,756,11,u,SUN (A),2
15,Josh,Nichols,Arsenal,ARS,DEF,39,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,106,1118,11,a,SUN (A),2
16,Bukayo,Saka,Arsenal,ARS,MID,101,12,90,2025-11-08T17:30:00Z,1,0,0,2,0,0,0,0,0,3,40,49.6,36.7,46.0,13.2,0.52,0.19,0.71,0.44,95331,135605,11,a,SUN (A),2
17,Martin,Ødegaard,Arsenal,ARS,MID,78,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,86,5096,11,i,SUN (A),2
18,Noni,Madueke,Arsenal,ARS,MID,68,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,54,2467,11,i,SUN (A),2
19,Gabriel,Martinelli Silva,Arsenal,ARS,MID,68,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,89,17207,11,d,SUN (A),2
20,Leandro,Trossard,Arsenal,ARS,MID,69,9,90,2025-11-08T17:30:00Z,1,0,0,2,0,0,0,0,0,2,32,35.4,20.3,11.0,6.7,0.05,0.31,0.36,0.44,25250,4857,11,a,SUN (A),2
21,Declan,Rice,Arsenal,ARS,MID,68,2,90,2025-11-08T17:30:00Z,0,0,0,2,0,0,0,0,0,0,16,22.0,22.8,10.0,5.5,0.07,0.20,0.27,0.44,661250,17630,11,a,SUN (A),2
22,Mikel,Merino Zazón,Arsenal,ARS,MID,59,5,90,2025-11-08T17:30:00Z,0,1,0,2,0,0,0,0,0,0,15,22.8,16.6,16.0,5.5,0.38,0.05,0.43,0.44,57067,7281,11,a,SUN (A),2
23,Fábio,Ferreira Vieira,Arsenal,ARS,MID,54,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,37,11,u,SUN (A),2
24,Christian,Nørgaard,Arsenal,ARS,MID,52,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,291,693,11,a,SUN (A),2
25,Ethan,Nwaneri,Arsenal,ARS,MID,52,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,433,1027,11,a,SUN (A),2
26,Martín,Zubimendi Ibáñez,Arsenal,ARS,MID,54,5,90,2025-11-08T17:30:00Z,0,1,0,2,0,0,1,0,0,1,27,36.2,27.8,26.0,9.0,0.28,0.09,0.37,0.44,2505,107754,11,a,SUN (A),2
28,Ismeal,Kabia,Arsenal,ARS,MID,45,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,530,11,u,SUN (A),2
29,Albert,Sambi Lokonga,Arsenal,ARS,MID,45,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,223,11,u,SUN (A),2
30,Kai,Havertz,Arsenal,ARS,FWD,73,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,77,515,11,i,SUN (A),2
31,Gabriel,Fernando de Jesus,Arsenal,ARS,FWD,64,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,161,143,11,i,SUN (A),2
266,Eberechi,Eze,Arsenal,ARS,MID,76,2,87,2025-11-08T17:30:00Z,0,0,0,1,0,0,0,0,0,0,14,4.8,14.2,32.0,5.1,0.32,0.05,0.37,0.33,66770,125513,11,a,SUN (A),2
662,Cristhian,Mosquera,Arsenal,ARS,DEF,54,1,2,2025-11-08T17:30:00Z,0,0,0,1,0,0,0,0,0,0,0,0.4,0.5,0.0,0.1,0.00,0.00,0.00,0.11,231,2395,11,a,SUN (A),2
666,Viktor,Gyökeres,Arsenal,ARS,FWD,89,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,16740,804260,11,d,SUN (A),2
700,Max,Dowman,Arsenal,ARS,MID,43,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,10363,4671,11,a,SUN (A),2
711,Andre,Harriman-Annous,Arsenal,ARS,MID,45,0,0,2025-11-08T17:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,53,77,11,a,SUN (A),2
