Player ID,Name,Last_Name,Team,team_abbr,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,David,Raya Martín,Arsenal,ARS,GK,55.0,6.0,90.0,2025-08-23T16:30:00Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,13.4,0.0,0.0,1.3,0.00,0.00,0.00,0.17,277339.0,58680.0,2.0,a,LEE (H),2.0
2,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,45.0,0.0,0.0,2025-08-23T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2130.0,11964.0,2.0,a,LEE (H),2.0
3,Karl,Hein,Arsenal,ARS,GK,40.0,0.0,0.0,2025-08-23T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3835.0,5156.0,2.0,u,LEE (H),2.0
4,Tommy,Setford,Arsenal,ARS,GK,40.0,0.0,0.0,2025-08-23T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,982.0,1515.0,2.0,a,LEE (H),2.0
5,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,60.0,6.0,90.0,2025-08-23T16:30:00Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,13.4,3.3,6.0,2.3,0.04,0.01,0.05,0.17,335537.0,80598.0,2.0,a,LEE (H),2.0
6,William,Saliba,Arsenal,ARS,DEF,60.0,6.0,90.0,2025-08-23T16:30:00Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.4,2.1,2.0,2.3,0.00,0.01,0.01,0.17,311233.0,63531.0,2.0,d,LEE (H),2.0
7,Riccardo,Calafiori,Arsenal,ARS,DEF,55.0,13.0,63.0,2025-08-23T16:30:00Z,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,38.0,21.4,22.0,8.1,0.39,0.01,0.40,0.17,275549.0,26292.0,2.0,a,LEE (H),2.0
8,Jurriën,Timber,Arsenal,ARS,DEF,55.0,24.0,63.0,2025-08-23T16:30:00Z,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,68.0,95.0,28.5,75.0,19.9,0.81,0.05,0.86,0.17,14581.0,37592.0,2.0,a,LEE (H),2.0
9,Jakub,Kiwior,Arsenal,ARS,DEF,55.0,0.0,0.0,2025-08-23T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,397.0,2151.0,2.0,u,LEE (H),2.0
10,Myles,Lewis-Skelly,Arsenal,ARS,DEF,55.0,1.0,26.0,2025-08-23T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.2,3.7,0.0,0.8,0.00,0.00,0.00,0.00,19189.0,72637.0,2.0,a,LEE (H),2.0
