Player ID,Name,Last_Name,Team,team_abbr,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,David,Raya Martín,Arsenal,ARS,GK,55,2,90,2025-09-21T15:30:00Z,0,0,0,1,0,0,0,0,2,0,13,21.4,0.0,0.0,2.1,0.00,0.01,0.01,0.89,98100,107886,5,a,MCI (H),4
2,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,44,0,0,2025-09-21T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,689,6259,5,a,MCI (H),4
3,Karl,Hein,Arsenal,ARS,GK,40,0,0,2025-09-21T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,3824,5,u,MCI (H),4
4,Tommy,Setford,Arsenal,ARS,GK,40,0,0,2025-09-21T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3043,1638,5,a,MCI (H),4
5,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,61,2,90,2025-09-21T15:30:00Z,0,0,0,1,0,0,0,0,0,0,13,19.6,2.3,0.0,2.2,0.00,0.01,0.01,0.89,134864,89060,5,a,MCI (H),4
6,William,Saliba,Arsenal,ARS,DEF,60,2,90,2025-09-21T15:30:00Z,0,0,0,1,0,0,0,0,0,0,15,22.0,3.0,4.0,2.9,0.13,0.02,0.15,0.89,9735,208139,5,a,MCI (H),4
7,Riccardo,Calafiori,Arsenal,ARS,DEF,57,2,90,2025-09-21T15:30:00Z,0,0,0,1,0,0,0,0,0,0,7,3.6,6.2,19.0,2.9,0.14,0.05,0.19,0.89,156708,80907,5,a,MCI (H),4
8,Jurriën,Timber,Arsenal,ARS,DEF,57,1,79,2025-09-21T15:30:00Z,0,0,0,1,0,0,1,0,0,0,16,17.0,13.9,8.0,3.9,0.00,0.05,0.05,0.65,300378,61324,5,a,MCI (H),4
9,Jakub,Kiwior,Arsenal,ARS,DEF,54,0,0,2025-09-21T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1312,5,u,MCI (H),4
10,Myles,Lewis-Skelly,Arsenal,ARS,DEF,53,0,0,2025-09-21T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3125,35634,5,a,MCI (H),4
11,Benjamin,White,Arsenal,ARS,DEF,54,0,0,2025-09-21T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1137,8234,5,a,MCI (H),4
13,Brayden,Clarke,Arsenal,ARS,DEF,40,0,0,2025-09-21T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2185,4597,5,a,MCI (H),4
14,Maldini,Kacurri,Arsenal,ARS,DEF,39,0,0,2025-09-21T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4159,1771,5,u,MCI (H),4
