Player ID,Name,Last_Name,Team,team_abbr,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,David,Raya Martín,Arsenal,ARS,GK,55,6,90,2025-09-13T11:30:00Z,0,0,1,0,0,0,0,0,1,0,24,12.8,0.0,0.0,1.3,0.00,0.00,0.00,0.20,289041,117752,4,a,NFO (H),3
2,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,44,0,0,2025-09-13T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1271,8184,4,a,NFO (H),3
3,Karl,Hein,Arsenal,ARS,GK,40,0,0,2025-09-13T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,7317,4,u,NFO (H),3
4,Tommy,Setford,Arsenal,ARS,GK,40,0,0,2025-09-13T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3875,2089,4,a,NFO (H),3
5,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,61,9,90,2025-09-13T11:30:00Z,0,0,1,0,0,0,0,0,0,1,32,28.0,1.3,9.0,3.8,0.20,0.01,0.21,0.20,230780,140944,4,a,NFO (H),3
6,William,Saliba,Arsenal,ARS,DEF,61,0,0,2025-09-13T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,26222,465317,4,a,NFO (H),3
7,Riccardo,Calafiori,Arsenal,ARS,DEF,57,5,67,2025-09-13T11:30:00Z,0,0,1,0,0,0,1,0,0,0,16,5.4,12.6,2.0,2.0,0.00,0.01,0.01,0.10,534037,74840,4,a,NFO (H),3
8,Jurriën,Timber,Arsenal,ARS,DEF,57,8,90,2025-09-13T11:30:00Z,0,0,1,0,0,0,0,0,0,2,37,19.8,13.0,35.0,6.8,0.30,0.02,0.32,0.20,380134,69593,4,a,NFO (H),3
9,Jakub,Kiwior,Arsenal,ARS,DEF,54,0,0,2025-09-13T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,193,2850,4,u,NFO (H),3
10,Myles,Lewis-Skelly,Arsenal,ARS,DEF,54,1,22,2025-09-13T11:30:00Z,0,0,0,0,0,0,0,0,0,0,3,0.0,2.0,0.0,0.1,0.00,0.00,0.00,0.10,5448,56916,4,a,NFO (H),3
