Player ID,Name,Last_Name,Team,team_abbr,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,David,Raya Martín,Arsenal,ARS,GK,57,6,90,2025-10-26T14:00:00Z,0,0,1,0,0,0,0,0,1,0,25,15.0,0.1,0.0,1.5,0.00,0.00,0.00,0.47,131150,49245,9,a,CRY (H),3
2,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,43,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,221,2623,9,a,CRY (H),3
3,Karl,Hein,Arsenal,ARS,GK,40,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1749,9,u,CRY (H),3
4,Tommy,Setford,Arsenal,ARS,GK,40,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,578,1266,9,a,CRY (H),3
5,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,64,9,90,2025-10-26T14:00:00Z,0,0,1,0,0,0,0,0,0,3,32,27.2,11.2,9.0,4.7,0.10,0.03,0.13,0.47,494883,60311,9,a,CRY (H),3
6,William,Saliba,Arsenal,ARS,DEF,60,1,45,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,10,7.4,1.5,0.0,0.9,0.00,0.02,0.02,0.08,41394,36714,9,d,CRY (H),3
7,Riccardo,Calafiori,Arsenal,ARS,DEF,58,6,81,2025-10-26T14:00:00Z,0,0,1,0,0,0,0,0,0,0,26,4.6,3.8,2.0,1.0,0.07,0.02,0.09,0.46,99941,49914,9,a,CRY (H),3
8,Jurriën,Timber,Arsenal,ARS,DEF,60,6,90,2025-10-26T14:00:00Z,0,0,1,0,0,0,0,0,0,0,25,11.8,16.7,2.0,3.1,0.00,0.04,0.04,0.47,290738,40401,9,a,CRY (H),3
9,Jakub,Kiwior,Arsenal,ARS,DEF,54,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,130,9,u,CRY (H),3
10,Myles,Lewis-Skelly,Arsenal,ARS,DEF,52,1,2,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0.00,0.00,0.00,0.01,2864,11301,9,a,CRY (H),3
11,Benjamin,White,Arsenal,ARS,DEF,54,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,902,2925,9,a,CRY (H),3
13,Brayden,Clarke,Arsenal,ARS,DEF,39,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1537,2985,9,a,CRY (H),3
14,Maldini,Kacurri,Arsenal,ARS,DEF,39,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1034,9,u,CRY (H),3
15,Josh,Nichols,Arsenal,ARS,DEF,39,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,301,1360,9,a,CRY (H),3
16,Bukayo,Saka,Arsenal,ARS,MID,100,3,65,2025-10-26T14:00:00Z,0,0,1,0,0,0,0,0,0,0,8,2.2,1.9,3.0,0.7,0.02,0.01,0.03,0.08,477223,28838,9,a,CRY (H),3
17,Martin,Ødegaard,Arsenal,ARS,MID,79,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,100,16066,9,i,CRY (H),3
18,Noni,Madueke,Arsenal,ARS,MID,69,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,67,5283,9,i,CRY (H),3
19,Gabriel,Martinelli Silva,Arsenal,ARS,MID,69,1,24,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,2,1.0,0.3,2.0,0.3,0.00,0.00,0.00,0.39,8720,11555,9,d,CRY (H),3
20,Leandro,Trossard,Arsenal,ARS,MID,69,3,90,2025-10-26T14:00:00Z,0,0,1,0,0,0,0,0,0,0,4,4.8,7.7,33.0,4.6,0.34,0.05,0.39,0.47,13227,2089,9,a,CRY (H),3
21,Declan,Rice,Arsenal,ARS,MID,66,7,81,2025-10-26T14:00:00Z,0,1,1,0,0,0,0,0,0,1,27,21.2,40.8,29.0,9.1,0.37,0.61,0.98,0.46,312829,38365,9,a,CRY (H),3
22,Mikel,Merino Zazón,Arsenal,ARS,MID,59,1,8,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,4,4.0,0.3,0.0,0.4,0.00,0.00,0.00,0.01,5074,9364,9,a,CRY (H),3
23,Fábio,Ferreira Vieira,Arsenal,ARS,MID,54,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,49,9,u,CRY (H),3
24,Christian,Nørgaard,Arsenal,ARS,MID,53,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,261,804,9,a,CRY (H),3
25,Ethan,Nwaneri,Arsenal,ARS,MID,52,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,479,1263,9,a,CRY (H),3
26,Martín,Zubimendi Ibáñez,Arsenal,ARS,MID,55,5,90,2025-10-26T14:00:00Z,0,0,1,0,0,0,0,0,0,0,15,18.2,15.5,0.0,3.4,0.00,0.03,0.03,0.47,22456,55182,9,a,CRY (H),3
28,Ismeal,Kabia,Arsenal,ARS,MID,45,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,778,9,u,CRY (H),3
29,Albert,Sambi Lokonga,Arsenal,ARS,MID,45,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,307,9,u,CRY (H),3
30,Kai,Havertz,Arsenal,ARS,FWD,73,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,92,706,9,i,CRY (H),3
31,Gabriel,Fernando de Jesus,Arsenal,ARS,FWD,64,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,77,130,9,i,CRY (H),3
266,Eberechi,Eze,Arsenal,ARS,MID,76,11,87,2025-10-26T14:00:00Z,1,0,1,0,0,0,0,0,0,3,32,42.6,4.6,19.0,6.6,0.08,0.02,0.10,0.46,47018,130265,9,a,CRY (H),3
662,Cristhian,Mosquera,Arsenal,ARS,DEF,54,1,45,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,7,11.8,10.8,4.0,2.7,0.00,0.05,0.05,0.39,408,2257,9,a,CRY (H),3
666,Viktor,Gyökeres,Arsenal,ARS,FWD,90,2,90,2025-10-26T14:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0.0,3.3,13.0,1.5,0.17,0.02,0.19,0.47,89972,388306,9,a,CRY (H),3
700,Max,Dowman,Arsenal,ARS,MID,44,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3948,5285,9,a,CRY (H),3
711,Andre,Harriman-Annous,Arsenal,ARS,MID,45,0,0,2025-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,48,96,9,a,CRY (H),3
