Player ID,Name,Last_Name,Team,team_abbr,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,David,Raya Martín,Arsenal,ARS,GK,59,6,90,2025-12-03T19:30:00Z,0,0,1,0,0,0,0,0,1,0,26,15.0,0.0,0.0,1.5,0.00,0.00,0.00,0.35,105123,28581,14,a,BRE (H),3
2,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,42,0,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,244,912,14,a,BRE (H),3
3,Karl,Hein,Arsenal,ARS,GK,40,0,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,517,14,u,BRE (H),3
4,Tommy,Setford,Arsenal,ARS,GK,39,0,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1112,543,14,a,BRE (H),3
5,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,63,0,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2694,428405,14,i,BRE (H),3
6,William,Saliba,Arsenal,ARS,DEF,60,0,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,17116,87077,14,d,BRE (H),3
7,Riccardo,Calafiori,Arsenal,ARS,DEF,58,7,90,2025-12-03T19:30:00Z,0,0,1,0,0,0,0,0,0,1,33,24.8,4.4,26.0,5.5,0.18,0.03,0.21,0.35,63080,41884,14,a,BRE (H),3
8,Jurriën,Timber,Arsenal,ARS,DEF,64,1,46,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0,0,3,7.0,0.3,0.0,0.7,0.00,0.00,0.00,0.09,317562,23916,14,a,BRE (H),3
9,Jakub,Kiwior,Arsenal,ARS,DEF,54,0,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,24,14,u,BRE (H),3
10,Myles,Lewis-Skelly,Arsenal,ARS,DEF,51,0,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1693,3051,14,a,BRE (H),3
11,Benjamin,White,Arsenal,ARS,DEF,53,14,90,2025-12-03T19:30:00Z,0,1,1,0,0,0,0,0,0,3,46,49.8,29.5,8.0,8.7,0.04,0.14,0.18,0.35,790,826,14,a,BRE (H),3
13,Brayden,Clarke,Arsenal,ARS,DEF,38,0,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1443,1241,14,a,BRE (H),3
14,Maldini,Kacurri,Arsenal,ARS,DEF,39,0,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,205,14,u,BRE (H),3
15,Josh,Nichols,Arsenal,ARS,DEF,38,0,0,2025-12-03T19:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,272,441,14,a,BRE (H),3
