Player ID,Name,Last_Name,Team,team_abbr,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Avail,Opponent,Difficulty
1,David,Raya Martín,Arsenal,ARS,GK,60,7,90,2025-12-20T20:00:00Z,0,0,1,0,0,0,0,0,1,1,28,16.6,0.0,0.0,1.7,0.00,0.00,0.00,0.20,67109,90630,17,a,EVE (A),3
2,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,41,0,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,666,1165,17,a,EVE (A),3
3,Karl,Hein,Arsenal,ARS,GK,40,0,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,588,17,u,EVE (A),3
4,Tommy,Setford,Arsenal,ARS,GK,39,0,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2651,954,17,a,EVE (A),3
5,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,62,0,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2498,137189,17,d,EVE (A),3
6,William,Saliba,Arsenal,ARS,DEF,59,6,90,2025-12-20T20:00:00Z,0,0,1,0,0,0,0,0,0,0,27,17.0,1.4,0.0,1.8,0.00,0.02,0.02,0.20,85141,19081,17,a,EVE (A),3
7,Riccardo,Calafiori,Arsenal,ARS,DEF,57,6,90,2025-12-20T20:00:00Z,0,0,1,0,0,0,0,0,0,0,25,16.0,4.5,0.0,2.1,0.00,0.03,0.03,0.20,67726,52654,17,a,EVE (A),3
8,Jurriën,Timber,Arsenal,ARS,DEF,65,6,90,2025-12-20T20:00:00Z,0,0,1,0,0,0,0,0,0,0,26,9.0,13.3,21.0,4.3,0.46,0.07,0.53,0.20,124131,150665,17,a,EVE (A),3
9,Jakub,Kiwior,Arsenal,ARS,DEF,54,0,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,38,17,u,EVE (A),3
10,Myles,Lewis-Skelly,Arsenal,ARS,DEF,51,0,0,2025-12-20T20:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3946,22526,17,a,EVE (A),3
